Время,Время моделирования,Квазистац - ступеньки
0,514536,22.7313
0,514888,8.96205
0,515241,2.58722
0,515595,11.5762
0,515947,6.24239
0,516301,17.7748
0,516653,4.31056
0,517007,-5.43019
0,517361,4.07635
0,517714,5.06669
0,518067,11.8793
0,518420,6.07669
0,518773,3.7323
0,519127,21.503
0,519479,10.3892
0,519832,-0.155252
0,520185,4.19259
0,520539,14.1092
0,520891,-3.26255
0,521245,15.1615
0,521597,7.46619
0,521950,13.9897
0,522303,6.72855
0,522656,0.868734
0,523009,8.00185
0,523362,12.9853
0,523714,4.45714
0,524067,9.99027
0,524420,10.8003
0,524772,7.61245
0,525125,12.8282
0,525478,10.0497
0,525830,-6.69671
0,526184,-5.36844
0,526538,14.296
0,526890,3.41522
0,527243,2.52287
0,527596,8.48983
0,527949,9.23707
0,528301,-1.15211
0,528656,12.2637
0,529009,0.411883
0,529362,3.57143
0,529716,12.7695
0,530068,1.74915
0,530421,5.19712
0,530774,5.35128
0,531127,14.0206
0,531479,12.3717
0,531832,-1.85438
0,532186,-8.27631
0,532540,20.5964
0,532891,15.1226
0,533243,1.66024
0,533597,6.0231
0,533949,7.37855
0,534302,7.7454
0,534654,0.799319
0,535008,3.09766
0,535361,6.69154
0,535715,8.94537
0,536067,-0.997241
0,536421,11.7816
0,536774,8.46294
0,537127,11.4699
0,537479,4.27659
0,537832,7.80023
0,538184,2.02508
0,538538,-2.89764
0,538891,12.3683
0,539244,12.6668
0,539596,9.0737
0,539948,11.5584
0,540301,-1.74233
0,540654,9.83661
0,541006,11.8203
0,541359,11.7389
0,541711,-4.25576
0,542064,7.02219
0,542417,33.1814
0,542775,0.786311
0,543141,13.2397
0,543509,-13.2965
0,543882,13.9201
0,544253,-11.1246
0,544627,-5.90334
0,545000,-0.934332
0,545372,5.39587
0,545744,-1.85295
0,546117,5.98942
0,546489,-1.90566
0,546862,5.39774
0,547235,5.42551
0,547607,8.03372
0,547979,2.63211
0,548351,3.24502
0,548724,0.144634
0,549097,-16.9655
0,549472,6.16446
0,549845,-4.85083
0,550219,-3.02893
0,550593,0.795368
0,550966,-0.809204
0,551339,-26.4553
0,551710,-3.41514
0,552073,-9.08224
0,552433,6.45172
0,552788,1.06814
0,553143,-5.73264
0,553498,2.29681
0,553852,2.97559
0,554205,3.28629
0,554558,-12.8544
0,554913,-0.588556
0,555266,-3.65163
0,555619,4.4413
0,555971,10.9307
0,556323,12.959
0,556675,-8.05838
0,557029,0.922257
0,557381,-6.43313
0,557734,2.52436
0,558087,2.83011
0,558440,3.61986
0,558792,9.73375
0,559144,1.18417
0,559497,3.37599
0,559849,-8.92158
0,560203,4.82352
0,560555,-3.27801
0,560908,12.1211
0,561259,6.20452
0,561611,-4.43204
0,561964,-9.48826
0,562318,4.81467
0,562670,-0.539135
0,563024,7.02308
0,563376,-5.63102
0,563729,1.29744
0,564082,-1.40634
0,564435,-13.6234
0,564790,-6.12758
0,565143,-10.1695
0,565497,-12.8654
0,565851,-5.88213
0,566204,2.98767
0,566557,-4.74638
0,566910,5.11023
0,567263,3.85512
0,567616,-3.6694
0,567968,-3.94571
0,568321,-9.71658
0,568675,-6.33961
0,569028,-4.21913
0,569382,0.289229
0,569735,5.83158
0,570087,3.72609
0,570439,3.73294
0,570791,0.65694
0,571144,7.9708
0,571495,-4.07309
0,571849,-1.20678
0,572202,-7.76918
0,572555,-6.35814
0,572908,-6.19629
0,573262,-1.26217
0,573614,-18.5175
0,573969,11.6577
0,574321,-4.71921
0,574674,-7.54667
0,575028,0.651815
0,575380,2.54859
0,575733,3.66978
0,576086,4.5664
0,576438,-9.24716
0,576792,-5.30718
0,577145,7.4364
0,577497,8.87484
0,577849,-0.852368
0,578202,14.1526
0,578554,-4.283
0,578908,1.43139
0,579260,-3.98564
0,579613,8.94749
0,579965,1.82385
0,580318,-5.78667
0,580671,10.0941
0,581023,1.30636
0,581376,-7.2877
0,581729,11.9615
0,582080,-7.83848
0,582434,-3.72346
0,582788,9.36453
0,583139,-4.1692
0,583493,16.195
0,583844,9.21865
0,584196,-5.93852
0,584550,2.26496
0,584902,4.52304
0,585255,6.51515
0,585607,2.12689
0,585960,-1.57065
0,586313,8.53415
0,586665,-9.95571
0,587018,3.02011
0,587371,11.6196
0,587722,-0.518785
0,588075,19.1712
0,588428,-2.39067
0,588785,7.84281
0,589142,-8.2054
0,589501,0.121826
0,589858,-3.03163
0,590217,-0.206384
0,590575,-1.55381
0,590933,-7.05452
0,591290,-12.6017
0,591646,1.28292
0,592002,1.43297
0,592359,0.608921
0,592717,-6.55475
0,593072,-12.4019
0,593427,-21.1649
0,593782,-2.03759
0,594135,3.11174
0,594488,-3.05114
0,594841,2.49589
0,595194,-3.10413
0,595547,0.806433
0,595900,-1.8426
0,596253,-3.72038
0,596606,3.29259
0,596959,-1.02424
0,597312,-4.67473
0,597666,-3.06273
0,598019,-17.0981
0,598374,-7.77349
0,598728,-1.58643
0,599081,8.75304
0,599433,1.31378
0,599787,11.8866
0,600139,-0.0512386
0,600492,-7.06625
0,600846,-14.3683
0,601201,5.02314
0,601554,8.60712
0,601907,-8.7895
0,602261,-6.64395
0,602615,1.54348
0,602969,3.66526
0,603322,-7.08044
0,603675,-3.00929
0,604029,11.9977
0,604380,7.02715
0,604733,14.7776
0,605084,-3.18282
0,605438,14.9688
0,605790,21.8449
0,606142,-7.56155
0,606496,-3.30321
0,606849,-2.17723
0,607202,13.7503
0,607555,-1.36582
0,607908,-0.970603
0,608262,-5.84641
0,608615,-5.65602
0,608969,13.3473
0,609320,2.72691
0,609673,-5.08643
0,610027,-6.69165
0,610380,12.9223
0,610732,6.3925
0,611085,-1.69646
0,611438,-4.15104
0,611791,2.24793
0,612144,-2.26928
0,612497,-5.62998
0,612851,0.65857
0,613204,-8.24181
0,613558,-5.28053
0,613911,11.7556
0,614263,0.386483
0,614616,1.65676
0,614969,-3.03243
0,615323,1.75859
0,615676,0.986713
0,616029,7.16017
0,616381,3.60713
0,616734,-1.70921
0,617087,-1.11599
0,617440,-8.37725
0,617794,-15.1352
0,618149,7.35779
0,618501,6.44828
0,618854,8.17947
0,619206,4.98758
0,619558,9.21678
0,619911,2.76969
0,620264,2.8176
0,620616,3.09427
0,620970,1.315
0,621323,6.98431
0,621675,3.50677
0,622028,2.9029
0,622381,-5.29325
0,622734,9.24341
0,623086,7.79762
0,623438,9.17321
0,623791,-7.68895
0,624145,6.05063
0,624497,5.15243
0,624850,3.28966
0,625202,7.54848
0,625554,-11.9181
0,625908,19.7995
0,626260,2.28985
0,626613,3.2786
0,626965,8.54744
0,627317,-0.0774721
0,627671,5.68401
0,628023,2.05395
0,628376,8.11699
0,628728,-6.71998
0,629082,-4.99347
0,629435,21.7267
0,629785,-8.68245
0,630139,1.38141
0,630492,-9.13615
0,630846,-1.93501
0,631199,4.11501
0,631552,-8.15105
0,631905,9.99529
0,632257,3.9824
0,632610,7.11449
0,632962,-6.61635
0,633316,-3.29505
0,633669,5.09066
0,634021,5.11723
0,634374,-3.00134
0,634727,8.10175
0,635078,13.3205
0,635430,9.07682
0,635782,14.5199
0,636133,11.6214
0,636485,-2.07619
0,636837,-9.88802
0,637191,-8.92689
0,637544,3.44748
0,637897,13.5646
0,638248,22.9127
0,638599,20.4612
0,638950,0.384669
0,639302,3.83993
0,639654,-0.0961656
0,640007,12.8145
0,640359,-1.35821
0,640711,4.91771
0,641063,1.37285
0,641416,6.98237
0,641768,-7.2071
0,642121,-6.64836
0,642474,5.04513
0,642826,4.31167
0,643179,-3.46382
0,643532,4.45725
0,643884,7.2199
0,644236,1.56567
0,644589,-2.66815
0,644941,0.187151
0,645293,-14.8886
0,645647,2.63417
0,645999,-11.0192
0,646352,-2.20199
0,646705,-2.4961
0,647057,2.6743
0,647410,-2.89088
0,647763,6.59593
0,648115,-0.263544
0,648467,1.42969
0,648819,3.14521
0,649172,6.11948
0,649524,-10.8845
0,649877,2.72527
0,650230,-4.06816
0,650583,-0.150961
0,650935,-3.42551
0,651288,3.02445
0,651640,-14.4437
0,651993,-12.143
0,652347,8.08186
0,652699,-7.09484
0,653052,-5.07594
0,653405,-13.678
0,653759,-3.43358
0,654111,1.38448
0,654463,-13.1663
0,654817,8.27522
0,655169,-2.17213
0,655521,9.59509
0,655872,-14.2278
0,656226,7.23081
0,656577,8.78847
0,656928,-9.38129
0,657282,-2.19176
0,657634,-0.201855
0,657986,4.11177
0,658338,-18.0286
0,658692,10.8132
0,659043,11.7091
0,659395,11.8667
0,659746,-5.96302
0,660099,3.36385
0,660451,-15.3054
0,660805,0.788766
0,661156,5.12302
0,661509,1.04779
0,661861,-10.1754
0,662214,-3.97309
0,662567,1.41008
0,662919,4.46629
0,663271,-1.43249
0,663624,8.96241
0,663975,-4.67654
0,664328,3.39312
0,664680,-3.15626
0,665032,4.38073
0,665384,-3.57709
0,665737,8.09047
0,666088,-3.76771
0,666440,-6.13484
0,666793,13.5223
0,667144,0.756337
0,667496,4.6143
0,667848,-7.94042
0,668201,3.66932
0,668553,-4.59427
0,668906,5.31817
0,669258,4.2036
0,669610,6.01661
0,669961,-8.95469
0,670314,-3.61515
0,670667,12.1937
0,671018,4.36626
0,671370,7.17806
0,671721,4.88094
0,672073,6.6483
0,672425,19.5863
0,672776,-6.93724
0,673128,-8.33165
0,673481,-7.75115
0,673834,7.60732
0,674185,-10.0773
0,674538,6.32895
0,674890,1.93313
0,675242,5.90398
0,675593,13.6119
0,675945,17.8915
0,676296,5.22987
0,676648,-2.62216
0,677001,1.97343
0,677353,-7.74149
0,677706,2.54924
0,678058,-8.70171
0,678411,9.24215
0,678762,-0.234124
0,679115,6.0118
0,679466,0.614107
0,679818,-13.7749
0,680172,-0.676388
0,680524,18.9879
0,680874,-1.97354
0,681227,-9.26171
0,681580,-10.7062
0,681933,16.0548
0,682284,-3.59243
0,682637,8.31193
0,682989,0.847252
0,683341,1.62048
0,683694,2.73784
0,684046,-6.25426
0,684399,-21.5
0,684753,8.03599
0,685105,1.20508
0,685457,13.6664
0,685808,-2.40561
0,686160,-2.69972
0,686513,-2.96388
0,686865,25.8115
0,687215,19.0955
0,687566,4.45176
0,687918,-12.5242
0,688272,-3.63783
0,688624,3.56673
0,688976,-3.44965
0,689329,-13.4974
0,689682,6.3043
0,690034,17.1217
0,690385,-2.80913
0,690737,9.87017
0,691089,3.64016
0,691441,6.95214
0,691793,-6.97237
0,692145,-0.689757
0,692498,1.97198
0,692850,8.89891
0,693202,8.21588
0,693554,2.06849
0,693907,2.76428
0,694259,-4.97317
0,694612,6.61295
0,694964,-15.1882
0,695318,2.93836
0,695670,3.81472
0,696022,6.34186
0,696374,-2.17099
0,696727,6.28377
0,697079,2.37744
0,697431,3.92136
0,697784,4.9574
0,698136,12.5837
0,698487,3.38086
0,698840,2.28461
0,699192,-1.59938
0,699545,6.76359
0,699897,8.58701
0,700248,11.4001
0,700600,2.17978
0,700952,-0.903913
0,701304,11.0248
0,701655,1.90892
0,702008,11.224
0,702360,0.21103
0,702712,-6.48928
0,703065,-2.14068
0,703417,-4.75878
0,703770,15.0779
0,704120,-4.08517
0,704473,-3.87622
0,704827,2.73156
0,705180,1.23634
0,705533,-1.54178
0,705886,-6.12108
0,706239,11.8618
0,706591,14.2675
0,706942,2.76392
0,707294,7.97816
0,707646,0.844768
0,707998,-4.10997
0,708350,15.2925
0,708702,3.46526
0,709054,0.391286
0,709406,-1.7989
0,709758,5.1241
0,710110,6.40416
0,710461,7.57957
0,710813,3.70007
0,711165,-5.47706
0,711517,-10.0618
0,711870,-9.09349
0,712223,1.15952
0,712575,-2.49339
0,712927,10.1012
0,713278,7.13688
0,713629,9.80307
0,713980,-9.75168
0,714333,10.9595
0,714684,-0.100326
0,715036,-4.96201
0,715388,11.9749
0,715739,-8.14353
0,716092,-3.91565
0,716444,8.64071
0,716796,12.3017
0,717146,5.57317
0,717498,0.580825
0,717850,6.2426
0,718201,4.61128
0,718553,3.627
0,718904,-10.6709
0,719257,2.83455
0,719608,-2.17949
0,719961,-2.51432
0,720313,-3.22107
0,720665,-0.759754
0,721017,-11.2035
0,721370,-1.8073
0,721721,-4.05662
0,722074,8.9061
0,722425,-1.39208
0,722777,13.4226
0,723128,-10.4287
0,723481,1.90939
0,723833,7.13365
0,724184,-11.6815
0,724537,-9.50746
0,724890,8.38033
0,725241,15.5351
0,725592,-0.0104546
0,725944,-0.275246
0,726297,-3.43445
0,726649,6.03709
0,727000,9.65107
0,727351,-4.67272
0,727704,9.53417
0,728056,10.1456
0,728406,-10.0826
0,728760,5.99762
0,729111,-6.4986
0,729463,-11.3055
0,729816,4.27142
0,730168,-5.59257
0,730520,-9.40881
0,730873,-8.34705
0,731226,6.19437
0,731578,3.29384
0,731930,-5.3079
0,732283,-0.385762
0,732636,4.9734
0,732988,1.98667
0,733341,-3.74022
0,733694,5.39245
0,734047,5.15738
0,734399,-5.19251
0,734752,11.8942
0,735104,2.98225
0,735457,6.39263
0,735809,4.44303
0,736162,3.14306
0,736515,0.280696
0,736868,-14.961
0,737222,12.5344
0,737574,1.82098
0,737927,-14.846
0,738281,-8.38028
0,738634,-5.25089
0,738988,-4.38085
0,739341,-1.87375
0,739694,11.9956
0,740046,7.31758
0,740398,-7.96865
0,740751,-4.33251
0,741104,9.86497
0,741456,-12.3904
0,741810,-7.46571
0,742163,-10.5019
0,742517,2.08281
0,742869,-5.7114
0,743222,-7.49037
0,743576,-7.20631
0,743930,16.8218
0,744281,-3.7354
0,744635,-12.9026
0,744988,3.58685
0,745341,10.8341
0,745693,-10.2816
0,746047,-1.97933
0,746400,10.4525
0,746752,-7.69419
0,747106,-9.26543
0,747459,8.74277
0,747811,7.73231
0,748163,5.67922
0,748515,9.45657
0,748867,-2.1606
0,749220,-13.186
0,749574,7.47238
0,749925,-9.3066
0,750279,0.498792
0,750632,5.80935
0,750984,-15.1334
0,751338,-13.6542
0,751692,-5.52539
0,752046,15.7944
0,752397,-0.309419
0,752749,-4.64808
0,753103,-6.42005
0,753456,5.34971
0,753808,3.09272
0,754161,0.224613
0,754514,-0.27602
0,754867,-0.295489
0,755219,-13.8013
0,755573,1.10109
0,755925,-10.1941
0,756278,-8.66036
0,756632,-4.63859
0,756985,-1.03778
0,757338,-6.46748
0,757691,-10.9163
0,758045,-5.27902
0,758398,-2.45523
0,758751,-6.85592
0,759104,8.39925
0,759456,-1.18619
0,759809,-2.27558
0,760162,-3.41606
0,760515,-1.70938
0,760868,-0.432422
0,761220,-15.7988
0,761575,-16.32
0,761929,-6.42446
0,762283,-3.91154
0,762636,-0.946759
0,762989,-16.0504
0,763343,-1.34868
0,763696,0.199457
0,764049,-4.66938
0,764402,5.24142
0,764755,4.18176
0,765107,4.65604
0,765460,5.87376
0,765812,-2.22134
0,766165,11.3228
0,766517,-9.02636
0,766871,-4.79465
0,767224,-5.07522
0,767578,-3.36402
0,767931,-0.470329
0,768284,2.53685
0,768636,-0.808563
0,768989,-7.94882
0,769342,-7.94859
0,769695,-3.22553
0,770048,-4.42759
0,770400,1.63847
0,770753,14.8525
0,771104,-4.55004
0,771457,5.94206
0,771809,3.65043
0,772162,-0.184233
0,772514,-12.5652
0,772868,-13.9783
0,773222,7.11012
0,773574,4.13341
0,773926,-8.08141
0,774280,5.68172
0,774632,-1.35141
0,774985,0.368666
0,775338,-12.5735
0,775691,17.0319
0,776043,-17.6257
0,776398,-5.89122
0,776751,9.81464
0,777102,4.26317
0,777455,-0.938009
0,777807,-3.37163
0,778160,-5.09318
0,778513,-8.91019
0,778866,12.1376
0,779218,3.42149
0,779570,4.96305
0,779922,-8.30388
0,780276,1.21258
0,780629,-3.32454
0,780981,-7.7735
0,781335,6.56424
0,781688,8.99154
0,782040,-3.39502
0,782393,4.92942
0,782745,-19.3706
0,783099,8.18506
0,783452,0.56373
0,783804,4.7694
0,784157,8.57841
0,784510,-1.01397
0,784863,6.38839
0,785216,-2.89391
0,785569,10.2494
0,785921,-1.22773
0,786274,4.25674
0,786627,16.8852
0,786978,9.4661
0,787330,10.0054
0,787683,5.90043
0,788035,8.43345
0,788387,-1.60558
0,788740,2.42666
0,789092,12.9304
0,789444,-7.0776
0,789798,15.3396
0,790149,15.8232
0,790501,-5.06435
0,790854,-4.63033
0,791208,-7.97321
0,791561,5.23908
0,791913,-9.05649
0,792267,-5.06872
0,792620,-3.36737
0,792973,-1.5943
0,793326,-5.67963
0,793679,1.35202
0,794032,3.37279
0,794384,0.315399
0,794737,-0.917543
0,795090,-4.98803
0,795444,1.07428
0,795797,-6.43298
0,796150,17.1528
0,796502,6.10333
0,796854,-8.06998
0,797208,11.4772
0,797560,2.83824
0,797913,5.75496
0,798265,-0.396252
0,798618,18.7475
0,798969,-2.49131
0,799322,11.1018
0,799674,2.32778
0,800027,-11.1274
0,800381,11.39
0,800733,10.3642
0,801084,8.86379
0,801436,10.8106
0,801787,0.0508638
0,802140,12.3436
0,802492,-2.46711
0,802845,-7.42707
0,803198,-2.01772
0,803550,8.21411
0,803902,12.7987
0,804253,-4.37393
0,804606,1.19998
0,804959,8.66378
0,805311,-10.2333
0,805665,4.22452
0,806017,15.4723
0,806368,2.37465
0,806721,10.5688
0,807073,9.12405
0,807425,-10.9933
0,807779,7.46965
0,808131,-8.49687
0,808484,-6.22791
0,808838,15.3548
0,809190,6.04942
0,809542,-2.56813
0,809895,6.11506
0,810247,-6.32407
0,810600,-6.24004
0,810953,6.5064
0,811306,2.62457
0,811659,-0.968745
0,812012,5.52729
0,812364,-4.58154
0,812717,-4.92918
0,813070,-11.8363
0,813424,-13.153
0,813777,-12.5626
0,814132,3.12679
0,814484,-8.94006
0,814838,3.30857
0,815191,2.00245
0,815544,-3.89901
0,815897,3.53705
0,816249,-0.729728
0,816602,4.39941
0,816954,-2.21417
0,817307,-0.628914
0,817659,11.0581
0,818011,6.57805
0,818363,-3.4189
0,818717,-2.53645
0,819069,22.268
0,819421,-14.2196
0,819774,-2.84405
0,820127,-8.63334
0,820481,-1.08413
0,820834,-7.18697
0,821187,-2.27269
0,821540,-13.2849
0,821894,-2.29205
0,822247,3.54889
0,822599,7.41415
0,822951,2.52067
0,823304,7.2195
0,823656,-2.02181
0,824009,-9.8634
0,824362,9.67398
0,824714,0.351396
0,825066,-2.99567
0,825419,-4.53584
0,825772,-5.77082
0,826126,-2.90469
0,826479,-1.50126
0,826832,-8.32624
0,827186,-3.43542
0,827539,-4.22255
0,827893,-5.18424
0,828246,4.90751
0,828598,-12.4337
0,828952,3.7107
0,829304,-6.48116
0,829657,-15.1294
0,830011,-6.57706
0,830364,8.52497
0,830716,10.6418
0,831068,4.80282
0,831420,-11.452
0,831774,-6.73999
0,832127,-11.4144
0,832481,-13.0863
0,832835,7.36836
0,833187,-2.95184
0,833540,5.27054
0,833892,1.78279
0,834245,10.4837
0,834597,-3.94057
0,834950,17.7757
0,835302,-18.5469
0,835656,4.69045
0,836009,-8.66153
0,836362,-11.4894
0,836716,3.62235
0,837068,-20.8077
0,837423,-5.95176
0,837776,-10.4849
0,838129,-1.62033
0,838482,-13.3253
0,838836,-12.9565
0,839190,-11.84
0,839544,-3.3238
0,839897,-11.1976
0,840250,-2.86528
0,840603,-3.38815
0,840956,-2.31197
0,841308,3.05514
0,841660,-0.578638
0,842013,1.08515
0,842366,-2.41337
0,842719,15.0021
0,843070,-1.30073
0,843423,-6.1114
0,843776,15.929
0,844128,-5.7665
0,844481,-3.46443
0,844834,-8.67056
0,845188,4.37589
0,845540,-0.960675
0,845893,-6.01791
0,846246,-2.14417
0,846599,-5.33204
0,846952,-5.02143
0,847305,4.12877
0,847657,-1.17611
0,848010,11.7021
0,848361,3.78789
0,848714,2.50451
0,849066,8.44955
0,849419,11.9094
0,849771,1.71235
0,850125,1.83443
0,850479,7.00689
0,850833,9.22871
0,851187,18.695
0,851540,-1.77419
0,851895,12.3805
0,852249,-2.32426
0,852605,9.13723
0,852959,4.82365
0,853313,9.93986
0,853668,13.9455
0,854021,-6.36014
0,854377,-2.41392
0,854732,-0.887204
0,855085,21.9222
0,855437,11.6426
0,855789,10.2776
0,856141,5.6968
0,856494,10.9302
0,856846,13.8998
0,857198,6.30115
0,857550,1.1161
0,857902,12.1304
0,858254,-3.8686
0,858607,11.8205
0,858960,4.95065
0,859313,9.64394
0,859665,11.7162
0,860017,9.74173
0,860369,13.6223
0,860721,2.44356
0,861074,4.54137
0,861426,9.78792
0,861779,14.7384
0,862131,17.8472
0,862483,3.99525
0,862835,8.65237
0,863188,7.98969
0,863540,16.3927
0,863891,19.4269
0,864243,12.4728
0,864595,7.82565
0,864947,4.77654
0,865300,4.2438
0,865653,14.9437
0,866004,17.0543
0,866356,19.2955
0,866707,9.69044
0,867060,8.27187
0,867412,8.17815
0,867764,4.36487
0,868117,5.41914
0,868469,2.38587
0,868822,10.7792
0,869174,2.72393
0,869527,9.30955
0,869879,12.0728
0,870232,13.5884
0,870583,-0.653114
0,870936,11.3546
0,871288,20.8029
0,871639,8.06066
0,871992,6.43766
0,872345,11.9817
0,872696,3.04381
0,873049,2.22037
0,873402,-1.42315
0,873755,6.9607
0,874108,-2.06766
0,874461,4.5666
0,874814,15.5556
0,875166,-9.97721
0,875520,-3.37699
0,875873,9.71661
0,876226,1.65987
0,876579,3.16882
0,876932,7.38111
0,877285,14.6942
0,877637,11.0082
0,877989,-2.48652
0,878342,10.721
0,878694,7.42022
0,879047,13.3374
0,879398,-0.471611
0,879752,13.9802
0,880104,15.4054
0,880456,4.65762
0,880808,11.2723
0,881160,9.7743
0,881512,-3.99739
0,881866,-0.559892
0,882219,4.20932
0,882572,-2.05264
0,882925,12.6803
0,883277,13.6984
0,883628,11.1639
0,883980,7.44981
0,884333,1.41754
0,884686,4.36983
0,885038,-4.20516
0,885392,9.92336
0,885744,2.43537
0,886097,15.0853
0,886448,9.12445
0,886801,14.2098
0,887153,15.3103
0,887505,-11.1014
0,887859,5.4292
0,888211,6.2375
0,888564,-8.66945
0,888917,12.5093
0,889269,-289.637
0,889593,14.0175
0,889906,16.6008
0,890227,10.038
0,890553,8.1098
0,890882,6.15449
0,891213,3.09882
0,891546,-4.83831
0,891880,-4.05109
0,892215,1.8089
0,892549,5.40591
0,892884,3.74837
0,893218,-4.36423
0,893553,-5.56486
0,893888,3.88713
0,894222,-15.2513
0,894558,-0.489237
0,894893,-1.96928
0,895228,3.28874
0,895562,-2.86598
0,895897,-6.28955
0,896232,-10.0102
0,896568,3.69684
0,896902,2.5522
0,897237,-7.58623
0,897573,-19.885
0,897909,-17.2247
0,898244,-7.44171
0,898579,3.45244
0,898914,13.2467
0,899248,-14.2732
0,899584,0.844893
0,899919,-4.19289
0,900254,0.726024
0,900589,-0.868862
0,900924,8.48338
0,901258,-10.5269
0,901593,9.35688
0,901927,-1.49647
0,902262,8.34382
0,902596,0.753504
0,902931,-9.63713
0,903266,-4.02424
0,903602,1.05914
0,903937,-13.5739
0,904272,-17.7941
0,904609,-11.3248
0,904944,16.0084
0,905278,2.51634
0,905613,16.8586
0,905946,14.0959
0,906281,-12.508
0,906616,-10.9289
0,906953,-17.9005
0,907289,-5.2689
0,907625,5.95054
0,907959,-4.83431
0,908294,-4.42149
0,908630,16.8568
0,908964,-4.56626
0,909299,-8.07933
0,909635,12.2099
0,909970,4.59245
0,910305,-16.0253
0,910641,2.80362
0,910976,4.39129
0,911311,-7.98714
0,911646,-30.344
0,911983,-2.91877
0,912319,-21.3127
0,912655,1.57483
0,912990,11.8226
0,913325,-3.14937
0,913660,-4.58435
0,913994,-8.90926
0,914330,-2.4352
0,914665,-7.77814
0,915001,-1.44956
0,915337,-5.75003
0,915672,-1.93816
0,916008,-13.4858
0,916343,-16.3736
0,916679,-0.460667
0,917014,-20.9664
0,917351,9.94824
0,917685,-18.3508
0,918022,-10.3171
0,918358,-2.92974
0,918694,2.1756
0,919029,25.2897
0,919362,-6.40548
0,919699,-1.93922
0,920033,-4.28132
0,920369,-17.5591
0,920705,-4.42185
0,921040,-14.9712
0,921376,4.10347
0,921711,2.38251
0,922046,5.56815
0,922381,-1.83453
0,922716,3.26631
0,923052,3.41503
0,923387,-11.2798
0,923723,2.92714
0,924058,-1.40406
0,924393,14.1992
0,924727,-1.27237
0,925063,3.6354
0,925398,-19.8287
0,925735,7.83733
0,926069,-7.67801
0,926405,-1.31505
0,926740,-6.59945
0,927076,15.424
0,927411,-0.494913
0,927746,-2.4202
0,928082,-10.754
0,928418,-0.562448
0,928753,2.58314
0,929089,-4.03846
0,929425,-3.36036
0,929761,2.21383
0,930096,-1.6933
0,930432,-18.3787
0,930768,-0.381934
0,931104,4.59428
0,931440,-21.8085
0,931777,-0.0877496
0,932113,-4.16716
0,932449,4.00486
0,932784,-10.9678
0,933120,-3.97336
0,933456,17.2906
0,933791,6.40552
0,934126,-0.983502
0,934461,-4.32252
0,934797,-8.45116
0,935133,-4.50337
0,935469,7.49962
0,935804,-5.34999
0,936140,-4.50101
0,936476,3.72761
0,936811,8.15497
0,937145,16.2357
0,937480,4.5251
0,937815,-8.0972
0,938151,9.99629
0,938486,10.7468
0,938821,1.80945
0,939156,-5.16325
0,939492,-6.10615
0,939828,10.5112
0,940163,-0.476141
0,940498,-6.3231
0,940833,-7.51173
0,941169,5.49229
0,941503,-7.97074
0,941839,7.63308
0,942174,3.55692
0,942508,1.69452
0,942844,19.1613
0,943177,-4.55414
0,943512,-0.67257
0,943848,10.4517
0,944182,0.124264
0,944518,-1.83564
0,944853,-4.19436
0,945188,-1.39537
0,945524,4.33525
0,945858,-14.1029
0,946195,3.26797
0,946529,6.38794
0,946863,-4.73383
0,947199,-17.0831
0,947536,20.2969
0,947870,-15.4483
0,948206,14.1211
0,948540,-8.6936
0,948876,10.3245
0,949211,-10.6376
0,949547,-2.42294
0,949883,-1.14007
0,950218,1.62079
0,950554,-12.8643
0,950890,-15.312
0,951227,1.3411
0,951562,-9.33238
0,951899,2.28056
0,952234,-7.43946
0,952570,-11.3571
0,952907,3.24791
0,953242,-6.2958
0,953577,-8.25687
0,953913,-5.70341
0,954249,0.245969
0,954585,-4.06191
0,954920,13.4314
0,955255,-11.7217
0,955591,-4.11467
0,955927,2.30269
0,956262,10.1089
0,956596,11.1414
0,956931,1.57533
0,957266,7.70466
0,957601,-7.72051
0,957937,10.62
0,958271,3.72465
0,958606,-12.1618
0,958943,-5.71394
0,959279,7.20656
0,959613,12.921
0,959947,-10.3977
0,960283,-12.0423
0,960619,0.764233
0,960954,-4.02165
0,961290,0.447806
0,961625,-1.30595
0,961960,-9.56866
0,962295,0.763386
0,962630,10.2049
0,962965,9.34035
0,963299,7.89116
0,963634,-8.58791
0,963970,-4.91911
0,964305,13.8086
0,964640,-8.97955
0,964975,-7.75446
0,965311,-6.61721
0,965647,-3.78353
0,965982,1.63864
0,966317,-1.63661
0,966652,-20.3484
0,966990,-6.31241
0,967325,1.63105
0,967661,4.67236
0,967996,1.73818
0,968331,4.3388
0,968666,1.97837
0,969001,5.76712
0,969337,-4.0181
0,969672,-7.64147
0,970008,3.85145
0,970343,-5.4777
0,970679,-7.56422
0,971015,3.59456
0,971350,-3.66198
0,971686,-1.66631
0,972023,-8.17072
0,972362,219.259
0,972866,-22.7743
0,973349,-9.33525
0,973826,-515.288
0,974250,10.6362
0,974577,-7.33814
0,974914,-0.735448
0,975252,12.5064
0,975587,-14.4281
0,975925,-3.60136
0,976261,6.55057
0,976596,-6.08498
0,976932,4.85347
0,977267,-2.1575
0,977603,8.60397
0,977937,-8.09997
0,978273,5.013
0,978608,9.7162
0,978942,-1.30104
0,979278,0.628717
0,979612,10.8141
0,979946,-1.19455
0,980281,1.64242
0,980617,2.77732
0,980952,-4.79295
0,981288,2.64575
0,981623,-5.76615
0,981962,-0.256361
0,982300,1.59395
0,982639,-3.671
