Время,Время моделирования,Стац - средняя реология
0,637000,3.56111
0,637500,6.79425
0,638000,-10.109
0,638500,-5.11295
0,639000,0.611483
0,639500,-6.81425
0,640000,0.248103
0,640500,-7.07752
0,641000,-0.106266
0,641500,-12.1413
0,642000,2.87627
0,642500,-14.9197
0,643000,2.09484
0,643500,-9.36601
0,644000,-3.89411
0,644500,-14.1281
0,645000,-5.61421
0,645500,-11.2459
0,646000,-19.8067
0,646500,-13.388
0,647000,-5.10311
0,647500,-7.52855
0,648000,-6.27969
0,648500,-5.65023
0,649000,3.47722
0,649500,-0.886801
0,650000,-6.12028
0,650500,-9.14504
0,651000,2.06978
0,651500,5.2578
0,652000,-13.2884
0,652500,-1.60241
0,653000,-5.82134
0,653500,-23.2214
0,654000,2.73591
0,654500,-22.1719
0,655000,5.88069
0,655500,2.0487
0,656000,8.05793
0,656500,-17.7178
0,657000,13.1272
0,657500,-10.49
0,658000,6.09404
0,658500,3.63647
0,659000,9.76528
0,659500,0.0274272
0,660000,0.572673
0,660500,-1.88925
0,661000,-1.79606
0,661500,0.840968
0,662000,4.41952
0,662500,0.711259
0,663000,-0.976314
0,663500,10.1159
0,664000,12.807
0,664500,16.8083
0,665000,7.16016
0,665500,0.153427
0,666000,2.80111
0,666500,-4.2295
0,667000,11.3338
0,667500,5.81276
0,668000,11.7652
0,668500,10.4899
0,669000,3.37808
0,669500,4.08285
0,670000,11.0801
0,670500,10.532
0,671000,13.3696
0,671500,-3.36675
0,672000,2.78621
0,672500,16.6579
0,673000,1.21665
0,673500,3.94963
0,674000,-2.9454
0,674500,17.688
0,675000,21.1459
0,675500,32.0065
0,676000,3.38761
0,676500,2.57593
0,677000,8.08477
0,677500,16.8707
0,678000,11.5449
0,678500,8.08138
0,679000,15.2278
0,679500,13.0766
0,680000,18.3515
0,680500,14.2284
0,681000,8.07002
0,681500,24.0223
0,682000,15.2982
0,682500,-3.53297
0,683000,14.473
0,683500,9.28363
0,684000,12.7326
0,684500,-6.41688
0,685000,13.5077
0,685500,17.4744
0,686000,18.2867
0,686500,3.078
0,687000,12.6437
0,687500,14.5348
0,688000,22.0487
0,688500,7.97472
0,689000,4.99855
0,689500,10.7236
0,690000,22.1967
0,690500,21.5493
0,691000,-6.1758
0,691500,15.7937
0,692000,19.9472
0,692500,18.1016
0,693000,10.0936
0,693500,13.9754
0,694000,6.92468
0,694500,4.00904
0,695000,21.5646
0,695500,21.8069
0,696000,5.76437
0,696500,23.5304
0,697000,14.7527
0,697500,11.1617
0,698000,10.3595
0,698500,19.0295
0,699000,9.87661
0,699500,15.2629
0,700000,18.8365
0,700500,17.8692
0,701000,0.172328
0,701500,17.9412
0,702000,20.7569
0,702500,8.8411
0,703000,3.27122
0,703500,-6.71098
0,704000,21.0923
0,704500,6.1748
0,705000,19.1137
0,705500,20.8744
0,706000,11.4493
0,706500,-0.938963
0,707000,17.6215
0,707500,2.62867
0,708000,0.609794
0,708500,27.7577
0,709000,-8.79224
0,709500,12.3579
0,710000,-6.51962
0,710500,-9.47867
0,711000,-4.11661
0,711500,-5.14187
0,712000,6.47582
0,712500,-0.64933
0,713000,-4.21172
0,713500,15.1687
0,714000,-4.00306
0,714500,3.93235
0,715000,6.70892
0,715500,6.48416
0,716000,1.31331
0,716500,2.64526
0,717000,7.01652
0,717500,-0.135037
0,718000,-4.16916
0,718500,5.57152
0,719000,-5.05437
0,719500,9.2182
0,720000,-7.66902
0,720500,4.68707
0,721000,-5.74824
0,721500,-0.606149
0,722000,-1.08134
0,722500,5.38555
0,723000,-12.3029
0,723500,-5.13947
0,724000,-3.12059
0,724500,3.16183
0,725000,5.22572
0,725500,-11.6173
0,726000,10.8239
0,726500,-4.24365
0,727000,3.1792
0,727500,-5.5956
0,728000,-3.46181
0,728500,-7.75661
0,729000,-3.01035
0,729500,-7.03324
0,730000,-12.6988
0,730500,-18.6362
0,731000,-19.1707
0,731500,0.956046
0,732000,-4.33125
0,732500,-7.36276
0,733000,-22.9124
0,733500,-12.2326
0,734000,-5.774
0,734500,-11.7181
0,735000,-8.20938
0,735500,-12.4043
0,736000,-10.9927
0,736500,-15.8703
0,737000,-10.6234
0,737500,-11.6936
0,738000,-25.1753
0,738500,-4.25853
0,739000,-16.5806
0,739500,4.82965
0,740000,-12.8265
0,740500,-16.8264
0,741000,-23.456
0,741500,-14.5806
0,742000,-12.6535
0,742500,-8.2799
0,743000,-11.367
0,743500,-7.0419
0,744000,-21.5773
0,744500,-8.81373
0,745000,-16.6298
0,745500,-2.30353
0,746000,-17.6455
0,746500,-25.8347
0,747000,-11.0405
0,747500,-8.43841
0,748000,-25.9364
0,748500,-17.1749
0,749000,-7.68748
0,749500,-2.82793
0,750000,-35.9106
0,750500,-18.9363
0,751000,-11.4042
0,751500,-14.1507
0,752000,-13.4848
0,752500,-18.8362
0,753000,3.56593
0,753500,-2.0406
0,754000,-9.40683
0,754500,-32.8048
0,755000,-6.28769
0,755500,-10.2798
0,756000,-12.6172
0,756500,-30.1013
0,757000,-1.79388
0,757500,-10.7155
0,758000,-2.35664
0,758500,-24.1513
0,759000,-10.1813
0,759500,-18.0044
0,760000,-13.3437
0,760500,-16.3436
0,761000,3.60153
0,761500,-10.5027
0,762000,-16.0003
0,762500,-1.12632
0,763000,-27.3624
0,763500,-16.0424
0,764000,-4.89893
0,764500,-5.40156
0,765000,0.606984
0,765500,-2.05905
0,766000,-11.1474
0,766500,-15.1657
0,767000,-14.2937
0,767500,-11.7609
0,768000,-9.27514
0,768500,2.80091
0,769000,-22.1633
0,769500,-1.20346
0,770000,-19.4467
0,770500,-6.63352
0,771000,2.54235
0,771500,-9.98389
0,772000,-4.35978
0,772500,-21.3438
0,773000,-14.5164
0,773500,-3.71998
0,774000,-13.6344
0,774500,0.684818
0,775000,-0.369943
0,775500,-18.3686
0,776000,-13.256
0,776500,7.30871
0,777000,4.2007
0,777500,-7.6393
0,778000,12.5467
0,778500,-1.044
0,779000,-2.19355
0,779500,-2.44278
0,780000,-3.6677
0,780500,-6.76327
0,781000,-6.75817
0,781500,-5.51664
0,782000,1.33325
0,782500,-2.29613
0,783000,-8.39123
0,783500,10.5219
0,784000,8.56867
0,784500,9.70129
0,785000,6.65839
0,785500,-5.92798
0,786000,-0.82744
0,786500,1.0478
0,787000,-0.424259
0,787500,-1.80108
0,788000,9.77206
0,788500,2.42839
0,789000,9.71643
0,789500,-12.1364
0,790000,10.6978
0,790500,-0.89097
0,791000,19.2274
0,791500,16.505
0,792000,1.94843
0,792500,14.4651
0,793000,4.13247
0,793500,3.3449
0,794000,-7.54409
0,794500,15.4772
0,795000,-2.78487
0,795500,8.64236
0,796000,4.92055
0,796500,9.8192
0,797000,2.26482
0,797500,5.93224
0,798000,-3.83519
0,798500,-2.12882
0,799000,8.90921
0,799500,-3.82606
0,800000,15.1233
0,800500,8.02161
0,801000,12.5152
0,801500,13.6817
0,802000,-4.59631
0,802500,0.32614
0,803000,7.22148
0,803500,8.17408
0,804000,11.9035
0,804500,5.3879
0,805000,-5.70006
0,805500,-6.86162
0,806000,9.14012
0,806500,17.8616
0,807000,2.90699
0,807500,2.18746
0,808000,9.33767
0,808500,10.843
0,809000,-0.348059
0,809500,-0.169237
0,810000,14.7444
0,810500,-5.37973
0,811000,-2.16829
0,811500,-8.91643
0,812000,10.6958
0,812500,-6.4282
0,813000,-5.43607
0,813500,-18.2533
0,814000,-14.29
0,814500,-11.5641
0,815000,2.08642
0,815500,4.83632
0,816000,-1.6821
0,816500,4.87066
0,817000,-12.6385
0,817500,-6.78786
0,818000,-5.97656
0,818500,-8.56853
0,819000,-1.41364
0,819500,-17.3019
0,820000,-16.2924
0,820500,-5.02957
0,821000,-9.16892
0,821500,-16.5542
0,822000,-15.6467
0,822500,-7.29991
0,823000,-6.4701
0,823500,-10.6489
0,824000,-14.4126
0,824500,-5.64621
0,825000,-16.0224
0,825500,-12.8142
0,826000,-21.8605
0,826500,-14.1203
0,827000,0.231458
0,827500,-1.15506
0,828000,-15.1271
0,828500,-2.55045
0,829000,-12.4692
0,829500,-21.154
0,830000,-16.4006
0,830500,-10.6515
0,831000,-3.75642
0,831500,-25.7245
0,832000,-24.5443
0,832500,-9.36993
0,833000,-17.2917
0,833500,-10.3641
0,834000,-10.0583
0,834500,-16.6541
0,835000,-14.507
0,835500,-13.9577
0,836000,-12.0443
0,836500,-2.33879
0,837000,-12.3466
0,837500,-13.9457
0,838000,0.311751
0,838500,-12.3305
0,839000,-7.20276
0,839500,-10.3351
0,840000,-22.9023
0,840500,-21.246
0,841000,-12.0456
0,841500,3.00128
0,842000,-10.5292
0,842500,-8.17703
0,843000,-1.56576
0,843500,-2.25489
0,844000,6.65964
0,844500,10.6706
0,845000,6.33084
0,845500,8.77134
0,846000,9.83896
0,846500,-7.24046
0,847000,-2.87354
0,847500,5.49895
0,848000,10.1634
0,848500,11.408
0,849000,0.86882
0,849500,7.57836
0,850000,12.5107
0,850500,15.6778
0,851000,16.6379
0,851500,6.10376
0,852000,7.54353
0,852500,-8.03752
0,853000,10.7268
0,853500,16.6272
0,854000,3.2458
0,854500,14.7151
0,855000,8.58354
0,855500,13.1584
0,856000,14.7929
0,856500,18.6283
0,857000,9.82779
0,857500,17.1592
0,858000,20.5797
0,858500,21.6712
0,859000,8.84013
0,859500,19.9171
0,860000,29.2455
0,860500,16.9548
0,861000,25.164
0,861500,26.2404
0,862000,20.2664
0,862500,10.9974
0,863000,22.0458
0,863500,23.8272
0,864000,29.225
0,864500,19.2734
0,865000,31.2202
0,865500,24.0018
0,866000,28.7611
0,866500,19.1814
0,867000,15.1703
0,867500,22.7033
0,868000,22.4633
0,868500,21.4283
0,869000,29.7756
0,869500,26.4122
0,870000,18.3173
0,870500,13.5158
0,871000,31.9189
0,871500,18.4978
0,872000,26.3065
0,872500,15.4909
0,873000,27.9992
0,873500,18.8718
0,874000,21.8238
0,874500,28.2604
0,875000,28.322
0,875500,13.8951
0,876000,33.708
0,876500,26.1461
0,877000,21.3889
0,877500,33.0435
0,878000,18.809
0,878500,24.007
0,879000,27.9051
0,879500,17.7371
0,880000,19.2934
0,880500,26.7387
0,881000,28.6271
0,881500,14.5401
0,882000,26.9848
0,882500,28.263
0,883000,27.4504
0,883500,13.1865
0,884000,24.1534
0,884500,11.39
0,885000,27.7782
0,885500,24.6823
0,886000,28.1584
0,886500,11.9354
0,887000,12.0072
0,887500,7.91197
0,888000,20.9711
0,888500,19.0142
0,889000,27.5894
0,889500,13.8685
0,890000,37.0507
0,890500,-0.364914
0,891000,4.66055
0,891500,4.12504
0,892000,22.0333
0,892500,7.24266
0,893000,1.93967
0,893500,4.80005
0,894000,15.8195
0,894500,-5.6129
0,895000,15.2484
0,895500,6.55355
0,896000,-12.0972
0,896500,-2.31067
0,897000,8.19479
0,897500,-16.1125
0,898000,5.81765
0,898500,21.8464
0,899000,-4.00228
0,899500,-12.5037
0,900000,6.66225
0,900500,0.349366
0,901000,-3.53589
0,901500,-6.14055
0,902000,7.34297
0,902500,9.87745
0,903000,14.672
0,903500,3.42997
0,904000,8.96388
0,904500,-6.17527
0,905000,-0.792208
0,905500,0.724434
0,906000,-1.06849
0,906500,-5.66861
0,907000,-6.65589
0,907500,0.318401
0,908000,-16.7654
0,908500,0.905757
0,909000,-4.64752
0,909500,-0.545713
0,910000,-18.7293
0,910500,-3.69454
0,911000,-3.31266
0,911500,-11.7808
0,912000,-13.7099
0,912500,-28.176
0,913000,1.66531
0,913500,-8.62811
0,914000,-13.1258
0,914500,-5.55518
0,915000,-7.04185
0,915500,-19.9788
0,916000,-15.1677
0,916500,-15.0907
0,917000,-12.7842
0,917500,-3.20701
0,918000,-4.83084
0,918500,-9.35337
0,919000,-8.09918
0,919500,-14.8316
0,920000,-13.6296
0,920500,-20.2919
0,921000,-13.7048
0,921500,-15.263
0,922000,-8.05929
0,922500,-7.73058
0,923000,6.18468
0,923500,-16.0663
0,924000,-23.0665
0,924500,-6.16985
0,925000,-7.37235
0,925500,-8.75016
0,926000,-5.28526
0,926500,-1.73701
0,927000,2.35271
0,927500,0.0293665
0,928000,-18.5465
0,928500,1.08809
0,929000,-11.9967
0,929500,-16.8555
0,930000,-12.3327
0,930500,-17.4103
0,931000,-1.72213
0,931500,-5.07944
0,932000,6.53615
0,932500,2.89716
0,933000,-7.19831
0,933500,-8.55031
0,934000,-29.4925
0,934500,-2.63533
0,935000,3.29372
0,935500,-12.5046
0,936000,-7.10405
0,936500,-3.82285
0,937000,-10.4947
0,937500,0.217171
0,938000,4.41713
0,938500,-7.18457
0,939000,-12.0402
0,939500,2.93487
0,940000,0.756593
0,940500,-8.90023
0,941000,8.03727
0,941500,-9.22444
0,942000,-2.61721
0,942500,-9.65018
0,943000,2.99165
0,943500,-1.54284
0,944000,-13.9301
0,944500,9.95794
0,945000,-7.22023
0,945500,5.209
0,946000,-20.0392
0,946500,-2.30744
0,947000,-1.0148
0,947500,3.55971
0,948000,0.985424
0,948500,-15.6707
0,949000,5.58632
0,949500,-16.6869
0,950000,-18.6567
0,950500,-16.0714
0,951000,-14.6706
0,951500,-4.08134
0,952000,-0.324462
0,952500,-2.41015
0,953000,-10.565
0,953500,7.49565
0,954000,-30.1176
0,954500,-2.93801
0,955000,-22.0609
0,955500,-2.32238
0,956000,-18.2677
0,956500,-18.7542
0,957000,-21.7898
0,957500,-29.9467
0,958000,-14.7797
0,958500,-22.7618
0,959000,-24.4659
0,959500,-25.3675
0,960000,-21.5895
0,960500,-19.5368
0,961000,-17.4323
0,961500,-26.4029
0,962000,-12.7601
0,962500,-22.6235
0,963000,-3.22416
0,963500,-14.8391
0,964000,-15.1363
0,964500,-16.1804
0,965000,-22.4204
0,965500,6.17728
0,966000,-13.4212
0,966500,-23.0478
0,967000,-23.219
0,967500,-10.5486
0,968000,-8.69692
0,968500,-14.8422
0,969000,3.49305
0,969500,-28.0666
0,970000,-7.70802
0,970500,-12.3121
0,971000,-13.3567
0,971500,-27.0951
0,972000,-25.3
0,972500,-149.185
0,973000,-16.3226
0,973500,-25.8609
0,974000,-249.638
0,974500,14.934
0,975000,-22.5119
0,975500,-19.7944
0,976000,-25.5988
0,976500,-19.2448
0,977000,-31.7209
0,977500,-37.0757
0,978000,-9.92882
0,978500,-14.7123
0,979000,-9.64369
0,979500,-27.0209
0,980000,-21.018
0,980500,-17.1875
0,981000,-7.48293
0,981500,-3.34368
0,982000,1.08621
0,982500,-35.6311
0,983000,-10.1799
0,983500,-9.099
0,984000,-12.7566
0,984500,-14.6258
0,985000,-20.3481
0,985500,-24.1639
0,986000,-3.88547
0,986500,-28.3463
0,987000,-16.9807
0,987500,-16.739
0,988000,-25.142
0,988500,-36.5106
0,989000,-15.5085
0,989500,-10.4781
0,990000,-23.5413
0,990500,-11.5962
0,991000,-10.6783
0,991500,-23.0871
0,992000,-26.8578
0,992500,-6.68639
0,993000,-10.9425
0,993500,-18.2123
0,994000,-22.5912
0,994500,-21.7243
0,995000,-18.4258
0,995500,-29.9477
0,996000,-12.8027
0,996500,-5.21472
0,997000,-26.2051
0,997500,-12.3675
0,998000,-19.4382
0,998500,-25.5527
0,999000,-11.0593
0,999500,-26.5954
0,1e+06,-17.9761
0,1.0005e+06,-28.6566
0,1.001e+06,-34.5856
0,1.0015e+06,-11.0267
0,1.002e+06,-22.0261
0,1.0025e+06,-13.43
0,1.003e+06,-24.1146
0,1.0035e+06,-32.0608
0,1.004e+06,-19.6305
0,1.0045e+06,-11.1881
0,1.005e+06,-16.8363
0,1.0055e+06,-20.3881
0,1.006e+06,-24.6433
0,1.0065e+06,-18.2613
0,1.007e+06,-25.0259
0,1.0075e+06,-34.136
0,1.008e+06,-34.2492
0,1.0085e+06,-21.5919
0,1.009e+06,-26.4367
0,1.0095e+06,-28.8606
0,1.01e+06,-21.8837
0,1.0105e+06,-23.8419
0,1.011e+06,-11.0546
0,1.0115e+06,-29.4029
0,1.012e+06,-23.0296
0,1.0125e+06,-24.4865
0,1.013e+06,-36.2372
0,1.0135e+06,-37.4488
0,1.014e+06,-40.1482
0,1.0145e+06,-28.6503
0,1.015e+06,-12.434
0,1.0155e+06,-16.7976
0,1.016e+06,-16.9323
0,1.0165e+06,-29.425
0,1.017e+06,-19.0937
0,1.0175e+06,-22.6211
0,1.018e+06,-19.0752
0,1.0185e+06,-17.4015
0,1.019e+06,-25.7949
0,1.0195e+06,-39.7774
0,1.02e+06,-26.9555
0,1.0205e+06,-19.4047
0,1.021e+06,-30.5313
0,1.0215e+06,-15.8835
0,1.022e+06,-26.2094
0,1.0225e+06,-4.23213
0,1.023e+06,-14.548
0,1.0235e+06,-25.4231
0,1.024e+06,-26.4566
0,1.0245e+06,-29.7486
0,1.025e+06,-30.1702
0,1.0255e+06,-21.0162
0,1.026e+06,-33.9864
0,1.0265e+06,-22.3559
0,1.027e+06,-24.7088
0,1.0275e+06,-15.6005
0,1.028e+06,-22.3081
0,1.0285e+06,-27.5039
0,1.029e+06,-28.9314
0,1.0295e+06,-35.1467
0,1.03e+06,-27.2583
0,1.0305e+06,-11.4701
0,1.031e+06,-28.2509
0,1.0315e+06,-34.1679
0,1.032e+06,-27.1513
0,1.0325e+06,-26.4138
0,1.033e+06,-29.8603
0,1.0335e+06,-31.8459
0,1.034e+06,-37.1154
0,1.0345e+06,-26.0258
0,1.035e+06,-19.8852
0,1.0355e+06,-29.2667
0,1.036e+06,-19.2358
0,1.0365e+06,-25.5468
0,1.037e+06,-17.6539
0,1.0375e+06,-33.4882
0,1.038e+06,-38.5648
0,1.0385e+06,-30.694
0,1.039e+06,-37.5504
0,1.0395e+06,-15.263
0,1.04e+06,-17.0867
0,1.0405e+06,-27.6269
0,1.041e+06,-35.9586
0,1.0415e+06,-30.9727
0,1.042e+06,-20.9487
0,1.0425e+06,-29.1507
0,1.043e+06,-29.6655
0,1.0435e+06,-31.5478
0,1.044e+06,-42.0459
0,1.0445e+06,-14.6334
0,1.045e+06,-15.3552
0,1.0455e+06,-33.915
0,1.046e+06,-34.3754
0,1.0465e+06,-23.0851
0,1.047e+06,-20.9526
0,1.0475e+06,-42.903
0,1.048e+06,-31.2495
0,1.0485e+06,-26.9093
0,1.049e+06,-40.3702
0,1.0495e+06,-35.9641
0,1.05e+06,-42.4133
0,1.0505e+06,-31.7543
0,1.051e+06,-27.6879
0,1.0515e+06,-33.1578
0,1.052e+06,-33.4901
0,1.0525e+06,-19.9678
0,1.053e+06,-27.8256
0,1.0535e+06,-26.4419
0,1.054e+06,-45.9669
0,1.0545e+06,-33.8912
0,1.055e+06,-26.9877
0,1.0555e+06,-24.6932
0,1.056e+06,-28.4221
0,1.0565e+06,-30.7094
0,1.057e+06,-34.5146
0,1.0575e+06,-31.7009
0,1.058e+06,-34.8973
0,1.0585e+06,-24.3873
0,1.059e+06,-22.5632
0,1.0595e+06,-22.0195
0,1.06e+06,-23.7497
0,1.0605e+06,-34.1545
0,1.061e+06,-9.87215
0,1.0615e+06,-21.7061
0,1.062e+06,-20.3328
0,1.0625e+06,-22.5405
0,1.063e+06,-27.8748
0,1.0635e+06,-34.1472
0,1.064e+06,-5.78517
0,1.0645e+06,-20.7216
0,1.065e+06,-14.0292
0,1.0655e+06,-40.5169
0,1.066e+06,-39.5309
0,1.0665e+06,-24.8571
0,1.067e+06,-31.0916
0,1.0675e+06,-4.64853
0,1.068e+06,-22.0836
0,1.0685e+06,-25.1752
0,1.069e+06,-21.672
0,1.0695e+06,-23.9394
0,1.07e+06,-12.4978
0,1.0705e+06,-6.44235
0,1.071e+06,-31.9397
0,1.0715e+06,-18.1785
0,1.072e+06,-7.60168
0,1.0725e+06,-23.4446
0,1.073e+06,-16.5766
0,1.0735e+06,-30.4014
0,1.074e+06,-20.1597
0,1.0745e+06,-5.7975
0,1.075e+06,-21.4705
0,1.0755e+06,-32.7453
0,1.076e+06,-38.7944
0,1.0765e+06,-6.89288
0,1.077e+06,-15.35
0,1.0775e+06,-29.7921
0,1.078e+06,-21.0063
0,1.0785e+06,-39.4235
0,1.079e+06,-35.3098
0,1.0795e+06,-32.7954
0,1.08e+06,-17.9985
0,1.0805e+06,-27.0183
0,1.081e+06,-21.3929
0,1.0815e+06,-30.2231
0,1.082e+06,-23.4232
0,1.0825e+06,-24.0803
0,1.083e+06,-20.8878
0,1.0835e+06,-26.9496
0,1.084e+06,-36.7601
0,1.0845e+06,-21.4239
0,1.085e+06,-29.559
0,1.0855e+06,-23.6216
0,1.086e+06,-29.8202
0,1.0865e+06,-33.3382
0,1.087e+06,-9.79399
0,1.0875e+06,-24.112
0,1.088e+06,-29.3579
0,1.0885e+06,-26.9193
0,1.089e+06,-19.1236
0,1.0895e+06,-27.0843
0,1.09e+06,-23.1342
0,1.0905e+06,-13.8033
0,1.091e+06,-29.3155
0,1.0915e+06,-19.7376
0,1.092e+06,-34.9465
0,1.0925e+06,-19.7057
0,1.093e+06,-22.6991
0,1.0935e+06,-29.4144
0,1.094e+06,-24.4322
0,1.0945e+06,-39.9695
0,1.095e+06,-22.9808
0,1.0955e+06,-28.6699
0,1.096e+06,-25.6252
0,1.0965e+06,-16.6311
0,1.097e+06,-23.6246
0,1.0975e+06,-19.051
0,1.098e+06,-9.01636
0,1.0985e+06,-10.9881
0,1.099e+06,-21.8308
0,1.0995e+06,-26.2275
0,1.1e+06,-19.9626
0,1.1005e+06,-5.2363
0,1.101e+06,-17.5929
0,1.1015e+06,-18.3836
0,1.102e+06,-18.671
0,1.1025e+06,-18.8096
0,1.103e+06,-26.5551
0,1.1035e+06,-6.69817
0,1.104e+06,-20.1777
0,1.1045e+06,-19.4307
0,1.105e+06,-17.2139
0,1.1055e+06,-14.9202
0,1.106e+06,-10.6741
0,1.1065e+06,-7.01639
0,1.107e+06,-10.9293
0,1.1075e+06,-10.8031
0,1.108e+06,-24.4434
0,1.1085e+06,-16.6461
0,1.109e+06,-3.60863
0,1.1095e+06,-20.3058
0,1.11e+06,-4.70389
0,1.1105e+06,7.9803
0,1.111e+06,-2.88221
0,1.1115e+06,1.78873
0,1.112e+06,-0.0651284
0,1.1125e+06,5.80913
0,1.113e+06,17.2384
0,1.1135e+06,8.45525
0,1.114e+06,3.30986
0,1.1145e+06,2.16691
0,1.115e+06,5.92628
0,1.1155e+06,16.7603
0,1.116e+06,13.9401
0,1.1165e+06,28.2146
0,1.117e+06,14.1924
0,1.1175e+06,1.69134
0,1.118e+06,14.244
0,1.1185e+06,7.98058
0,1.119e+06,-4.18667
0,1.1195e+06,-5.01866
0,1.12e+06,15.8965
0,1.1205e+06,-3.53754
0,1.121e+06,16.2451
0,1.1215e+06,23.1717
0,1.122e+06,10.8317
0,1.1225e+06,28.2363
0,1.123e+06,3.25835
0,1.1235e+06,-4.78879
0,1.124e+06,8.97731
0,1.1245e+06,1.27999
0,1.125e+06,27.1425
0,1.1255e+06,10.0013
0,1.126e+06,15.7906
0,1.1265e+06,2.40165
0,1.127e+06,19.0698
0,1.1275e+06,14.0973
0,1.128e+06,13.455
0,1.1285e+06,23.7251
0,1.129e+06,4.52166
0,1.1295e+06,26.5031
0,1.13e+06,19.7814
0,1.1305e+06,20.034
0,1.131e+06,17.3944
0,1.1315e+06,11.1803
0,1.132e+06,14.4582
0,1.1325e+06,16.7201
0,1.133e+06,10.1071
0,1.1335e+06,6.11747
0,1.134e+06,18.6547
0,1.1345e+06,19.6711
0,1.135e+06,6.14166
0,1.1355e+06,12.5022
0,1.136e+06,16.4564
0,1.1365e+06,21.4506
0,1.137e+06,12.9764
0,1.1375e+06,7.35377
0,1.138e+06,18.79
0,1.1385e+06,11.7653
0,1.139e+06,10.1656
0,1.1395e+06,1.92155
0,1.14e+06,7.98599
0,1.1405e+06,6.94339
0,1.141e+06,3.54722
0,1.1415e+06,6.03582
0,1.142e+06,11.6329
0,1.1425e+06,3.03877
0,1.143e+06,7.68731
0,1.1435e+06,1.76695
0,1.144e+06,8.07536
0,1.1445e+06,1.28714
0,1.145e+06,17.4095
0,1.1455e+06,9.17955
0,1.146e+06,11.8734
0,1.1465e+06,-1.78819
0,1.147e+06,25.2388
0,1.1475e+06,-2.25775
0,1.148e+06,5.83065
0,1.1485e+06,5.6471
0,1.149e+06,14.9235
0,1.1495e+06,24.4581
0,1.15e+06,9.71295
0,1.1505e+06,-4.34696
0,1.151e+06,15.8233
0,1.1515e+06,4.30137
0,1.152e+06,3.6925
0,1.1525e+06,11.8428
0,1.153e+06,3.15998
0,1.1535e+06,-4.81472
0,1.154e+06,-2.44065
0,1.1545e+06,0.731654
0,1.155e+06,-10.8284
0,1.1555e+06,1.78408
0,1.156e+06,10.7943
0,1.1565e+06,14.9684
0,1.157e+06,-1.16529
0,1.1575e+06,7.16092
0,1.158e+06,-5.22945
0,1.1585e+06,10.0134
0,1.159e+06,8.12765
0,1.1595e+06,-7.21486
0,1.16e+06,9.23163
0,1.1605e+06,10.6887
0,1.161e+06,5.70259
0,1.1615e+06,-4.94685
0,1.162e+06,-8.42272
0,1.1625e+06,8.89235
0,1.163e+06,13.3364
0,1.1635e+06,1.1074
0,1.164e+06,12.0122
0,1.1645e+06,9.96801
0,1.165e+06,6.58455
0,1.1655e+06,-0.778511
0,1.166e+06,8.7294
0,1.1665e+06,1.58399
0,1.167e+06,-6.19592
0,1.1675e+06,8.51379
0,1.168e+06,9.92186
0,1.1685e+06,11.4007
0,1.169e+06,-12.2228
0,1.1695e+06,0.767289
0,1.17e+06,12.4047
0,1.1705e+06,12.5404
0,1.171e+06,20.7263
0,1.1715e+06,-9.79626
0,1.172e+06,13.0811
0,1.1725e+06,6.40312
0,1.173e+06,5.54074
0,1.1735e+06,-6.93672
0,1.174e+06,1.25838
0,1.1745e+06,-3.68812
0,1.175e+06,17.0784
0,1.1755e+06,-6.38872
0,1.176e+06,-1.02687
0,1.1765e+06,9.81166
0,1.177e+06,10.462
0,1.1775e+06,-2.03994
0,1.178e+06,-0.401363
0,1.1785e+06,8.94675
0,1.179e+06,-5.08457
0,1.1795e+06,8.30981
0,1.18e+06,-3.18129
0,1.1805e+06,-6.27579
0,1.181e+06,3.37487
0,1.1815e+06,1.24961
0,1.182e+06,-0.678721
0,1.1825e+06,4.15552
0,1.183e+06,0.379771
0,1.1835e+06,-2.37209
0,1.184e+06,12.0071
0,1.1845e+06,11.9446
0,1.185e+06,-14.3424
0,1.1855e+06,-8.13303
0,1.186e+06,-2.56233
0,1.1865e+06,-4.3232
0,1.187e+06,11.4636
0,1.1875e+06,-7.43401
0,1.188e+06,11.5381
0,1.1885e+06,-7.23782
0,1.189e+06,9.46329
0,1.1895e+06,5.21304
0,1.19e+06,7.92951
0,1.1905e+06,-1.42168
0,1.191e+06,2.90976
0,1.1915e+06,5.93306
0,1.192e+06,-3.51468
0,1.1925e+06,-9.68455
0,1.193e+06,18.2687
0,1.1935e+06,-1.07521
0,1.194e+06,3.32067
0,1.1945e+06,6.83824
0,1.195e+06,-10.3815
0,1.1955e+06,-8.61954
0,1.196e+06,-3.14617
0,1.1965e+06,-15.3639
0,1.197e+06,-4.30286
0,1.1975e+06,3.1253
0,1.198e+06,6.72111
0,1.1985e+06,1.66074
0,1.199e+06,-12.5812
0,1.1995e+06,-10.0915
0,1.2e+06,-15.1711
0,1.2005e+06,3.34613
0,1.201e+06,4.51716
0,1.2015e+06,15.6932
0,1.202e+06,-10.2839
0,1.2025e+06,3.01925
0,1.203e+06,-2.39455
0,1.2035e+06,-2.53662
0,1.204e+06,1.74179
0,1.2045e+06,10.2283
0,1.205e+06,4.44393
0,1.2055e+06,-9.41267
0,1.206e+06,0.737727
0,1.2065e+06,9.86384
0,1.207e+06,-19.4612
0,1.2075e+06,0.919073
0,1.208e+06,-3.32662
0,1.2085e+06,3.02839
0,1.209e+06,-2.46288
0,1.2095e+06,2.31274
