time,x,Давление
35152.4,68662.4,5.54361e+06
35152.4,69370.3,5.52124e+06
35152.4,70078.1,5.54947e+06
35152.4,70786,5.5958e+06
36335.3,0,6e+06
36335.3,707.86,5.98693e+06
36335.3,1415.72,5.93976e+06
36335.3,2123.58,5.9713e+06
36335.3,2831.44,6.12507e+06
36335.3,3539.3,6.20093e+06
36335.3,4247.16,6.12152e+06
36335.3,4955.02,5.97793e+06
36335.3,5662.88,5.82672e+06
36335.3,6370.74,5.81715e+06
36335.3,7078.6,5.90976e+06
36335.3,7786.46,5.94822e+06
36335.3,8494.32,5.93994e+06
36335.3,9202.18,5.89064e+06
36335.3,9910.04,5.85254e+06
36335.3,10617.9,5.8978e+06
36335.3,11325.8,6.00436e+06
36335.3,12033.6,5.99363e+06
36335.3,12741.5,5.99191e+06
36335.3,13449.3,6.06671e+06
36335.3,14157.2,6.16244e+06
36335.3,14865.1,6.27505e+06
36335.3,15572.9,6.3242e+06
36335.3,16280.8,6.37981e+06
36335.3,16988.6,6.44256e+06
36335.3,17696.5,6.33616e+06
36335.3,18404.4,6.18922e+06
36335.3,19112.2,6.15108e+06
36335.3,19820.1,6.13224e+06
36335.3,20527.9,6.14186e+06
36335.3,21235.8,6.14713e+06
36335.3,21943.7,6.12836e+06
36335.3,22651.5,6.08866e+06
36335.3,23359.4,6.04474e+06
36335.3,24067.2,6.03723e+06
36335.3,24775.1,6.03736e+06
36335.3,25483,5.99055e+06
36335.3,26190.8,5.9421e+06
36335.3,26898.7,5.9593e+06
36335.3,27606.5,6.00973e+06
36335.3,28314.4,5.9901e+06
36335.3,29022.3,5.91914e+06
36335.3,29730.1,5.89216e+06
36335.3,30438,5.93001e+06
36335.3,31145.8,5.92425e+06
36335.3,31853.7,5.83096e+06
36335.3,32561.6,5.79287e+06
36335.3,33269.4,5.80818e+06
36335.3,33977.3,5.7925e+06
36335.3,34685.1,5.75508e+06
36335.3,35393,5.80799e+06
36335.3,36100.9,5.9161e+06
36335.3,36808.7,5.91412e+06
36335.3,37516.6,5.87342e+06
36335.3,38224.4,5.84628e+06
36335.3,38932.3,5.80263e+06
36335.3,39640.2,5.7422e+06
36335.3,40348,5.74751e+06
36335.3,41055.9,5.84951e+06
36335.3,41763.7,5.95625e+06
36335.3,42471.6,6.0323e+06
36335.3,43179.5,5.95339e+06
36335.3,43887.3,5.82844e+06
36335.3,44595.2,5.82277e+06
36335.3,45303,5.7765e+06
36335.3,46010.9,5.71371e+06
36335.3,46718.8,5.75812e+06
36335.3,47426.6,5.79031e+06
36335.3,48134.5,5.74805e+06
36335.3,48842.3,5.74646e+06
36335.3,49550.2,5.76451e+06
36335.3,50258.1,5.75422e+06
36335.3,50965.9,5.76071e+06
36335.3,51673.8,5.76035e+06
36335.3,52381.6,5.74441e+06
36335.3,53089.5,5.73951e+06
36335.3,53797.4,5.72192e+06
36335.3,54505.2,5.67441e+06
36335.3,55213.1,5.64347e+06
36335.3,55920.9,5.69466e+06
36335.3,56628.8,5.83118e+06
36335.3,57336.7,5.91466e+06
36335.3,58044.5,6.00316e+06
36335.3,58752.4,6.10082e+06
36335.3,59460.2,6.05844e+06
36335.3,60168.1,5.93384e+06
36335.3,60876,5.81896e+06
36335.3,61583.8,5.76269e+06
36335.3,62291.7,5.71795e+06
36335.3,62999.5,5.69218e+06
36335.3,63707.4,5.60398e+06
36335.3,64415.3,5.53219e+06
36335.3,65123.1,5.60569e+06
36335.3,65831,5.69745e+06
36335.3,66538.8,5.72573e+06
36335.3,67246.7,5.71037e+06
36335.3,67954.6,5.63742e+06
36335.3,68662.4,5.54056e+06
36335.3,69370.3,5.51819e+06
36335.3,70078.1,5.54642e+06
36335.3,70786,5.59275e+06
37518.2,0,6e+06
37518.2,707.86,5.98693e+06
37518.2,1415.72,5.93976e+06
37518.2,2123.58,5.9713e+06
37518.2,2831.44,6.12507e+06
37518.2,3539.3,6.20093e+06
37518.2,4247.16,6.12152e+06
37518.2,4955.02,5.97793e+06
37518.2,5662.88,5.82672e+06
37518.2,6370.74,5.81715e+06
37518.2,7078.6,5.90973e+06
37518.2,7786.46,5.9481e+06
37518.2,8494.32,5.93982e+06
37518.2,9202.18,5.89062e+06
37518.2,9910.04,5.85259e+06
37518.2,10617.9,5.89825e+06
37518.2,11325.8,6.00555e+06
37518.2,12033.6,5.99476e+06
37518.2,12741.5,5.99303e+06
37518.2,13449.3,6.06836e+06
37518.2,14157.2,6.16366e+06
37518.2,14865.1,6.27539e+06
37518.2,15572.9,6.32414e+06
37518.2,16280.8,6.37931e+06
37518.2,16988.6,6.44157e+06
37518.2,17696.5,6.33553e+06
37518.2,18404.4,6.18902e+06
37518.2,19112.2,6.15072e+06
37518.2,19820.1,6.1318e+06
37518.2,20527.9,6.14144e+06
37518.2,21235.8,6.14672e+06
37518.2,21943.7,6.12789e+06
37518.2,22651.5,6.08822e+06
37518.2,23359.4,6.0444e+06
37518.2,24067.2,6.03693e+06
37518.2,24775.1,6.03708e+06
37518.2,25483,5.99041e+06
37518.2,26190.8,5.94207e+06
37518.2,26898.7,5.95927e+06
37518.2,27606.5,6.0097e+06
37518.2,28314.4,5.99007e+06
37518.2,29022.3,5.9191e+06
37518.2,29730.1,5.89212e+06
37518.2,30438,5.92997e+06
37518.2,31145.8,5.92422e+06
37518.2,31853.7,5.83093e+06
37518.2,32561.6,5.79284e+06
37518.2,33269.4,5.80815e+06
37518.2,33977.3,5.79247e+06
37518.2,34685.1,5.75505e+06
37518.2,35393,5.80796e+06
37518.2,36100.9,5.91607e+06
37518.2,36808.7,5.91409e+06
37518.2,37516.6,5.87339e+06
37518.2,38224.4,5.84625e+06
37518.2,38932.3,5.80259e+06
37518.2,39640.2,5.74217e+06
37518.2,40348,5.74748e+06
37518.2,41055.9,5.84948e+06
37518.2,41763.7,5.95621e+06
37518.2,42471.6,6.03227e+06
37518.2,43179.5,5.95336e+06
37518.2,43887.3,5.82841e+06
37518.2,44595.2,5.82274e+06
37518.2,45303,5.77646e+06
37518.2,46010.9,5.71368e+06
37518.2,46718.8,5.75809e+06
37518.2,47426.6,5.79028e+06
37518.2,48134.5,5.74802e+06
37518.2,48842.3,5.74643e+06
37518.2,49550.2,5.76448e+06
37518.2,50258.1,5.75419e+06
37518.2,50965.9,5.76068e+06
37518.2,51673.8,5.76032e+06
37518.2,52381.6,5.74438e+06
37518.2,53089.5,5.73948e+06
37518.2,53797.4,5.72189e+06
37518.2,54505.2,5.67438e+06
37518.2,55213.1,5.64344e+06
37518.2,55920.9,5.69463e+06
37518.2,56628.8,5.83115e+06
37518.2,57336.7,5.91463e+06
37518.2,58044.5,6.00313e+06
37518.2,58752.4,6.10079e+06
37518.2,59460.2,6.05841e+06
37518.2,60168.1,5.93381e+06
37518.2,60876,5.81893e+06
37518.2,61583.8,5.76266e+06
37518.2,62291.7,5.71792e+06
37518.2,62999.5,5.69215e+06
37518.2,63707.4,5.60395e+06
37518.2,64415.3,5.53216e+06
37518.2,65123.1,5.60565e+06
37518.2,65831,5.69742e+06
37518.2,66538.8,5.7257e+06
37518.2,67246.7,5.71034e+06
37518.2,67954.6,5.63739e+06
37518.2,68662.4,5.54053e+06
37518.2,69370.3,5.51816e+06
37518.2,70078.1,5.54639e+06
37518.2,70786,5.59272e+06
38701,0,6e+06
38701,707.86,5.98693e+06
38701,1415.72,5.93976e+06
38701,2123.58,5.9713e+06
38701,2831.44,6.12507e+06
38701,3539.3,6.20093e+06
38701,4247.16,6.12152e+06
38701,4955.02,5.97793e+06
38701,5662.88,5.82672e+06
38701,6370.74,5.81715e+06
38701,7078.6,5.90973e+06
38701,7786.46,5.94808e+06
38701,8494.32,5.93983e+06
38701,9202.18,5.89073e+06
38701,9910.04,5.85277e+06
38701,10617.9,5.89829e+06
38701,11325.8,6.00573e+06
38701,12033.6,5.99484e+06
38701,12741.5,5.9931e+06
38701,13449.3,6.06897e+06
38701,14157.2,6.16494e+06
38701,14865.1,6.27695e+06
38701,15572.9,6.32533e+06
38701,16280.8,6.38006e+06
38701,16988.6,6.44181e+06
38701,17696.5,6.33664e+06
38701,18404.4,6.19123e+06
38701,19112.2,6.15294e+06
38701,19820.1,6.13394e+06
38701,20527.9,6.1436e+06
38701,21235.8,6.14889e+06
38701,21943.7,6.12997e+06
38701,22651.5,6.09017e+06
38701,23359.4,6.04634e+06
