time,x,Плотность,Вязкость,Давление
0,0,900,1.5e-05,6e+06
0,5,900,1.5e-05,5.99548e+06
0,10,900,1.5e-05,5.99096e+06
0,15,900,1.5e-05,5.98643e+06
0,20,900,1.5e-05,5.98191e+06
0,25,900,1.5e-05,5.97739e+06
0,30,900,1.5e-05,5.97287e+06
0,35,900,1.5e-05,5.96834e+06
0,40,900,1.5e-05,5.96382e+06
0,45,900,1.5e-05,5.9593e+06
0,50,900,1.5e-05,5.95478e+06
0,55,900,1.5e-05,5.95026e+06
0,60,900,1.5e-05,5.94573e+06
0,65,900,1.5e-05,5.94121e+06
0,70,900,1.5e-05,5.93669e+06
0,75,900,1.5e-05,5.93217e+06
0,80,900,1.5e-05,5.92765e+06
0,85,900,1.5e-05,5.92312e+06
0,90,900,1.5e-05,5.9186e+06
0,95,900,1.5e-05,5.91408e+06
0,100,900,1.5e-05,5.90956e+06
0,105,900,1.5e-05,5.90503e+06
0,110,900,1.5e-05,5.90051e+06
0,115,900,1.5e-05,5.89599e+06
0,120,900,1.5e-05,5.89147e+06
0,125,900,1.5e-05,5.88695e+06
0,130,900,1.5e-05,5.88242e+06
0,135,900,1.5e-05,5.8779e+06
0,140,900,1.5e-05,5.87338e+06
0,145,900,1.5e-05,5.86886e+06
0,150,900,1.5e-05,5.86433e+06
0,155,900,1.5e-05,5.85981e+06
0,160,900,1.5e-05,5.85529e+06
0,165,900,1.5e-05,5.85077e+06
0,170,900,1.5e-05,5.84625e+06
0,175,900,1.5e-05,5.84172e+06
0,180,900,1.5e-05,5.8372e+06
0,185,900,1.5e-05,5.83268e+06
0,190,900,1.5e-05,5.82816e+06
0,195,900,1.5e-05,5.82363e+06
0,200,900,1.5e-05,5.81911e+06
0,205,900,1.5e-05,5.81459e+06
0,210,900,1.5e-05,5.81007e+06
0,215,900,1.5e-05,5.80555e+06
0,220,900,1.5e-05,5.80102e+06
0,225,900,1.5e-05,5.7965e+06
0,230,900,1.5e-05,5.79198e+06
0,235,900,1.5e-05,5.78746e+06
0,240,900,1.5e-05,5.78294e+06
0,245,900,1.5e-05,5.77841e+06
0,250,900,1.5e-05,5.77389e+06
0,255,900,1.5e-05,5.76937e+06
0,260,900,1.5e-05,5.76485e+06
0,265,900,1.5e-05,5.76032e+06
0,270,900,1.5e-05,5.7558e+06
0,275,900,1.5e-05,5.75128e+06
0,280,900,1.5e-05,5.74676e+06
0,285,900,1.5e-05,5.74224e+06
0,290,900,1.5e-05,5.73771e+06
0,295,900,1.5e-05,5.73319e+06
0,300,900,1.5e-05,5.72867e+06
0,305,900,1.5e-05,5.72415e+06
0,310,900,1.5e-05,5.71962e+06
0,315,900,1.5e-05,5.7151e+06
0,320,900,1.5e-05,5.71058e+06
0,325,900,1.5e-05,5.70606e+06
0,330,900,1.5e-05,5.70154e+06
0,335,900,1.5e-05,5.69701e+06
0,340,900,1.5e-05,5.69249e+06
0,345,900,1.5e-05,5.68797e+06
0,350,900,1.5e-05,5.68345e+06
0,355,900,1.5e-05,5.67893e+06
0,360,900,1.5e-05,5.6744e+06
0,365,900,1.5e-05,5.66988e+06
0,370,900,1.5e-05,5.66536e+06
0,375,900,1.5e-05,5.66084e+06
0,380,900,1.5e-05,5.65631e+06
0,385,900,1.5e-05,5.65179e+06
0,390,900,1.5e-05,5.64727e+06
0,395,900,1.5e-05,5.64275e+06
0,400,900,1.5e-05,5.63823e+06
0,405,900,1.5e-05,5.6337e+06
0,410,900,1.5e-05,5.62918e+06
0,415,900,1.5e-05,5.62466e+06
0,420,900,1.5e-05,5.62014e+06
0,425,900,1.5e-05,5.61561e+06
0,430,900,1.5e-05,5.61109e+06
0,435,900,1.5e-05,5.60657e+06
0,440,900,1.5e-05,5.60205e+06
0,445,900,1.5e-05,5.59753e+06
0,450,900,1.5e-05,5.593e+06
0,455,900,1.5e-05,5.58848e+06
0,460,900,1.5e-05,5.58396e+06
0,465,900,1.5e-05,5.57944e+06
0,470,900,1.5e-05,5.57491e+06
0,475,900,1.5e-05,5.57039e+06
0,480,900,1.5e-05,5.56587e+06
0,485,900,1.5e-05,5.56135e+06
0,490,900,1.5e-05,5.55683e+06
0,495,900,1.5e-05,5.5523e+06
0,500,900,1.5e-05,5.54778e+06
3.84845,0,800,1e-05,6e+06
3.84845,5,900,1.5e-05,5.99599e+06
3.84845,10,900,1.5e-05,5.99147e+06
3.84845,15,900,1.5e-05,5.98694e+06
3.84845,20,900,1.5e-05,5.98242e+06
3.84845,25,900,1.5e-05,5.9779e+06
3.84845,30,900,1.5e-05,5.97338e+06
3.84845,35,900,1.5e-05,5.96886e+06
3.84845,40,900,1.5e-05,5.96433e+06
3.84845,45,900,1.5e-05,5.95981e+06
3.84845,50,900,1.5e-05,5.95529e+06
3.84845,55,900,1.5e-05,5.95077e+06
3.84845,60,900,1.5e-05,5.94624e+06
3.84845,65,900,1.5e-05,5.94172e+06
3.84845,70,900,1.5e-05,5.9372e+06
3.84845,75,900,1.5e-05,5.93268e+06
3.84845,80,900,1.5e-05,5.92816e+06
3.84845,85,900,1.5e-05,5.92363e+06
3.84845,90,900,1.5e-05,5.91911e+06
3.84845,95,900,1.5e-05,5.91459e+06
3.84845,100,900,1.5e-05,5.91007e+06
3.84845,105,900,1.5e-05,5.90554e+06
3.84845,110,900,1.5e-05,5.90102e+06
3.84845,115,900,1.5e-05,5.8965e+06
3.84845,120,900,1.5e-05,5.89198e+06
3.84845,125,900,1.5e-05,5.88746e+06
3.84845,130,900,1.5e-05,5.88293e+06
3.84845,135,900,1.5e-05,5.87841e+06
3.84845,140,900,1.5e-05,5.87389e+06
3.84845,145,900,1.5e-05,5.86937e+06
3.84845,150,900,1.5e-05,5.86484e+06
3.84845,155,900,1.5e-05,5.86032e+06
3.84845,160,900,1.5e-05,5.8558e+06
3.84845,165,900,1.5e-05,5.85128e+06
3.84845,170,900,1.5e-05,5.84676e+06
3.84845,175,900,1.5e-05,5.84223e+06
3.84845,180,900,1.5e-05,5.83771e+06
3.84845,185,900,1.5e-05,5.83319e+06
3.84845,190,900,1.5e-05,5.82867e+06
3.84845,195,900,1.5e-05,5.82415e+06
3.84845,200,900,1.5e-05,5.81962e+06
3.84845,205,900,1.5e-05,5.8151e+06
3.84845,210,900,1.5e-05,5.81058e+06
3.84845,215,900,1.5e-05,5.80606e+06
3.84845,220,900,1.5e-05,5.80153e+06
3.84845,225,900,1.5e-05,5.79701e+06
3.84845,230,900,1.5e-05,5.79249e+06
3.84845,235,900,1.5e-05,5.78797e+06
3.84845,240,900,1.5e-05,5.78345e+06
3.84845,245,900,1.5e-05,5.77892e+06
3.84845,250,900,1.5e-05,5.7744e+06
3.84845,255,900,1.5e-05,5.76988e+06
3.84845,260,900,1.5e-05,5.76536e+06
3.84845,265,900,1.5e-05,5.76083e+06
3.84845,270,900,1.5e-05,5.75631e+06
3.84845,275,900,1.5e-05,5.75179e+06
3.84845,280,900,1.5e-05,5.74727e+06
3.84845,285,900,1.5e-05,5.74275e+06
3.84845,290,900,1.5e-05,5.73822e+06
3.84845,295,900,1.5e-05,5.7337e+06
3.84845,300,900,1.5e-05,5.72918e+06
3.84845,305,900,1.5e-05,5.72466e+06
3.84845,310,900,1.5e-05,5.72014e+06
3.84845,315,900,1.5e-05,5.71561e+06
3.84845,320,900,1.5e-05,5.71109e+06
3.84845,325,900,1.5e-05,5.70657e+06
3.84845,330,900,1.5e-05,5.70205e+06
3.84845,335,900,1.5e-05,5.69752e+06
3.84845,340,900,1.5e-05,5.693e+06
3.84845,345,900,1.5e-05,5.68848e+06
3.84845,350,900,1.5e-05,5.68396e+06
3.84845,355,900,1.5e-05,5.67944e+06
3.84845,360,900,1.5e-05,5.67491e+06
3.84845,365,900,1.5e-05,5.67039e+06
3.84845,370,900,1.5e-05,5.66587e+06
3.84845,375,900,1.5e-05,5.66135e+06
3.84845,380,900,1.5e-05,5.65682e+06
3.84845,385,900,1.5e-05,5.6523e+06
3.84845,390,900,1.5e-05,5.64778e+06
3.84845,395,900,1.5e-05,5.64326e+06
3.84845,400,900,1.5e-05,5.63874e+06
3.84845,405,900,1.5e-05,5.63421e+06
3.84845,410,900,1.5e-05,5.62969e+06
3.84845,415,900,1.5e-05,5.62517e+06
3.84845,420,900,1.5e-05,5.62065e+06
3.84845,425,900,1.5e-05,5.61612e+06
3.84845,430,900,1.5e-05,5.6116e+06
3.84845,435,900,1.5e-05,5.60708e+06
3.84845,440,900,1.5e-05,5.60256e+06
3.84845,445,900,1.5e-05,5.59804e+06
3.84845,450,900,1.5e-05,5.59351e+06
3.84845,455,900,1.5e-05,5.58899e+06
3.84845,460,900,1.5e-05,5.58447e+06
3.84845,465,900,1.5e-05,5.57995e+06
3.84845,470,900,1.5e-05,5.57543e+06
3.84845,475,900,1.5e-05,5.5709e+06
3.84845,480,900,1.5e-05,5.56638e+06
3.84845,485,900,1.5e-05,5.56186e+06
3.84845,490,900,1.5e-05,5.55734e+06
3.84845,495,900,1.5e-05,5.55281e+06
3.84845,500,900,1.5e-05,5.54829e+06
7.6969,0,800,1e-05,6e+06
7.6969,5,800,1e-05,5.99599e+06
7.6969,10,900,1.5e-05,5.99198e+06
7.6969,15,900,1.5e-05,5.98745e+06
7.6969,20,900,1.5e-05,5.98293e+06
7.6969,25,900,1.5e-05,5.97841e+06
7.6969,30,900,1.5e-05,5.97389e+06
7.6969,35,900,1.5e-05,5.96937e+06
7.6969,40,900,1.5e-05,5.96484e+06
7.6969,45,900,1.5e-05,5.96032e+06
7.6969,50,900,1.5e-05,5.9558e+06
7.6969,55,900,1.5e-05,5.95128e+06
7.6969,60,900,1.5e-05,5.94675e+06
7.6969,65,900,1.5e-05,5.94223e+06
7.6969,70,900,1.5e-05,5.93771e+06
7.6969,75,900,1.5e-05,5.93319e+06
7.6969,80,900,1.5e-05,5.92867e+06
7.6969,85,900,1.5e-05,5.92414e+06
7.6969,90,900,1.5e-05,5.91962e+06
7.6969,95,900,1.5e-05,5.9151e+06
7.6969,100,900,1.5e-05,5.91058e+06
7.6969,105,900,1.5e-05,5.90605e+06
7.6969,110,900,1.5e-05,5.90153e+06
7.6969,115,900,1.5e-05,5.89701e+06
7.6969,120,900,1.5e-05,5.89249e+06
7.6969,125,900,1.5e-05,5.88797e+06
7.6969,130,900,1.5e-05,5.88344e+06
7.6969,135,900,1.5e-05,5.87892e+06
7.6969,140,900,1.5e-05,5.8744e+06
7.6969,145,900,1.5e-05,5.86988e+06
7.6969,150,900,1.5e-05,5.86536e+06
7.6969,155,900,1.5e-05,5.86083e+06
7.6969,160,900,1.5e-05,5.85631e+06
7.6969,165,900,1.5e-05,5.85179e+06
7.6969,170,900,1.5e-05,5.84727e+06
7.6969,175,900,1.5e-05,5.84274e+06
7.6969,180,900,1.5e-05,5.83822e+06
7.6969,185,900,1.5e-05,5.8337e+06
7.6969,190,900,1.5e-05,5.82918e+06
7.6969,195,900,1.5e-05,5.82466e+06
7.6969,200,900,1.5e-05,5.82013e+06
7.6969,205,900,1.5e-05,5.81561e+06
7.6969,210,900,1.5e-05,5.81109e+06
7.6969,215,900,1.5e-05,5.80657e+06
7.6969,220,900,1.5e-05,5.80204e+06
7.6969,225,900,1.5e-05,5.79752e+06
7.6969,230,900,1.5e-05,5.793e+06
7.6969,235,900,1.5e-05,5.78848e+06
7.6969,240,900,1.5e-05,5.78396e+06
7.6969,245,900,1.5e-05,5.77943e+06
7.6969,250,900,1.5e-05,5.77491e+06
7.6969,255,900,1.5e-05,5.77039e+06
7.6969,260,900,1.5e-05,5.76587e+06
7.6969,265,900,1.5e-05,5.76135e+06
7.6969,270,900,1.5e-05,5.75682e+06
7.6969,275,900,1.5e-05,5.7523e+06
7.6969,280,900,1.5e-05,5.74778e+06
7.6969,285,900,1.5e-05,5.74326e+06
7.6969,290,900,1.5e-05,5.73873e+06
7.6969,295,900,1.5e-05,5.73421e+06
7.6969,300,900,1.5e-05,5.72969e+06
7.6969,305,900,1.5e-05,5.72517e+06
7.6969,310,900,1.5e-05,5.72065e+06
7.6969,315,900,1.5e-05,5.71612e+06
7.6969,320,900,1.5e-05,5.7116e+06
7.6969,325,900,1.5e-05,5.70708e+06
7.6969,330,900,1.5e-05,5.70256e+06
7.6969,335,900,1.5e-05,5.69803e+06
7.6969,340,900,1.5e-05,5.69351e+06
7.6969,345,900,1.5e-05,5.68899e+06
7.6969,350,900,1.5e-05,5.68447e+06
7.6969,355,900,1.5e-05,5.67995e+06
7.6969,360,900,1.5e-05,5.67542e+06
7.6969,365,900,1.5e-05,5.6709e+06
7.6969,370,900,1.5e-05,5.66638e+06
7.6969,375,900,1.5e-05,5.66186e+06
7.6969,380,900,1.5e-05,5.65733e+06
7.6969,385,900,1.5e-05,5.65281e+06
7.6969,390,900,1.5e-05,5.64829e+06
7.6969,395,900,1.5e-05,5.64377e+06
7.6969,400,900,1.5e-05,5.63925e+06
7.6969,405,900,1.5e-05,5.63472e+06
7.6969,410,900,1.5e-05,5.6302e+06
7.6969,415,900,1.5e-05,5.62568e+06
7.6969,420,900,1.5e-05,5.62116e+06
7.6969,425,900,1.5e-05,5.61664e+06
7.6969,430,900,1.5e-05,5.61211e+06
7.6969,435,900,1.5e-05,5.60759e+06
7.6969,440,900,1.5e-05,5.60307e+06
7.6969,445,900,1.5e-05,5.59855e+06
7.6969,450,900,1.5e-05,5.59402e+06
7.6969,455,900,1.5e-05,5.5895e+06
7.6969,460,900,1.5e-05,5.58498e+06
7.6969,465,900,1.5e-05,5.58046e+06
7.6969,470,900,1.5e-05,5.57594e+06
7.6969,475,900,1.5e-05,5.57141e+06
7.6969,480,900,1.5e-05,5.56689e+06
7.6969,485,900,1.5e-05,5.56237e+06
7.6969,490,900,1.5e-05,5.55785e+06
7.6969,495,900,1.5e-05,5.55332e+06
7.6969,500,900,1.5e-05,5.5488e+06
11.5454,0,800,1e-05,6e+06
11.5454,5,800,1e-05,5.99599e+06
11.5454,10,800,1e-05,5.99198e+06
11.5454,15,900,1.5e-05,5.98796e+06
11.5454,20,900,1.5e-05,5.98344e+06
11.5454,25,900,1.5e-05,5.97892e+06
11.5454,30,900,1.5e-05,5.9744e+06
11.5454,35,900,1.5e-05,5.96988e+06
11.5454,40,900,1.5e-05,5.96535e+06
11.5454,45,900,1.5e-05,5.96083e+06
11.5454,50,900,1.5e-05,5.95631e+06
11.5454,55,900,1.5e-05,5.95179e+06
11.5454,60,900,1.5e-05,5.94726e+06
11.5454,65,900,1.5e-05,5.94274e+06
11.5454,70,900,1.5e-05,5.93822e+06
11.5454,75,900,1.5e-05,5.9337e+06
11.5454,80,900,1.5e-05,5.92918e+06
11.5454,85,900,1.5e-05,5.92465e+06
11.5454,90,900,1.5e-05,5.92013e+06
11.5454,95,900,1.5e-05,5.91561e+06
11.5454,100,900,1.5e-05,5.91109e+06
11.5454,105,900,1.5e-05,5.90657e+06
11.5454,110,900,1.5e-05,5.90204e+06
11.5454,115,900,1.5e-05,5.89752e+06
11.5454,120,900,1.5e-05,5.893e+06
11.5454,125,900,1.5e-05,5.88848e+06
11.5454,130,900,1.5e-05,5.88395e+06
11.5454,135,900,1.5e-05,5.87943e+06
11.5454,140,900,1.5e-05,5.87491e+06
11.5454,145,900,1.5e-05,5.87039e+06
11.5454,150,900,1.5e-05,5.86587e+06
11.5454,155,900,1.5e-05,5.86134e+06
11.5454,160,900,1.5e-05,5.85682e+06
11.5454,165,900,1.5e-05,5.8523e+06
11.5454,170,900,1.5e-05,5.84778e+06
11.5454,175,900,1.5e-05,5.84325e+06
11.5454,180,900,1.5e-05,5.83873e+06
11.5454,185,900,1.5e-05,5.83421e+06
11.5454,190,900,1.5e-05,5.82969e+06
11.5454,195,900,1.5e-05,5.82517e+06
11.5454,200,900,1.5e-05,5.82064e+06
11.5454,205,900,1.5e-05,5.81612e+06
11.5454,210,900,1.5e-05,5.8116e+06
11.5454,215,900,1.5e-05,5.80708e+06
11.5454,220,900,1.5e-05,5.80256e+06
11.5454,225,900,1.5e-05,5.79803e+06
11.5454,230,900,1.5e-05,5.79351e+06
11.5454,235,900,1.5e-05,5.78899e+06
11.5454,240,900,1.5e-05,5.78447e+06
11.5454,245,900,1.5e-05,5.77994e+06
11.5454,250,900,1.5e-05,5.77542e+06
11.5454,255,900,1.5e-05,5.7709e+06
11.5454,260,900,1.5e-05,5.76638e+06
11.5454,265,900,1.5e-05,5.76186e+06
11.5454,270,900,1.5e-05,5.75733e+06
11.5454,275,900,1.5e-05,5.75281e+06
11.5454,280,900,1.5e-05,5.74829e+06
11.5454,285,900,1.5e-05,5.74377e+06
11.5454,290,900,1.5e-05,5.73924e+06
11.5454,295,900,1.5e-05,5.73472e+06
11.5454,300,900,1.5e-05,5.7302e+06
11.5454,305,900,1.5e-05,5.72568e+06
11.5454,310,900,1.5e-05,5.72116e+06
11.5454,315,900,1.5e-05,5.71663e+06
11.5454,320,900,1.5e-05,5.71211e+06
11.5454,325,900,1.5e-05,5.70759e+06
11.5454,330,900,1.5e-05,5.70307e+06
11.5454,335,900,1.5e-05,5.69854e+06
11.5454,340,900,1.5e-05,5.69402e+06
11.5454,345,900,1.5e-05,5.6895e+06
11.5454,350,900,1.5e-05,5.68498e+06
11.5454,355,900,1.5e-05,5.68046e+06
11.5454,360,900,1.5e-05,5.67593e+06
11.5454,365,900,1.5e-05,5.67141e+06
11.5454,370,900,1.5e-05,5.66689e+06
11.5454,375,900,1.5e-05,5.66237e+06
11.5454,380,900,1.5e-05,5.65785e+06
11.5454,385,900,1.5e-05,5.65332e+06
11.5454,390,900,1.5e-05,5.6488e+06
11.5454,395,900,1.5e-05,5.64428e+06
11.5454,400,900,1.5e-05,5.63976e+06
11.5454,405,900,1.5e-05,5.63523e+06
11.5454,410,900,1.5e-05,5.63071e+06
11.5454,415,900,1.5e-05,5.62619e+06
11.5454,420,900,1.5e-05,5.62167e+06
11.5454,425,900,1.5e-05,5.61715e+06
11.5454,430,900,1.5e-05,5.61262e+06
11.5454,435,900,1.5e-05,5.6081e+06
11.5454,440,900,1.5e-05,5.60358e+06
11.5454,445,900,1.5e-05,5.59906e+06
11.5454,450,900,1.5e-05,5.59453e+06
11.5454,455,900,1.5e-05,5.59001e+06
11.5454,460,900,1.5e-05,5.58549e+06
11.5454,465,900,1.5e-05,5.58097e+06
11.5454,470,900,1.5e-05,5.57645e+06
11.5454,475,900,1.5e-05,5.57192e+06
11.5454,480,900,1.5e-05,5.5674e+06
11.5454,485,900,1.5e-05,5.56288e+06
11.5454,490,900,1.5e-05,5.55836e+06
11.5454,495,900,1.5e-05,5.55384e+06
11.5454,500,900,1.5e-05,5.54931e+06
15.3938,0,800,1e-05,6e+06
15.3938,5,800,1e-05,5.99599e+06
15.3938,10,800,1e-05,5.99198e+06
15.3938,15,800,1e-05,5.98796e+06
15.3938,20,900,1.5e-05,5.98395e+06
15.3938,25,900,1.5e-05,5.97943e+06
15.3938,30,900,1.5e-05,5.97491e+06
15.3938,35,900,1.5e-05,5.97039e+06
15.3938,40,900,1.5e-05,5.96586e+06
15.3938,45,900,1.5e-05,5.96134e+06
15.3938,50,900,1.5e-05,5.95682e+06
15.3938,55,900,1.5e-05,5.9523e+06
15.3938,60,900,1.5e-05,5.94778e+06
15.3938,65,900,1.5e-05,5.94325e+06
15.3938,70,900,1.5e-05,5.93873e+06
15.3938,75,900,1.5e-05,5.93421e+06
15.3938,80,900,1.5e-05,5.92969e+06
15.3938,85,900,1.5e-05,5.92516e+06
15.3938,90,900,1.5e-05,5.92064e+06
15.3938,95,900,1.5e-05,5.91612e+06
15.3938,100,900,1.5e-05,5.9116e+06
15.3938,105,900,1.5e-05,5.90708e+06
15.3938,110,900,1.5e-05,5.90255e+06
15.3938,115,900,1.5e-05,5.89803e+06
15.3938,120,900,1.5e-05,5.89351e+06
15.3938,125,900,1.5e-05,5.88899e+06
15.3938,130,900,1.5e-05,5.88446e+06
15.3938,135,900,1.5e-05,5.87994e+06
15.3938,140,900,1.5e-05,5.87542e+06
15.3938,145,900,1.5e-05,5.8709e+06
15.3938,150,900,1.5e-05,5.86638e+06
15.3938,155,900,1.5e-05,5.86185e+06
15.3938,160,900,1.5e-05,5.85733e+06
15.3938,165,900,1.5e-05,5.85281e+06
15.3938,170,900,1.5e-05,5.84829e+06
15.3938,175,900,1.5e-05,5.84376e+06
15.3938,180,900,1.5e-05,5.83924e+06
15.3938,185,900,1.5e-05,5.83472e+06
15.3938,190,900,1.5e-05,5.8302e+06
15.3938,195,900,1.5e-05,5.82568e+06
15.3938,200,900,1.5e-05,5.82115e+06
15.3938,205,900,1.5e-05,5.81663e+06
15.3938,210,900,1.5e-05,5.81211e+06
15.3938,215,900,1.5e-05,5.80759e+06
15.3938,220,900,1.5e-05,5.80307e+06
15.3938,225,900,1.5e-05,5.79854e+06
15.3938,230,900,1.5e-05,5.79402e+06
15.3938,235,900,1.5e-05,5.7895e+06
15.3938,240,900,1.5e-05,5.78498e+06
15.3938,245,900,1.5e-05,5.78045e+06
15.3938,250,900,1.5e-05,5.77593e+06
15.3938,255,900,1.5e-05,5.77141e+06
15.3938,260,900,1.5e-05,5.76689e+06
15.3938,265,900,1.5e-05,5.76237e+06
15.3938,270,900,1.5e-05,5.75784e+06
15.3938,275,900,1.5e-05,5.75332e+06
15.3938,280,900,1.5e-05,5.7488e+06
15.3938,285,900,1.5e-05,5.74428e+06
15.3938,290,900,1.5e-05,5.73975e+06
15.3938,295,900,1.5e-05,5.73523e+06
15.3938,300,900,1.5e-05,5.73071e+06
15.3938,305,900,1.5e-05,5.72619e+06
15.3938,310,900,1.5e-05,5.72167e+06
15.3938,315,900,1.5e-05,5.71714e+06
15.3938,320,900,1.5e-05,5.71262e+06
15.3938,325,900,1.5e-05,5.7081e+06
15.3938,330,900,1.5e-05,5.70358e+06
15.3938,335,900,1.5e-05,5.69906e+06
15.3938,340,900,1.5e-05,5.69453e+06
15.3938,345,900,1.5e-05,5.69001e+06
15.3938,350,900,1.5e-05,5.68549e+06
15.3938,355,900,1.5e-05,5.68097e+06
15.3938,360,900,1.5e-05,5.67644e+06
15.3938,365,900,1.5e-05,5.67192e+06
15.3938,370,900,1.5e-05,5.6674e+06
15.3938,375,900,1.5e-05,5.66288e+06
15.3938,380,900,1.5e-05,5.65836e+06
15.3938,385,900,1.5e-05,5.65383e+06
15.3938,390,900,1.5e-05,5.64931e+06
15.3938,395,900,1.5e-05,5.64479e+06
15.3938,400,900,1.5e-05,5.64027e+06
15.3938,405,900,1.5e-05,5.63574e+06
15.3938,410,900,1.5e-05,5.63122e+06
15.3938,415,900,1.5e-05,5.6267e+06
15.3938,420,900,1.5e-05,5.62218e+06
15.3938,425,900,1.5e-05,5.61766e+06
15.3938,430,900,1.5e-05,5.61313e+06
15.3938,435,900,1.5e-05,5.60861e+06
15.3938,440,900,1.5e-05,5.60409e+06
15.3938,445,900,1.5e-05,5.59957e+06
15.3938,450,900,1.5e-05,5.59505e+06
15.3938,455,900,1.5e-05,5.59052e+06
15.3938,460,900,1.5e-05,5.586e+06
15.3938,465,900,1.5e-05,5.58148e+06
15.3938,470,900,1.5e-05,5.57696e+06
15.3938,475,900,1.5e-05,5.57243e+06
15.3938,480,900,1.5e-05,5.56791e+06
15.3938,485,900,1.5e-05,5.56339e+06
15.3938,490,900,1.5e-05,5.55887e+06
15.3938,495,900,1.5e-05,5.55435e+06
15.3938,500,900,1.5e-05,5.54982e+06
19.2423,0,800,1e-05,6e+06
19.2423,5,800,1e-05,5.99599e+06
19.2423,10,800,1e-05,5.99198e+06
19.2423,15,800,1e-05,5.98796e+06
19.2423,20,800,1e-05,5.98395e+06
19.2423,25,900,1.5e-05,5.97994e+06
19.2423,30,900,1.5e-05,5.97542e+06
19.2423,35,900,1.5e-05,5.9709e+06
19.2423,40,900,1.5e-05,5.96637e+06
19.2423,45,900,1.5e-05,5.96185e+06
19.2423,50,900,1.5e-05,5.95733e+06
19.2423,55,900,1.5e-05,5.95281e+06
19.2423,60,900,1.5e-05,5.94829e+06
19.2423,65,900,1.5e-05,5.94376e+06
19.2423,70,900,1.5e-05,5.93924e+06
19.2423,75,900,1.5e-05,5.93472e+06
19.2423,80,900,1.5e-05,5.9302e+06
19.2423,85,900,1.5e-05,5.92567e+06
19.2423,90,900,1.5e-05,5.92115e+06
19.2423,95,900,1.5e-05,5.91663e+06
19.2423,100,900,1.5e-05,5.91211e+06
19.2423,105,900,1.5e-05,5.90759e+06
19.2423,110,900,1.5e-05,5.90306e+06
19.2423,115,900,1.5e-05,5.89854e+06
19.2423,120,900,1.5e-05,5.89402e+06
19.2423,125,900,1.5e-05,5.8895e+06
19.2423,130,900,1.5e-05,5.88497e+06
19.2423,135,900,1.5e-05,5.88045e+06
19.2423,140,900,1.5e-05,5.87593e+06
19.2423,145,900,1.5e-05,5.87141e+06
19.2423,150,900,1.5e-05,5.86689e+06
19.2423,155,900,1.5e-05,5.86236e+06
19.2423,160,900,1.5e-05,5.85784e+06
19.2423,165,900,1.5e-05,5.85332e+06
19.2423,170,900,1.5e-05,5.8488e+06
19.2423,175,900,1.5e-05,5.84428e+06
19.2423,180,900,1.5e-05,5.83975e+06
19.2423,185,900,1.5e-05,5.83523e+06
19.2423,190,900,1.5e-05,5.83071e+06
19.2423,195,900,1.5e-05,5.82619e+06
19.2423,200,900,1.5e-05,5.82166e+06
19.2423,205,900,1.5e-05,5.81714e+06
19.2423,210,900,1.5e-05,5.81262e+06
19.2423,215,900,1.5e-05,5.8081e+06
19.2423,220,900,1.5e-05,5.80358e+06
19.2423,225,900,1.5e-05,5.79905e+06
19.2423,230,900,1.5e-05,5.79453e+06
19.2423,235,900,1.5e-05,5.79001e+06
19.2423,240,900,1.5e-05,5.78549e+06
19.2423,245,900,1.5e-05,5.78096e+06
19.2423,250,900,1.5e-05,5.77644e+06
19.2423,255,900,1.5e-05,5.77192e+06
19.2423,260,900,1.5e-05,5.7674e+06
19.2423,265,900,1.5e-05,5.76288e+06
19.2423,270,900,1.5e-05,5.75835e+06
19.2423,275,900,1.5e-05,5.75383e+06
19.2423,280,900,1.5e-05,5.74931e+06
19.2423,285,900,1.5e-05,5.74479e+06
19.2423,290,900,1.5e-05,5.74027e+06
19.2423,295,900,1.5e-05,5.73574e+06
19.2423,300,900,1.5e-05,5.73122e+06
19.2423,305,900,1.5e-05,5.7267e+06
19.2423,310,900,1.5e-05,5.72218e+06
19.2423,315,900,1.5e-05,5.71765e+06
19.2423,320,900,1.5e-05,5.71313e+06
19.2423,325,900,1.5e-05,5.70861e+06
19.2423,330,900,1.5e-05,5.70409e+06
19.2423,335,900,1.5e-05,5.69957e+06
19.2423,340,900,1.5e-05,5.69504e+06
19.2423,345,900,1.5e-05,5.69052e+06
19.2423,350,900,1.5e-05,5.686e+06
19.2423,355,900,1.5e-05,5.68148e+06
19.2423,360,900,1.5e-05,5.67695e+06
19.2423,365,900,1.5e-05,5.67243e+06
19.2423,370,900,1.5e-05,5.66791e+06
19.2423,375,900,1.5e-05,5.66339e+06
19.2423,380,900,1.5e-05,5.65887e+06
19.2423,385,900,1.5e-05,5.65434e+06
19.2423,390,900,1.5e-05,5.64982e+06
19.2423,395,900,1.5e-05,5.6453e+06
19.2423,400,900,1.5e-05,5.64078e+06
19.2423,405,900,1.5e-05,5.63625e+06
19.2423,410,900,1.5e-05,5.63173e+06
19.2423,415,900,1.5e-05,5.62721e+06
19.2423,420,900,1.5e-05,5.62269e+06
19.2423,425,900,1.5e-05,5.61817e+06
19.2423,430,900,1.5e-05,5.61364e+06
19.2423,435,900,1.5e-05,5.60912e+06
19.2423,440,900,1.5e-05,5.6046e+06
19.2423,445,900,1.5e-05,5.60008e+06
19.2423,450,900,1.5e-05,5.59556e+06
19.2423,455,900,1.5e-05,5.59103e+06
