Время,Время моделирования,Квазистац - линейная
0,36068,6416.78
0,36404.4,-7882.88
0,36741.9,6762.25
0,37078.5,-6494.36
0,37416.1,-3070.5
0,37753.3,3198.55
0,38090.1,-6764.08
0,38427.5,-6977.6
0,38764.7,2086.33
0,39101.5,5648.64
0,39437.6,-713.06
0,39774.7,-600.674
0,40111.5,1735.35
0,40448.7,3386.77
0,40785.2,2798.09
0,41122.3,10860.5
0,41458.4,2739.52
0,41794.8,1392.14
0,42131.4,-2453.98
0,42468.1,5268.91
0,42804.2,2366.54
0,43140.7,-6098.17
0,43477.6,-10894.9
0,43815,-8482.15
0,44152.8,-172.514
0,44489.4,-359.491
0,44826.3,2554.18
0,45162.9,572.256
0,45499.7,7748.3
0,45835.9,-1589.29
0,46172.8,3946.59
0,46509.2,-1964.8
0,46846.3,-5281.61
0,47183.1,2826.01
0,47519.5,8520.8
0,47855.7,-13672
0,48193.6,2734.7
0,48530.4,-7150.47
0,48867.4,5264.05
0,49203.9,9708.39
0,49540,4625.88
0,49876.8,1529.72
0,50213.3,5184.17
0,50549.5,-3568.1
0,50886.6,-3255.85
0,51223.5,-9899.6
0,51560.9,-6559.45
0,51898.7,2196.76
0,52234.9,-3910.41
0,52571.6,7832.61
0,52908,3029.22
0,53244.6,-7839.37
0,53581.9,2165.34
0,53918.1,937.227
0,54254.6,-3003.71
0,54591.1,2916.68
0,54927.7,-20543.3
0,55265.5,6364.63
0,55601.7,-11076.5
0,55938.6,-11436.7
0,56275.6,9903.06
0,56611.9,-5766.64
0,56949,-6680.37
0,57286.3,12333.1
0,57622,-7339.94
0,57958.9,16103.7
0,58295,-4664.63
0,58631.7,-15143.8
0,58969.4,-14648.6
0,59307.2,10744.8
0,59643.4,876.267
0,59979.6,-10947.6
0,60316.8,-20579
0,60655.1,-2412.92
0,60991.5,-6761.14
0,61328.7,-2862.89
0,61665.5,-1479.51
0,62002.2,16307.5
0,62337.2,3037.8
0,62673.4,-3312.72
0,63009.7,-8959.15
0,63347.1,4797.84
0,63683.4,-6529.84
0,64020.4,1231.77
0,64357,-4907.75
0,64693.7,-14507.8
0,65031.2,1353.72
0,65367.7,-2740.89
0,65704.8,-17652.6
0,66042.7,-14506.6
0,66380.6,-90.0158
0,66717.6,-3232.52
0,67054.3,-860.468
0,67390.8,4653.03
0,67727,3451.39
0,68063.6,-10033.5
0,68400.4,-1954.42
0,68736.9,-1430.41
0,69073.5,-2830.72
0,69409.8,-3454.79
0,69746.9,-16082.3
0,70084.5,-11101.6
0,70421.8,-6185.93
0,70759.5,-9217.87
0,71096.7,3891.8
0,71433.2,3820.82
0,71770.1,-11346.3
0,72107.3,-10094
0,72444.5,-13588.5
0,72782.4,-1946.57
0,73119.2,713.868
0,73456,-8169.43
0,73792.8,-6791.35
0,74129.9,-2170.21
0,74466.9,-4446.74
0,74803.6,-4013.09
0,75140.7,-8242.43
0,75477.9,-487.534
0,75814.4,4483.34
0,76150.5,-2730.44
0,76487.1,-18455.5
0,76825.5,1706.81
0,77161.8,-6055.15
0,77498.9,-13583.7
0,77836.6,-624.33
0,78173.5,-374.49
0,78510.5,2013.98
0,78847.3,-2171.81
0,79183.7,4705.11
0,79519.5,3519.32
0,79855.5,-5356.78
0,80192.8,7765.91
0,80529,-3880.91
0,80866,-2173.32
0,81203.3,4267.27
0,81539.7,-9232.42
0,81877,4218.15
0,82213.3,-9058.11
0,82550.7,966.448
0,82887.2,-10120.8
0,83224.7,-3321.7
0,83561.7,-3009.18
0,83898.9,-1946.36
0,84235.6,-2007.93
0,84572.2,7109.99
0,84908.4,2796.13
0,85244.9,-1813.49
0,85581.4,2254.04
0,85917.5,-1858.42
0,86253.9,498.239
0,86590.2,-792.154
0,86926.8,5831.19
0,87263.3,-8704.76
0,87600.5,-1582.8
0,87937.1,-23.8953
0,88273.3,4706.2
0,88609.8,-13390.1
0,88947.5,3612.03
0,89283.8,3734.18
0,89620.3,-6329.09
0,89957,447.416
0,90293.7,-3864.29
0,90631.1,11563.2
0,90966.7,3940.23
0,91302.9,2111.71
0,91639.5,-12926.5
0,91977,7928.52
0,92313.3,2605.48
0,92649.5,3552.17
0,92985.4,-10111.7
0,93322.9,-6909.66
0,93659.7,-8946.63
0,93997.3,2168.37
0,94334,-3080.81
0,94670.9,-4978.27
0,95007.9,-16822.7
0,95345.1,-9240.16
0,95681.4,-2012.51
0,96017.4,-5774.21
0,96354,-145.048
0,96690.6,-6180.04
0,97027.8,-9264.91
0,97364.9,19075.8
0,97700.2,11651.9
0,98036.2,-10427.1
0,98373.6,7800.49
0,98709.5,-2411.33
0,99046.4,3841.25
0,99382.5,-1064.54
0,99719.9,6356.44
0,100056,-6696.62
0,100393,11951.7
0,100728,-5822.6
0,101065,-14182.2
0,101402,-15688.3
0,101738,-15798.4
0,102075,-17673.5
0,102413,-7650.42
0,102750,-8560.39
0,103086,-2094.54
0,103422,-6349.34
0,103759,-994.626
0,104095,-18132.5
0,104432,-4068.25
0,104768,-8549.93
0,105105,-14957.1
0,105442,2885.18
0,105779,-18615.4
0,106116,-12835
0,106453,-22995.8
0,106791,-14387
0,107128,-16524.4
0,107465,-4123.16
0,107802,-1360.81
0,108138,-10961.6
0,108475,-1152.14
0,108812,-5800.23
0,109149,-1671.62
0,109486,2324.06
0,109822,13157.7
0,110158,8591.15
0,110494,-7836.35
0,110831,-7909.02
0,111168,2156.36
0,111504,-2831.49
0,111841,7020.05
0,112177,987.114
0,112514,16070.1
0,112849,4058.2
0,113186,-7010.5
0,113523,11223.4
0,113858,-2601.43
0,114194,-6057.38
0,114532,800.873
0,114868,3234.34
0,115205,-3749.14
0,115541,7165.02
0,115878,-7444.7
0,116214,-6334.11
0,116551,2809.77
0,116888,-2446.8
0,117225,15636.6
0,117560,13695.6
0,117896,4644.46
0,118232,542.316
0,118568,3312.1
0,118905,4989.59
0,119241,7006.65
0,119578,10149.6
0,119914,6150.18
0,120251,13813
0,120587,1787.57
0,120923,-10027.1
0,121260,4806.04
0,121596,-9820.67
0,121932,-9598.84
0,122269,784.826
0,122604,2981.07
0,122941,-11273.4
0,123278,6197.8
0,123614,2542.74
0,123951,4406.2
0,124287,5933.95
0,124624,-4406.9
0,124961,77.6027
0,125297,-426.943
0,125633,-9061.63
0,125970,-13472.5
0,126307,11208.8
0,126643,2068.77
0,126980,8903.47
0,127316,9402.85
0,127652,515.524
0,127989,3073.27
0,128325,-6981.8
0,128663,13.8497
0,129000,-4332.47
0,129336,1207.91
0,129673,11409.9
0,130009,-5037.63
0,130346,5251.06
0,130682,24805.2
0,131017,12421.8
0,131352,-16347.4
0,131690,-18590.7
0,132028,159.678
0,132364,527.066
0,132700,6013.92
0,133036,6299.33
0,133373,-4802.49
0,133710,2667.66
0,134046,-366.963
0,134382,6478.61
0,134718,-3086.08
0,135055,3794.43
0,135391,-2614.42
0,135727,-5059.67
0,136064,-8647.4
0,136400,8172.47
0,136736,-7785.43
0,137073,2959.05
0,137409,-2260.76
0,137745,-2498.37
0,138081,664.206
0,138417,-2740.71
0,138754,-15664.9
0,139091,-9400.32
0,139429,-9045.61
0,139765,-10830.2
0,140102,-10169.2
0,140439,-8601.14
0,140776,-7043.8
0,141113,-5912.49
0,141450,-10681.7
0,141787,-17381.9
0,142124,-26408.4
0,142461,-3251.04
0,142798,-12622.9
0,143135,-10026.1
0,143472,-20670.2
0,143809,-24454.9
0,144146,-17697.1
0,144483,-11794.9
0,144819,-12363.5
0,145156,-19195.3
0,145493,-9488.91
0,145829,-19781.1
0,146167,-17285.5
0,146505,9538.39
0,146841,-9111.48
0,147178,-247.089
0,147515,-3685.35
0,147852,-6945.77
0,148189,-177.99
0,148525,-1759.16
0,148862,-818.952
0,149198,-2197.84
0,149534,-10673.9
0,149870,-7145.04
0,150207,-4430.36
0,150543,-19897.4
0,150881,-7315.64
0,151217,-25916
0,151554,-33215.1
0,151891,-16748
0,152227,-30707.2
0,152564,-8517.51
0,152901,-20433.4
0,153238,-17953.9
0,153574,-17424.4
0,153911,-15398.3
0,154247,-4190.25
0,154583,-15910.7
0,154919,-16214.6
0,155255,-13448.6
0,155592,-8262.61
0,155927,-10993
0,156264,-386.578
0,156600,-9451.63
0,156936,-7419.56
0,157272,-14754.9
0,157609,-12432.9
0,157945,-18529.6
0,158282,-10563.7
0,158619,7229.08
0,158954,-12543.9
0,159291,-15416.4
0,159628,4339.56
0,159964,-4549.97
0,160300,-4446.17
0,160636,-21595.6
0,160973,1496.48
0,161309,-19395.8
0,161646,-7053.11
0,161982,-3701.92
0,162318,9216.26
0,162654,-18245.4
0,162991,-21522.1
0,163328,-19272.3
0,163664,-16755.8
0,164000,-29445.5
0,164338,-9045.2
0,164674,-11902.9
0,165010,-425.474
0,165346,-7335.93
0,165682,2051.16
0,166017,-10153.6
0,166354,-11849.6
0,166691,-10349.5
0,167027,-6247.32
0,167364,465.609
0,167700,-10842.6
0,168036,-7533.88
0,168373,-11914.1
0,168709,-2379.45
0,169046,-4543.32
0,169382,-12582.8
0,169719,-4255.71
0,170056,-23680.1
0,170393,-11752.4
0,170729,-13859.8
0,171065,-28122.4
0,171402,-28777.4
0,171738,-32317.2
0,172075,-17377
0,172412,-26401.9
0,172749,-21150.8
0,173086,-20950.9
0,173423,-16035.6
0,173760,6629.26
0,174095,-13356.4
0,174432,-16820.6
0,174769,-7679.88
0,175106,-8672.5
0,175442,-11878.2
0,175778,-11309.3
0,176115,-427.185
0,176451,3557.79
0,176787,-8589.97
0,177123,-4843.07
0,177460,-2386.49
0,177796,-14235
0,178133,-9309.47
0,178470,-1759.72
0,178807,-1338.22
0,179143,-5172.77
0,179478,5689.43
0,179814,2355.26
0,180150,-1830.86
0,180486,-4823.4
0,180823,-26.8558
0,181159,304.321
0,181496,-8753.86
0,181832,-5935.67
0,182168,-3984.4
0,182504,-16440.8
0,182842,-1823.87
0,183178,-5657.81
0,183514,-5237.62
0,183851,3787.9
0,184186,5826.2
0,184522,-12543.1
0,184859,-335.238
0,185195,2230.14
0,185531,-1319.61
0,185869,-8825.17
0,186208,-15656.9
0,186549,-8424.81
0,186890,-8288.71
0,187228,-5852.02
0,187567,-25104.9
0,187906,-16417.1
0,188243,5394.66
0,188580,1183.9
0,188916,1134.31
0,189252,-10530
0,189588,-218.501
0,189924,-11961.4
0,190261,-5870.57
0,190598,-1305.25
0,190934,-2085.05
0,191271,-8419.76
0,191607,-4151.66
0,191944,-6401.75
0,192280,-4775.66
0,192617,3280.37
0,192953,3579.01
0,193289,-865.579
0,193625,-8698.6
0,193962,1274.48
0,194299,-10079.8
0,194634,-6486.34
0,194971,-6096.31
0,195308,-12480.9
0,195645,5810.12
0,195980,-12020.4
0,196318,-5090.38
0,196654,-11843.8
0,196991,-5773.93
0,197327,7071.95
0,197663,-8569.27
0,197999,-3596.93
0,198336,9078.1
0,198673,-5725.28
0,199010,-10812.5
0,199347,-11127.5
0,199684,-7261.18
0,200021,-1927.23
0,200358,-3782.15
0,200696,388204
0,201124,62536
0,201770,-9966.43
0,202512,-14165.8
0,203233,-8998.11
0,203947,-13630.6
0,204661,-4915.66
0,205376,-8718.02
0,206090,-8509.89
0,206805,-13008.5
0,207521,-9267.33
0,208235,-4982.99
0,208950,-308.163
0,209663,-1905.31
0,210377,-9078.24
0,211090,3820.48
0,211805,-18742.3
0,212522,-8347.01
0,213238,-13777.5
0,213952,-6894.13
0,214668,-2817.72
0,215381,-11797.9
0,216097,-11011.8
0,216810,-9400.31
0,217527,-9725.74
0,218240,-10695.9
0,218957,-7394.85
0,219673,-7133.43
0,220387,-11479.9
0,221103,-3630.11
0,221816,-10940.5
0,222533,-11425.9
0,223250,-6643.79
0,223964,-11479.9
0,224682,-8275.92
0,225398,-14996.6
0,226115,-8954.13
0,226828,-9737.3
0,227541,-5384.24
0,228255,-12385.7
0,228969,-5912.66
0,229685,-7559.77
0,230404,-16038.7
0,231121,-5154.14
0,231839,-5765.2
0,232559,-6731.29
0,233275,-9082.91
0,233994,-7706.71
0,234711,-11754.3
0,235429,-11667.1
0,236147,-16614.9
0,236865,-11123
0,237583,-8313.93
0,238303,-9922.71
0,239021,-6314.16
0,239739,-12124.5
0,240459,-10170.6
0,241177,-1870.23
0,241894,-10166.3
0,242615,-7546.24
0,243333,-11974.8
0,244050,-10934.9
0,244767,-3782.28
0,245484,-9563.67
0,246206,-5400.53
0,246924,-12438.4
0,247641,-10341
0,248360,-10967.8
0,249080,-5286.14
0,249798,-5299.27
0,250515,-14568.2
0,251234,-6683.05
0,251950,-13695.2
0,252670,-10997.2
0,253391,-11819.3
0,254110,-9694.57
0,254827,-5592.92
0,255547,-7249.13
0,256265,-14639.9
0,256986,-10522.5
0,257707,-4314.13
0,258425,-3387.6
0,259144,-15869.2
0,259864,-8924.47
0,260583,-7912.2
0,261306,-12101.7
0,262028,-4664.63
0,262746,-1579.74
0,263463,-5524.91
0,264186,-6350.61
0,264908,-3098.8
0,265627,-2762.2
0,266344,-2783.28
0,267064,-6120.01
0,267781,-5078.6
0,268501,-5938.07
0,269221,-838.676
0,269938,-6802.77
0,270657,-2880.55
0,271376,-3155.94
0,272093,-6099.05
0,272813,-7015.32
0,273533,-1458.82
0,274251,-7335.22
0,274971,-16305.3
0,275691,-7909.3
0,276411,-8302.92
0,277134,-1309.8
0,277851,-14386.7
0,278574,-9661.6
0,279293,-8435.82
0,280011,-10072.6
0,280732,-14009
0,281453,-11470.4
0,282173,-2918.25
0,282893,-18222.6
0,283614,-9871.49
0,284334,-7763.84
0,285052,-12408.2
0,285773,-3735.24
0,286485,7651.46
0,287190,10731.5
0,287888,20782.3
0,288581,37927.9
0,289264,43683.9
0,289942,47287.8
0,290614,58703.7
0,291279,67782.3
0,291939,-239703
0,292499,-249644
0,293022,-244623
0,293544,-227056
0,294062,-223886
0,294577,-210154
0,295089,-204576
0,295599,-193008
0,296108,-183397
0,296613,-177906
0,297115,-170698
0,297615,-159157
0,298112,-156582
0,298608,-140142
0,299101,-129807
0,299592,-114431
0,300079,-114366
0,300565,-98013.7
0,301048,-93179.8
0,301530,-82537
0,302008,-68762.9
0,302485,-72513.9
0,302959,-53161.3
0,303431,-49143.1
0,303898,-52873
0,304367,-55829.1
0,304837,-47275.6
0,305311,-43733.2
0,305788,-44992.7
0,306266,-54242.2
0,306745,-65854.7
0,307224,-52206.8
0,307697,-56612
0,308168,-50685.1
0,308639,-55832.1
0,309109,-45701.5
0,309579,-53684.8
0,310049,-52730
0,310518,-53589.5
0,310989,-57755.6
0,311460,-57227.7
0,311930,-45227.2
0,312398,-51601.9
0,312866,-48070
0,313335,-52516.3
0,313803,-71899.5
0,314275,-51693.7
0,314743,-44264
0,315210,-57972.7
0,315679,-52486.8
0,316149,-45637.5
0,316617,-59957.5
0,317086,-58973.8
0,317557,-63070.4
0,318028,-49373.1
0,318496,-52661.7
0,318965,-59005.7
0,319436,-57050.8
0,319908,-56391.9
0,320379,-61694
0,320851,-46862.8
0,321320,-55775.7
0,321790,-46036.4
0,322258,-56821.8
0,322727,-58074.6
0,323197,-43133.8
0,323665,-55663.9
0,324135,-58036.2
0,324605,-47539.9
0,325075,-53205.8
0,325544,-52896.3
0,326014,-49219
0,326483,-46783
0,326952,-52131.9
0,327422,-61275.3
0,327893,-48942.6
0,328361,-43922.5
0,328830,-52717.2
0,329299,-44288.4
0,329766,-48506.6
0,330236,-50721.9
0,330704,-44819.8
0,331172,-51554.2
0,331641,-46580.3
0,332109,-43192.9
0,332577,-58125.1
0,333047,-63547.3
0,333519,-51365.3
0,333988,-43516.9
0,334456,-47845.5
0,334925,-46682.1
0,335394,-51282.7
0,335866,-41416.5
0,336337,-37150.4
0,336807,-40117.5
0,337278,-35400.2
0,337749,-30198.2
0,338219,-28081.2
0,338690,-34622.4
0,339161,-29078.3
0,339632,-36730.7
0,340103,-28156.9
0,340574,-30168.3
0,341045,-29455.2
0,341516,-30513.8
0,341988,-32658.4
0,342460,-23700
0,342931,-29841.3
0,343402,-23206.8
0,343871,-19461.2
0,344340,-19047.5
0,344811,-14169.8
0,345279,-19121.6
0,345749,-20173.8
0,346219,-17910.6
0,346690,-12815.2
0,347159,-24440.9
0,347630,-10376.1
0,348099,-16245.2
0,348569,-13944
0,349038,-20908.5
0,349508,-25223.8
0,349981,-15123.7
0,350450,-24786.5
0,350922,-17702.8
0,351392,-16814.5
0,351862,-6966.83
0,352330,-19225
0,352800,-11402.6
0,353270,-16612.7
0,353740,-7482.59
0,354209,-20694.8
0,354680,-21547.3
0,355150,-7199.29
0,355618,-8651.29
0,356087,-11037.6
0,356556,-15553.3
0,357027,-12700.8
0,357498,-18386.4
0,357969,-18996.8
0,358440,-19937.2
0,358911,-11091.5
0,359381,-7714.85
0,359849,-16785.7
0,360318,-12736.5
0,360787,-12769.9
0,361258,-13884.4
0,361730,-22602.1
0,362203,-30133.7
0,362676,-5636.53
0,363147,-10580.2
0,363623,-19768.7
0,364102,-16069.7
0,364581,3748.16
0,364954,12271.4
0,365328,-2072.9
0,365703,8758.19
0,366078,3436.25
0,366452,1048.31
0,366827,7631.34
0,367201,3431.62
0,367576,18126.4
0,367950,-7544.14
0,368326,8224.95
0,368701,3447.89
0,369076,11459.2
0,369450,-500.071
0,369826,11563.1
0,370202,-827.025
0,370578,12427.1
0,370954,366.743
0,371330,-1986.98
0,371707,-13571.2
0,372085,2819
0,372461,1872.12
0,372837,57.1169
0,373213,10767.9
0,373589,20236.3
0,373963,-6021.89
0,374339,7494.75
0,374713,-7694.39
0,375089,-1054.26
0,375464,1318
0,375839,-9276.91
0,376215,4645
0,376590,7725.91
0,376963,-1218.37
0,377338,-3580.73
0,377714,5338.79
0,378088,1266.62
0,378463,-3219.49
0,378839,5681.38
0,379213,4176.34
0,379588,-8044.82
0,379964,6116.18
0,380339,-2045.44
0,380714,673.177
0,381089,2237.33
0,381464,851.935
0,381839,5033.15
0,382213,-1060.49
0,382589,-5396.77
0,382964,1452.15
0,383339,3086.35
0,383713,7057.26
0,384088,-909.904
0,384462,8715.85
0,384836,-2322.33
0,385211,-3115.63
0,385586,3767.4
0,385961,1369.8
0,386335,4779.06
0,386710,-5186.35
0,387085,7524.63
0,387460,-9934.42
0,387835,6084.97
0,388210,13978.7
0,388583,-3176.88
0,388959,-5162.04
0,389335,-8393.21
0,389711,-4221.83
0,390087,6559.46
0,390462,7431.87
0,390837,-7027.11
0,391212,822.87
0,391587,-7475.75
0,391964,2855.68
0,392339,11884.2
0,392713,-7005.5
0,393089,-9506.26
0,393465,-2780.51
0,393841,5330.89
0,394215,768.051
0,394591,-2061.31
0,394966,9832.45
0,395340,4022.54
0,395715,-1742.56
0,396090,-353.305
0,396465,84.0624
0,396840,-2108.85
0,397215,2105.04
0,397590,527.578
0,397965,6638.68
0,398340,9994.49
0,398714,7577.16
0,399088,-2687.64
0,399464,-9114.82
0,399840,7303.4
0,400214,-810.22
0,400589,-3492.75
0,400965,-373.283
0,401340,-859.196
0,401715,3422.3
0,402090,-1929.63
0,402465,12904
0,402839,-3696.57
0,403214,4280.38
0,403589,8154.63
0,403963,-656.69
0,404338,-4773.16
0,404714,-7125.88
0,405089,5632.78
0,405464,14578.5
0,405837,1098.77
0,406212,5828.39
0,406586,9789.71
0,406960,4710.23
0,407335,13004.6
0,407709,-2098.55
0,408084,-4437.2
0,408459,4169.81
0,408833,3193.47
0,409207,5439.43
0,409581,4562.18
0,409956,120.046
0,410331,7153.13
0,410706,1933.67
0,411081,9398.81
0,411455,11074
0,411829,11624.4
0,412203,16403.9
0,412578,2433.35
0,412953,-2322.87
0,413328,18953.2
0,413702,-2493.27
0,414078,13636.1
0,414452,8114.25
0,414826,495.031
0,415201,11063.4
0,415575,3532.44
0,415949,-11518
0,416324,-4056.98
0,416699,-4662.22
0,417073,-3087.7
0,417449,2109.76
0,417824,5979.14
0,418199,-6458.88
0,418576,10732.3
0,418951,-3072.22
0,419329,979.692
0,419706,6533.08
0,420082,-3788.9
0,420460,4232.64
0,420837,-197.546
0,421214,1553.71
0,421591,3550.21
0,421968,1004.15
0,422345,7362.86
0,422719,8921.17
0,423093,417.888
0,423468,1865.52
0,423843,7609.12
0,424217,-669.865
0,424592,11054.5
0,424966,5056.42
0,425341,-8086.02
0,425717,1267.89
0,426091,25.125
0,426466,6666.51
0,426840,9422.1
0,427213,-987.901
0,427588,10427.3
0,427962,377.879
0,428336,-4950.54
0,428711,914.14
0,429085,3123.48
0,429459,-4807.14
0,429832,3412.44
0,430206,-6903.96
0,430580,-3568.28
0,430955,-1513.49
0,431329,-4357.29
0,431703,-6346.48
0,432078,-1572.51
0,432451,3922.17
0,432825,-1694.15
0,433199,-5725.44
0,433573,-8129.59
0,433948,5326.75
0,434321,-1261.89
0,434695,-4772.7
0,435070,-4975.73
0,435445,-5206.61
0,435820,528.965
0,436194,5291.21
0,436567,8593.25
0,436941,-5945.15
0,437315,-10452.3
0,437690,-7777.82
0,438063,-12784.5
0,438437,-6138.6
0,438811,-6351.37
0,439184,-3241.58
0,439558,-15061.3
0,439934,-1742.21
0,440308,-5066.03
0,440682,3752.47
0,441056,1116.11
0,441429,-11684.8
0,441805,-9229.39
0,442179,-4909.28
0,442553,-16566.6
0,442928,6242.65
0,443301,2752.11
0,443675,8725.82
0,444048,1113.57
0,444422,12265.3
0,444794,2900.35
0,445168,-3931.97
0,445543,-1084.24
0,445917,1656.31
0,446291,129.656
0,446665,-5179.04
0,447040,18631
0,447412,778.672
0,447786,-1368.08
0,448159,-4260.65
0,448533,-6521.17
0,448907,9646.66
0,449280,-1218.85
0,449654,-4794.65
0,450029,6567.29
0,450402,1860.04
0,450775,4145.21
0,451148,-6015.21
0,451522,94.8876
0,451896,48.6269
0,452269,-7966.05
0,452644,-1156.56
0,453017,8190.93
0,453390,4910.6
0,453763,5242.71
0,454135,1833.92
0,454509,5476.85
0,454883,-2212.46
0,455256,-9721.13
0,455631,1760.54
0,456004,-9891.25
0,456379,5809.79
0,456752,8474.96
0,457125,8690.54
0,457498,12244.3
0,457870,-5291.39
0,458244,5625.03
0,458617,3683.99
0,458991,6374.15
0,459364,4225.2
0,459737,-645.183
0,460112,5154.57
0,460484,-1451.15
0,460858,16703.2
0,461230,3317.95
0,461603,-3933.44
0,461977,-11652.4
0,462352,-8789.71
0,462726,12175
0,463098,-4065.45
0,463472,1011.51
0,463846,10969.4
0,464218,-7768.24
0,464592,1520.55
0,464964,5986.58
0,465337,9118.24
0,465710,-3563.44
0,466084,-8791.61
0,466458,16584.7
0,466830,130.063
0,467204,-2953.69
0,467578,-246.129
0,467952,12008.8
0,468325,2121.95
0,468699,-375.186
0,469074,3108.33
0,469447,921.007
0,469821,-2699.53
0,470195,9885.35
0,470568,10792.1
0,470940,7453.68
0,471313,-2636.56
0,471687,9109.34
0,472059,10929.1
0,472433,12436.4
0,472805,1989.68
0,473179,1807.05
0,473553,-13805.3
0,473929,-442.125
0,474303,4733.52
0,474677,-1731.03
0,475051,-8778.84
0,475426,3832.19
0,475800,10346.7
0,476173,9756.8
0,476546,-1358.96
0,476919,9382.94
0,477293,-8369.26
0,477668,-3595.28
0,478042,1414.59
0,478416,-4023.84
0,478791,2415.02
0,479164,6768.45
0,479538,-5670.15
0,479911,-12282.1
0,480286,-5925.01
0,480660,-2281.43
0,481033,-5609.13
0,481407,3358.07
0,481781,12002.2
0,482154,-3728.64
0,482528,7046.62
0,482901,8261.07
0,483274,14984.5
0,483647,7992.94
0,484021,9889.99
0,484394,-4922.97
0,484769,6593.17
0,485142,2731.16
0,485516,-2279.66
0,485889,8523.67
0,486262,-5933.63
0,486636,-17835.8
0,487005,-15092.9
0,487368,-10433.4
0,487726,-381.107
0,488082,3035.18
0,488437,17597.6
0,488789,8953.69
0,489142,-2773.81
0,489496,2541.05
0,489849,-1432.35
0,490202,192.803
0,490555,-11177.2
0,490910,-6326.65
0,491264,-3117.94
0,491617,7227.34
0,491970,8210.75
0,492323,-1526.14
0,492676,-6959.66
0,493031,-3395.3
0,493384,3787.34
0,493737,-9027.54
0,494091,13638.8
0,494443,3325.69
0,494796,-2130.46
0,495150,12896.7
0,495503,-5363.13
0,495856,-592.522
0,496209,18334.4
0,496561,-6244.58
0,496915,10094
0,497269,-592.825
0,497622,8005.17
0,497975,6264.03
0,498329,-6958.12
0,498684,9764.31
0,499038,-5644.58
0,499392,1495.55
0,499746,-2922.2
0,500099,28736.6
0,500469,-61464.1
0,501031,-29736.7
0,501514,-22073.6
0,501985,-17848.4
0,502454,-27299.9
0,502922,-21708.6
0,503388,-13743
0,503854,-13712.5
0,504320,-11015
0,504786,-7841.24
0,505252,-16607.2
0,505718,-14917.9
0,506185,-19269.2
0,506652,-4108.68
0,507117,-16127.5
0,507584,-9864.82
0,508050,6474.05
0,508422,-5699.08
0,508792,13145.1
0,509153,138.8
0,509511,9827.2
0,509867,6465.81
0,510221,2156.17
0,510574,-1292.25
0,510928,4631.32
0,511281,3879.33
0,511634,-3180.42
0,511988,7145.24
0,512341,5947.61
0,512694,16682.3
0,513047,9716.96
0,513399,5332.92
0,513753,5444.43
0,514106,-3301.23
0,514459,5454.86
