Время,Время моделирования,Квазистац - линейная
0,514812,12672.5
0,515165,1884.93
0,515518,2081.62
0,515872,-5012.16
0,516226,29064
0,516577,5175.92
0,516930,7799.62
0,517283,5241.15
0,517636,7495.93
0,517989,8791.62
0,518342,8205.23
0,518696,1409.98
0,519049,12708.3
0,519402,7752.32
0,519755,18492.4
0,520107,12438.3
0,520459,3089.98
0,520813,22396.4
0,521165,7143.16
0,521518,10818.5
0,521871,11050.3
0,522224,11938.3
0,522576,-2667.05
0,522930,1435.06
0,523283,9657.17
0,523636,9011.78
0,523988,3751.01
0,524341,-164.843
0,524695,8012.47
0,525048,513.92
0,525401,12117.8
0,525753,-5788.56
0,526108,6105.83
0,526460,9795.78
0,526813,1716.75
0,527166,1360.9
0,527519,11423.2
0,527872,6864.98
0,528225,21418.7
0,528577,-2194.33
0,528931,16029.7
0,529283,9115.48
0,529636,19143.8
0,529988,-4202.91
0,530341,4056.73
0,530695,11818
0,531047,4607.72
0,531400,-1596.37
0,531754,95.9485
0,532107,16870
0,532459,2906.79
0,532812,6912.12
0,533165,-877.724
0,533519,14791.3
0,533871,15632.5
0,534224,12696.9
0,534576,10384.3
0,534929,9009.3
0,535282,1662.65
0,535635,3589.83
0,535988,11797.8
0,536341,8381.35
0,536693,6205.1
0,537047,12503.9
0,537399,10079.5
0,537752,-5593.02
0,538106,15571
0,538459,9057.35
0,538811,1157.93
0,539165,2804.53
0,539517,-2076.54
0,539871,-168.491
0,540224,-766.713
0,540577,6470.85
0,540930,18705.6
0,541282,7490.54
0,541634,1557.81
0,541987,5239.42
0,542340,9484.51
0,542698,-12783.8
0,543064,6789.21
0,543433,-1319.37
0,543803,6029.11
0,544175,5501.63
0,544547,7116.82
0,544919,1220.3
0,545291,-6283.45
0,545664,-1068.73
0,546037,7916.81
0,546409,-9307.98
0,546783,6837.9
0,547155,-4789.55
0,547527,-3762.3
0,547900,2976.89
0,548273,5764.56
0,548646,3534.05
0,549018,-10003.8
0,549393,-5196.79
0,549767,7112.7
0,550140,-5619.39
0,550513,-8474.48
0,550887,-1119.42
0,551261,-6409.36
0,551632,-651.821
0,551996,-6270.2
0,552356,-540.797
0,552713,-7952.26
0,553068,-4327.85
0,553423,10820.5
0,553776,-6305.01
0,554131,5051.87
0,554484,3234.29
0,554837,-3954.59
0,555191,4397.72
0,555543,743.086
0,555896,-1349.51
0,556249,5693.69
0,556602,4633.61
0,556954,-8736.96
0,557308,2586.83
0,557660,1295.68
0,558012,1386.62
0,558365,914.872
0,558718,-33.0077
0,559071,-229.017
0,559423,873.88
0,559776,-3109.27
0,560129,1264.28
0,560482,12058.5
0,560834,10641
0,561185,-786.33
0,561538,1271.37
0,561890,3116.39
0,562243,5507.56
0,562596,-11693.2
0,562949,-8341.43
0,563303,-2002.98
0,563656,2735.05
0,564009,-9792.14
0,564363,-8917.16
0,564717,-10136.3
0,565071,-5252.71
0,565424,-3262.34
0,565777,-4561.53
0,566131,5070.31
0,566483,2756.25
0,566836,-9810.9
0,567189,-781.531
0,567542,2644.89
0,567894,4721.76
0,568247,-266.509
0,568599,4726.33
0,568952,-11095
0,569306,3655.24
0,569658,-2535.28
0,570011,-235.264
0,570364,-7593.4
0,570717,9927.22
0,571069,4883.84
0,571422,8368.89
0,571774,7093.72
0,572126,9654.61
0,572478,-3281.94
0,572831,-925.002
0,573184,15324.9
0,573535,4805.45
0,573888,-3035.48
0,574241,6932.62
0,574593,5676.14
0,574945,-13839.4
0,575299,6297.87
0,575651,-6018.4
0,576005,-5067.22
0,576357,-5224.32
0,576711,1256.09
0,577063,-255.497
0,577416,-9111.13
0,577770,8712.05
0,578122,8040.18
0,578474,589.172
0,578826,2083.3
0,579179,1770.11
0,579532,-271.859
0,579885,1336.4
0,580238,-5588.73
0,580591,-1675.63
0,580944,10326.8
0,581296,-11381
0,581649,-1250.7
0,582002,-867.682
0,582355,3125.48
0,582708,-4375.14
0,583061,-4729.06
0,583414,-9407.53
0,583767,5737.37
0,584119,1783.36
0,584472,2021.26
0,584824,-9405.71
0,585177,12199.6
0,585529,268.036
0,585881,-2205.89
0,586234,-3554.2
0,586588,5721.36
0,586940,-6408.56
0,587293,1908.51
0,587645,-9139.73
0,587999,9831.02
0,588354,10295.4
0,588709,5315.57
0,589066,7363.12
0,589423,-961.925
0,589781,4884.23
0,590138,-1915.32
0,590496,1847.35
0,590855,-9059.61
0,591212,-136.018
0,591567,-18367.5
0,591925,-3052.14
0,592282,-2401.47
0,592640,-6911.77
0,592996,-419.96
0,593351,3755.08
0,593703,-4127.88
0,594056,5151.84
0,594408,-4577.68
0,594762,-1279.11
0,595115,-12756.7
0,595469,-13934.6
0,595823,-7020.8
0,596176,6935.34
0,596528,898.107
0,596881,7403.24
0,597234,-5306.24
0,597587,3609.69
0,597940,-5192.44
0,598293,5303.61
0,598646,10407.1
0,598998,9529.89
0,599350,2357.43
0,599703,3549.96
0,600056,-3120.15
0,600410,5457.11
0,600763,2764.17
0,601116,10751.4
0,601469,10458.8
0,601822,6807.04
0,602175,528.994
0,602528,4573.63
0,602881,3560.13
0,603234,8958.01
0,603586,-7464.61
0,603939,720.544
0,604292,5373.29
0,604645,6865.57
0,604997,-786.91
0,605350,4387.65
0,605703,2012.18
0,606056,-8717.68
0,606410,5647.14
0,606763,7210.78
0,607115,5020.47
0,607468,-10837.8
0,607822,-428.97
0,608176,7076.66
0,608528,1133.97
0,608881,7292.75
0,609234,-5581.85
0,609588,6520.55
0,609941,5295.43
0,610293,12048.3
0,610645,11924.7
0,610998,-1996.9
0,611351,3560.9
0,611703,122.205
0,612057,3739.46
0,612409,4089.49
0,612762,-9352.72
0,613116,1001.46
0,613469,382.043
0,613822,9824.27
0,614175,4426.5
0,614527,5045.86
0,614880,-3259.09
0,615233,3914.92
0,615587,6258.39
0,615940,-4234.64
0,616293,-4023.4
0,616647,587.322
0,617000,2019.03
0,617353,-272.215
0,617707,7463.39
0,618059,-1619.22
0,618413,-5624.51
0,618766,-11134.4
0,619121,-6106.62
0,619474,377.904
0,619827,-4256.72
0,620181,14122.9
0,620533,998.239
0,620886,1410.65
0,621239,5222.07
0,621592,11764.4
0,621944,1500.42
0,622297,305.168
0,622650,9900.24
0,623002,6652.53
0,623354,-2038.09
0,623708,-4966.88
0,624061,-704.539
0,624414,-15409
0,624769,-6215.38
0,625122,-4136.5
0,625476,7076.28
0,625828,7285.77
0,626180,3461.5
0,626532,-13647
0,626887,9431.99
0,627239,4205.88
0,627591,-10137.5
0,627945,-79.8815
0,628298,9491.31
0,628650,-1424.6
0,629002,-1283.38
0,629356,9211.75
0,629708,13127.6
0,630060,4603.3
0,630412,4291.6
0,630765,17800.4
0,631116,-10944.8
0,631470,12565.5
0,631822,258.378
0,632175,-3211
0,632529,-4363.72
0,632882,12523.4
0,633234,2413.07
0,633587,15331.2
0,633939,-4989.88
0,634293,5870.13
0,634645,7306.16
0,634997,5123.56
0,635350,22112.2
0,635701,5749.98
0,636053,9339.58
0,636405,1699.26
0,636758,-802.034
0,637111,8056.36
0,637463,13213.4
0,637814,3086.95
0,638167,2680.07
0,638519,7666.38
0,638871,-2037.18
0,639224,1961.07
0,639577,713.636
0,639930,1148.95
0,640282,-4721.94
0,640635,6093.98
0,640988,11181.1
0,641339,7931.65
0,641691,9775.48
0,642042,-595.313
0,642395,2019.6
0,642747,-5546.82
0,643101,-8435.09
0,643454,4043.56
0,643806,10881.7
0,644158,-2111.48
0,644510,-4758.35
0,644863,8480.8
0,645215,3768.83
0,645567,10291.9
0,645919,3606.84
0,646271,10415.6
0,646622,4548.11
0,646975,7552.27
0,647326,10871.7
0,647678,1946.51
0,648030,-289.46
0,648382,-3995.91
0,648735,-5931.96
0,649089,9673.87
0,649440,4868.83
0,649792,5958.56
0,650144,5208.17
0,650496,-4522.08
0,650849,-5486.56
0,651202,-6300.51
0,651556,1775.82
0,651908,9349.02
0,652259,-3032.28
0,652612,-7040.01
0,652965,3309.63
0,653317,5969.63
0,653670,-1524.98
0,654023,2359.24
0,654375,-8312.75
0,654729,5014.07
0,655081,-5115.98
0,655433,-66.8759
0,655786,4806.22
0,656138,-7082.21
0,656490,-19320.7
0,656844,-7484.26
0,657197,-5455.03
0,657550,-11155.1
0,657902,845.035
0,658255,-9689.57
0,658608,-10182.4
0,658961,-10129.5
0,659315,-1219.17
0,659668,-3108.5
0,660020,650.916
0,660373,-15009.5
0,660726,-3599.03
0,661079,2140.24
0,661431,-2244.22
0,661783,6222.28
0,662135,-1713.85
0,662488,-9598.51
0,662842,11458.9
0,663193,-8870.65
0,663546,8299.96
0,663898,8844.45
0,664249,-10139.7
0,664602,7932.08
0,664954,1591.12
0,665306,5006.27
0,665657,-5951.74
0,666010,1485.8
0,666362,308.582
0,666715,-1227.93
0,667068,9049.14
0,667419,3928.43
0,667771,-7677.9
0,668123,-7886.75
0,668476,5864.04
0,668828,7742.2
0,669180,-8964.85
0,669533,-251.752
0,669885,-5695.6
0,670238,-3608.98
0,670591,-5235.22
0,670943,-2683.56
0,671296,13457.6
0,671647,-11690.5
0,672000,815.131
0,672353,-7353.53
0,672705,-293.017
0,673057,3087.72
0,673409,-10625.2
0,673762,-6282.38
0,674115,182.917
0,674467,-5519.19
0,674819,-7260.14
0,675172,3515.78
0,675524,-1661.17
0,675876,8752.3
0,676228,-778.627
0,676581,-6108.1
0,676933,842.717
0,677285,3809
0,677637,9695.55
0,677989,1535.12
0,678341,14833.5
0,678692,4175.11
0,679044,-4446.45
0,679397,3672.61
0,679749,7575.94
0,680101,-10249.4
0,680454,8143.55
0,680805,1931.68
0,681157,1273.89
0,681510,1046.48
0,681862,12965.2
0,682213,2471.85
0,682565,-6454.03
0,682918,9953.38
0,683270,-3016.77
0,683622,585.835
0,683975,1383.45
0,684327,-1668.37
0,684680,9792.56
0,685031,6675.23
0,685383,-4654.44
0,685736,13749.1
0,686087,5522.56
0,686439,-3827.66
0,686792,4369.96
0,687144,1654.94
0,687496,1268.49
0,687848,7690.62
0,688200,1174.3
0,688552,5810.49
0,688904,-2552.88
0,689257,14586.7
0,689608,-701.717
0,689960,4960.25
0,690312,-3743.84
0,690665,2722.15
0,691017,-3519.46
0,691370,3067.83
0,691722,-8060.15
0,692075,995.322
0,692427,-1826.85
0,692780,-2021.45
0,693132,517.048
0,693485,-568.035
0,693837,4759.96
0,694189,1579.24
0,694542,-7686.2
0,694895,5630.96
0,695247,12755.4
0,695599,7675.06
0,695951,343.779
0,696304,10782.5
0,696655,3078.04
0,697008,321.571
0,697360,2628.12
0,697713,7849.41
0,698064,-2436.28
0,698417,13608.2
0,698769,7250.13
0,699121,4837.51
0,699473,-1782.79
0,699826,8447.36
0,700177,-8432.95
0,700530,-1938.28
0,700882,4328.5
0,701234,1147.49
0,701586,3696.46
0,701939,-4939.99
0,702292,-7351.44
0,702645,14292.6
0,702996,-4039.39
0,703349,6909.51
0,703701,-7731.62
0,704053,326.167
0,704405,-1515.16
0,704758,12097.6
0,705110,15355.2
0,705462,-8948.75
0,705816,1797.16
0,706169,4742.59
0,706521,2878.05
0,706873,-5109.99
0,707226,4236.74
0,707577,4167.33
0,707929,-9704.69
0,708283,-7358.79
0,708635,-2528.86
0,708988,-6334.43
0,709341,10321.8
0,709692,817.859
0,710045,7890.65
0,710396,-3079.23
0,710749,-295.835
0,711101,-3507.64
0,711453,5318.59
0,711805,-2708.45
0,712157,1268.58
0,712510,-12623.1
0,712863,5932.28
0,713214,-6879.37
0,713567,7805.19
0,713918,-4592.29
0,714271,6324.95
0,714622,6619.27
0,714974,1407.71
0,715325,728.77
0,715677,7122.42
0,716029,-1271.06
0,716381,4473.57
0,716732,1985.15
0,717084,2062.73
0,717436,10098.8
0,717787,2485.53
0,718139,1853.68
0,718491,3156.73
0,718842,-960.722
0,719194,835.077
0,719546,2821.63
0,719898,-3357.05
0,720250,-3487.95
0,720603,-7515.11
0,720956,11859
0,721307,-10356.4
0,721659,2939.34
0,722011,-5409.37
0,722363,9525.84
0,722714,7576.32
0,723066,-2256.8
0,723418,-796.137
0,723770,4147.23
0,724122,-1998.91
0,724474,-446.142
0,724827,2722.87
0,725178,-752.591
0,725531,8187.24
0,725882,9481.11
0,726233,7786.23
0,726585,4380.75
0,726937,4897.94
0,727288,-4503.39
0,727641,20335.3
0,727991,2884.06
0,728343,-5066.54
0,728696,56.0711
0,729047,-20064.9
0,729401,5163.25
0,729752,4747.57
0,730104,10381.4
0,730455,-2903.37
0,730807,-5110.26
0,731160,1474.74
0,731512,8661.24
0,731864,-2282.6
0,732217,8240.56
0,732569,8854.28
0,732921,-8012.53
0,733275,-3320.43
0,733628,-97.5718
0,733981,3729.46
0,734334,-10092
0,734688,-3602.52
0,735041,1759.44
0,735394,272.179
0,735747,-1544.89
0,736100,5288.63
0,736453,5066.83
0,736806,3660.59
0,737158,10814.2
0,737511,-4167.46
0,737864,3341.43
0,738217,498.962
0,738570,-3948.49
0,738923,8189.17
0,739275,2564.76
0,739628,-2923.86
0,739981,-4611.65
0,740334,-3567.09
0,740687,-10173.9
0,741041,472.126
0,741394,4626.83
0,741747,3692.5
0,742100,-15682
0,742454,-6196.79
0,742808,-10333.5
0,743161,-9727.33
0,743515,589.217
0,743868,-6546.9
0,744222,-5427.89
0,744575,-6560.23
0,744928,11886.8
0,745280,9379.18
0,745632,13585.7
0,745983,-3344.81
0,746337,-47.3282
0,746690,11968.6
0,747042,9832.84
0,747394,-5120.43
0,747747,-6397.1
0,748101,2609.47
0,748454,-11045.5
0,748808,6961.76
0,749160,-13165.8
0,749513,-1982.98
0,749865,1710.43
0,750218,-3006.84
0,750571,-4297.89
0,750925,-6429.31
0,751277,-5684.38
0,751630,-11262.2
0,751984,-573.312
0,752337,-1493.44
0,752690,-17706.4
0,753044,13336.2
0,753396,7997.1
0,753748,7899.25
0,754099,-5248.37
0,754452,-7850.33
0,754805,-7440.56
0,755159,2973.36
0,755511,-13845.4
0,755865,-13287.5
0,756219,-4839.29
0,756572,-4843.63
0,756924,3663.5
0,757277,1464.46
0,757629,3443.72
0,757982,13012.5
0,758333,-4402.08
0,758687,-12145.2
0,759041,-9409.61
0,759394,-1549.75
0,759747,-5964.93
0,760100,6415.68
0,760453,-8728.14
0,760807,5015.47
0,761160,5578.21
0,761512,-10927.1
0,761865,-10996.8
0,762218,-8155.26
0,762571,-8351.56
0,762924,-23372.5
0,763279,-5033.78
0,763632,-3027.7
0,763985,-1872.54
0,764338,-9678.57
0,764691,-4440.94
0,765044,-2826.61
0,765397,-6668.76
0,765750,-11364.5
0,766103,-10398.1
0,766456,-10839.8
0,766809,4183.98
0,767162,-5279.81
0,767516,-3342.3
0,767869,16134.9
0,768220,15328.3
0,768572,9074.34
0,768925,13282.5
0,769277,-893.022
0,769630,-4517.33
0,769982,-6879.39
0,770335,-7310.52
0,770688,-8855.89
0,771041,-10958
0,771394,-12907.3
0,771747,-12595.7
0,772100,-7722.02
0,772453,-5432.78
0,772805,-10828.2
0,773158,-4330.36
0,773510,-13592.8
0,773864,6865.74
0,774216,-15446.3
0,774568,-10299.7
0,774921,-24381
0,775275,-10798.1
0,775628,-24379.6
0,775982,6654.13
0,776334,-2736.4
0,776686,-7655.47
0,777039,3251.52
0,777391,-1452.97
0,777743,-12464.9
0,778097,-13470.7
0,778450,-12302.7
0,778804,-20183.4
0,779158,-1523.66
0,779510,-7215.7
0,779863,5056.51
0,780215,-4679.55
0,780568,-1562.89
0,780920,4836.37
0,781273,-2074.96
0,781626,-7240.3
0,781979,-4088.79
0,782332,2179.08
0,782684,856.849
0,783036,-3242.31
0,783389,5635.93
0,783741,5846.58
0,784094,-2014.36
0,784446,-11013.4
0,784800,-11861.7
0,785153,-5666.03
0,785505,-12242
0,785859,-7819
0,786212,-8850.82
0,786565,12122.4
0,786916,6366.58
0,787268,-2112.59
0,787621,458.771
0,787973,-5149.97
0,788327,-1861.02
0,788680,-5654.74
0,789033,1996.19
0,789386,-4163.89
0,789739,5705.74
0,790091,7174.89
0,790444,8396.39
0,790796,-7826.45
0,791150,10893.5
0,791502,13300.9
0,791854,1980.55
0,792206,-6261.45
0,792558,-7624.89
0,792911,-2557.66
0,793263,-6756.47
0,793615,-9413.48
0,793968,-13540.7
0,794322,-8754.85
0,794675,-5053.19
0,795028,-2563.58
0,795381,770.961
0,795733,4761.76
0,796086,-13777.7
0,796440,4935.58
0,796793,-13843.2
0,797146,2058.58
0,797498,-2302.62
0,797851,4656
0,798203,14429.4
0,798554,1251.27
0,798907,4675.42
0,799260,-9321.52
0,799613,176.876
0,799966,-2364.48
0,800319,-6349.3
0,800673,-4481.42
0,801026,472.498
0,801378,9690.49
0,801729,-194.804
0,802082,2310.19
0,802434,3354.25
0,802787,7238.16
0,803139,3678.91
0,803491,5677.58
0,803843,1887.39
0,804195,-3660.58
0,804548,-109.414
0,804901,-4393.29
0,805254,3428.23
0,805607,-459.017
0,805960,-6075.1
0,806313,8590.12
0,806665,6357.09
0,807018,1356.91
0,807370,7183.28
0,807723,11933.3
0,808074,2946.11
0,808427,2630.88
0,808779,1047.54
0,809132,-1494.79
0,809485,-3236.08
0,809838,-3287.1
0,810191,2840.58
0,810543,-10311.8
0,810897,7020.41
0,811249,-3429.57
0,811602,5240.26
0,811954,13536.6
0,812305,8761.09
0,812657,1835.26
0,813010,-1303.71
0,813362,12491.6
0,813714,-4410.63
0,814067,2589.77
0,814419,-269.259
0,814772,2197.13
0,815125,3336.63
0,815477,5275.13
0,815829,-1863.32
0,816182,-6901.65
0,816535,-954.905
0,816888,6659.33
0,817240,-2240.5
0,817593,-8475.21
0,817947,-8622.12
0,818300,-1672.42
0,818653,9082.2
0,819005,8416.03
0,819356,-1789.43
0,819710,-12609.7
0,820064,2692.68
0,820416,-5477.35
0,820769,-1431.78
0,821122,-3434.74
0,821475,-3260.56
0,821828,-2311.2
0,822181,6096.61
0,822533,4066.28
0,822886,2844.83
0,823239,-4348.14
0,823592,454.024
0,823944,-861.149
0,824298,-14809.7
0,824652,2122.78
0,825004,-7450.05
0,825358,1699.76
0,825711,-3020.54
0,826064,-10451.2
0,826418,7690.28
0,826771,2149.12
0,827124,10144.5
0,827476,-934.75
0,827829,2125.83
0,828181,783.32
0,828535,-1176.7
0,828888,-3749.11
0,829241,-118.908
0,829594,3761.03
0,829946,32.8271
0,830299,-9347.28
0,830652,-3510.48
0,831006,5276.14
0,831358,3999.89
0,831710,-20824.6
0,832064,-4471.32
0,832418,-7892.24
0,832771,-7901.98
0,833124,-13190.9
0,833478,1465.76
0,833831,1483.35
0,834184,-6795.11
0,834537,-14694.1
0,834891,4632.84
0,835243,-876.693
0,835596,-5541.01
0,835949,-5625.3
0,836303,-18120.7
0,836657,-9028.01
0,837011,188.864
0,837363,245.989
0,837716,-8064.28
0,838070,2195.81
0,838422,-3210.69
0,838775,7979.06
0,839127,-6896.88
0,839481,-2531.2
0,839834,3027.44
0,840186,11458.6
0,840538,-11556.1
0,840892,1763.55
0,841245,-3324.68
0,841597,-2870.51
0,841950,1935.83
0,842303,-4895.25
0,842656,3128.08
0,843009,12205.2
0,843361,-4424.43
0,843714,10696.6
0,844066,13048.7
0,844417,-12354.2
0,844771,6423.89
0,845123,-5290.82
0,845476,2133.3
0,845829,505.927
0,846181,-3958.09
0,846535,-7496.59
0,846888,-3132.81
0,847241,1617.06
0,847593,-3513.68
0,847946,-3169
0,848299,7372.42
0,848652,5573.09
0,849004,188.125
0,849357,-2006.64
0,849711,-2375.64
0,850065,7140.71
0,850419,1547.97
0,850774,3586.17
0,851128,2736.59
0,851482,8998.54
0,851836,3180.65
0,852190,16395.5
0,852544,-7965.73
0,852900,9171.76
0,853254,5292.51
0,853608,-9279.55
0,853964,11113.7
0,854318,20170.8
0,854671,10235.4
0,855024,4985.77
0,855377,5682.53
0,855730,10899.2
0,856083,2001.11
0,856436,16775.7
0,856788,5861.39
0,857140,11519.4
0,857492,4757.41
0,857845,6407.78
0,858197,848.69
0,858550,15095.1
0,858902,3566.19
0,859255,2357.92
0,859608,13033
0,859960,12282.6
0,860312,2457.09
0,860666,9019.37
0,861018,16022.6
0,861370,18489.8
0,861722,2802.78
0,862074,9595.33
0,862426,15049.4
0,862778,20186.6
0,863129,-3657.66
0,863483,6332.7
0,863836,11805.8
0,864188,7105.79
0,864541,8083.98
0,864894,8441.27
0,865246,5956.57
0,865599,-261.953
0,865952,11629.1
0,866304,12663.1
0,866656,-2532.03
0,867010,6964.55
0,867362,11443.5
0,867714,12192.8
0,868066,6910.57
0,868419,18885.6
0,868771,6711.29
0,869124,8000.47
0,869476,5626.11
0,869829,16215.3
0,870181,23194.4
0,870533,9986.98
0,870885,8857.98
0,871238,16891.2
0,871590,4121.25
0,871943,19877.9
0,872294,1871.42
0,872647,-987.484
0,873001,8331.15
0,873353,8226.39
0,873706,6219.45
0,874058,14284
0,874410,6348.33
0,874763,13725.6
0,875115,14235.3
0,875468,1695.43
0,875821,6995.28
0,876174,8251.93
0,876526,8416.72
0,876879,13011.2
0,877231,20154.6
0,877583,14810.7
0,877935,7150.35
0,878288,12937.3
0,878640,10770.4
0,878992,9292.82
0,879344,10298.9
0,879696,10028.4
0,880048,4443.83
0,880401,8367.78
0,880753,14642.7
0,881105,729.949
0,881458,5324.22
0,881811,8825.54
0,882162,10234.4
0,882515,-1263.69
0,882867,4550.04
0,883220,7063.45
0,883573,10069.7
0,883925,16209.1
0,884276,7463.97
0,884628,4138
0,884981,-6396.12
0,885334,1902.52
0,885688,13912.7
0,886040,2818.33
0,886392,10539.7
0,886745,6171.72
0,887097,9302.92
0,887449,322.954
0,887802,6155.78
0,888155,8976.27
0,888507,17905.5
0,888859,9457.77
0,889211,8109.7
0,889562,7514.49
0,889876,1981.1
0,890197,-924.442
0,890524,-2218
0,890854,2247.71
0,891185,-2333.08
0,891518,7026.01
0,891851,-9821.9
0,892185,-8586.56
0,892520,-8826.38
0,892856,4345.95
0,893190,-311.13
0,893524,6559.69
0,893858,-6469.32
0,894193,-10551.5
0,894529,5488.15
0,894864,-13653.9
0,895199,-23785.9
0,895535,-11626.1
0,895870,-4612.23
0,896205,-7491.53
0,896540,-3890.17
0,896875,-3394.43
0,897210,-7124.87
0,897546,-4411.35
0,897881,-3520.05
0,898216,-6766.19
0,898551,-252.963
0,898886,8998.1
0,899220,-16919
0,899556,-11941.1
0,899891,-5242.68
0,900227,7607.25
0,900561,-5585.03
0,900896,2302.69
0,901231,-20941.3
0,901567,-15726.1
0,901903,-17495.5
0,902239,3255.09
0,902573,-1166.46
0,902908,6154.12
0,903243,-922.529
0,903577,-16161.5
0,903913,-19486.8
0,904250,324.938
0,904585,-21768.2
0,904921,323.575
0,905256,-5454.18
0,905591,3554.54
0,905926,6828.58
0,906260,-6134.55
0,906596,-4672.34
0,906931,5249.68
0,907266,10373.7
0,907600,-8351.11
0,907935,-7016.32
0,908270,350.796
0,908605,4458.48
0,908940,-11037.2
0,909275,-9198.73
0,909611,82.1476
0,909947,1307.39
0,910282,-2172.02
0,910618,-15959.2
0,910954,-1387.2
0,911289,-3244.83
0,911625,-21374.5
0,911961,-17106.3
0,912297,-7583.73
0,912633,11746.6
0,912968,3714.77
0,913303,-13248.2
0,913639,-10313.5
0,913974,-9640.36
0,914310,-3540.07
0,914645,-15698.4
0,914981,-902.992
0,915317,-1560.53
0,915652,-5408.16
0,915987,-11579.7
0,916323,-8789.52
0,916659,4939.42
0,916994,-11926.9
0,917330,12752
0,917664,-22224.1
0,918001,-8975.89
0,918336,-8880.24
0,918672,1270.68
0,919007,10225.4
0,919342,-11653.1
0,919678,6321.62
0,920013,-3052.54
0,920348,-7904.33
0,920684,-3327.54
0,921019,-436.595
0,921355,9599.97
0,921689,-2518.72
0,922024,2603.76
0,922359,-5917.6
0,922695,-4514.09
0,923031,-10473.8
0,923367,-991.158
0,923703,-5986.73
0,924038,-3463.88
0,924374,853.004
0,924709,-593.218
0,925044,-6194.91
0,925380,-1367.47
0,925715,-16830
0,926052,4882.69
0,926387,2502.37
0,926722,-6268.41
0,927058,4519.7
0,927393,-7973.99
0,927728,-10744.3
0,928065,-8873.57
0,928401,-10656.4
0,928737,-6618.32
0,929073,-1854.51
0,929409,-4100.54
0,929745,-4730.37
0,930081,1889.68
0,930416,-8689.8
0,930753,-519.449
0,931089,-3202.45
0,931425,-10818.6
0,931761,2350
0,932097,-1616.57
0,932433,14590
0,932768,4240.8
0,933104,4541.36
0,933440,7095.7
0,933775,5722.31
0,934110,201.265
0,934445,-1336.04
0,934781,-3583.57
0,935117,5688.49
0,935453,-935.663
0,935789,-1774.69
0,936125,-8984.37
0,936460,-4122.53
0,936796,11681.7
0,937131,12139.3
0,937465,11718.9
0,937800,-6185.1
0,938137,5617.91
0,938472,10383
0,938806,-368.438
0,939142,-2040.56
0,939478,-6900.81
0,939814,-394.212
0,940149,-2835.8
0,940484,-426.872
0,940819,2258.23
0,941155,2191.64
0,941489,-3632.62
0,941825,11571
0,942160,-2318.86
0,942495,2367.52
0,942830,8721.57
0,943164,-6323.8
0,943499,625.7
0,943834,6451.29
0,944169,-3353.42
0,944504,12139.2
0,944838,3270.37
0,945173,9272.73
0,945508,6495.31
0,945843,-11059.4
0,946178,7794.67
0,946513,-8650.14
0,946848,-2200.01
0,947184,-8548.76
0,947520,-3079.38
0,947855,-8305.56
0,948191,11682.6
0,948525,-6549.57
0,948861,10499.9
0,949195,-10096.9
0,949531,-529.363
0,949867,4026.6
0,950202,-4571.76
0,950537,2743.12
0,950873,5279.46
0,951208,-1231.91
0,951544,-11798.8
0,951880,8230.09
0,952215,13688.6
0,952550,5101.93
0,952885,13669.8
0,953219,-127.447
0,953555,13626.6
0,953889,3537.7
0,954225,552.995
0,954560,6971.96
0,954895,2283.5
0,955231,-113.178
0,955566,12766.2
0,955900,11165.8
0,956235,5604.55
0,956570,13571.9
0,956904,6733.46
0,957239,2504.58
0,957574,5243.93
0,957909,-5606.25
0,958244,14734.1
0,958579,2941.53
0,958914,5230.24
0,959249,1877.56
0,959584,3806.13
0,959919,-1031.29
0,960254,4336.76
0,960589,-3905.13
0,960925,4459.59
0,961260,4980.63
0,961595,6431.09
0,961930,6128.25
0,962264,-2875.92
0,962599,4059.11
0,962934,-902.775
0,963269,-6399.63
0,963605,26197.9
0,963938,1433.38
0,964273,15404.1
0,964607,2951.83
0,964943,4577.62
0,965277,-8787.57
0,965613,3675.92
0,965948,5139.24
0,966283,-13532.9
0,966620,-3335.03
0,966956,9292.46
0,967291,5416.49
0,967625,5835.27
0,967960,9852.59
0,968295,4502.18
0,968630,-456.794
0,968965,14494.8
0,969299,-8991.27
0,969636,4977.04
0,969971,-3201.6
0,970306,8304.36
0,970641,-4685.99
0,970977,-7449.83
0,971312,2101.28
0,971647,7835.59
0,971984,-2376.35
0,972322,1.09399e+06
0,972802,-12395.7
0,973286,-14325.7
0,973765,-250702
0,974238,16114
0,974563,-6630.25
0,974901,-904.625
0,975238,10729.3
0,975574,-11864.8
0,975911,-10965
0,976248,-2259.08
0,976584,1346.31
0,976919,-6428.59
0,977255,5387.9
0,977591,3726.67
0,977926,6103.23
0,978261,-2544.23
0,978596,-2961.3
0,978931,-234.579
0,979267,977.683
0,979602,9744.92
0,979936,5023.28
0,980270,-335.434
0,980606,414.979
0,980941,846.608
0,981277,5159.31
0,981612,-6182
0,981951,-2295.7
0,982290,-269.504
0,982629,70.307
0,982969,5108.62
0,983308,-12963.8
0,983649,-8934.26
0,983989,5657.77
0,984329,-9592.2
0,984667,10650
0,985004,-5174.64
0,985343,-10080.2
0,985682,8150.91
0,986020,-5376.85
0,986360,1217.75
0,986700,-3700.66
0,987039,16643.8
0,987375,931.193
0,987711,-6494.05
0,988047,6996.99
0,988382,504.81
0,988718,484.703
0,989053,10997.2
