Время,Время моделирования,Стац - текущая реология
0,485000,28.8675
0,485500,13.2625
0,486000,20.8632
0,486500,5.14331
0,487000,13.5009
0,487500,2.74723
0,488000,13.3691
0,488500,23.4959
0,489000,24.6216
0,489500,28.6298
0,490000,44.8198
0,490500,21.9633
0,491000,11.3412
0,491500,19.1363
0,492000,15.3872
0,492500,20.4023
0,493000,20.3584
0,493500,16.4175
0,494000,37.6311
0,494500,23.627
0,495000,11.0793
0,495500,19.9236
0,496000,26.4802
0,496500,14.2397
0,497000,26.0832
0,497500,28.4366
0,498000,21.2002
0,498500,21.9264
0,499000,21.9517
0,499500,8.37813
0,500000,58.1592
0,500500,-84.592
0,501000,-21.7117
0,501500,-14.3782
0,502000,-16.2548
0,502500,2.29919
0,503000,-2.44049
0,503500,-2.58305
0,504000,-8.87913
0,504500,-2.96874
0,505000,3.91619
0,505500,3.71757
0,506000,-0.759723
0,506500,1.16092
0,507000,8.54281
0,507500,-3.53192
0,508000,6.90491
0,508500,-3.51244
0,509000,14.8384
0,509500,7.50033
0,510000,30.8478
0,510500,20.7252
0,511000,12.5913
0,511500,29.1019
0,512000,14.1312
0,512500,16.374
0,513000,14.4804
0,513500,13.6044
0,514000,20.1363
0,514500,16.5574
0,515000,19.1769
0,515500,10.2587
0,516000,22.552
0,516500,26.7829
0,517000,4.67496
0,517500,4.57975
0,518000,13.3796
0,518500,10.2856
0,519000,16.3668
0,519500,5.48329
0,520000,15.7604
0,520500,23.497
0,521000,4.34178
0,521500,11.2793
0,522000,15.3375
0,522500,15.6439
0,523000,11.7926
0,523500,0.846964
0,524000,8.85105
0,524500,15.8276
0,525000,10.7648
0,525500,12.8371
0,526000,2.51684
0,526500,12.7498
0,527000,13.4375
0,527500,2.43352
0,528000,11.4497
0,528500,-8.51754
0,529000,0.520065
0,529500,12.0829
0,530000,-3.03705
0,530500,7.41186
0,531000,-4.89315
0,531500,10.0604
0,532000,12.3296
0,532500,-0.103549
0,533000,9.94161
0,533500,3.28753
0,534000,4.36922
0,534500,4.07892
0,535000,-5.5358
0,535500,-6.06185
0,536000,1.21423
0,536500,-2.67901
0,537000,12.4644
0,537500,-2.1673
0,538000,0.967322
0,538500,-3.49495
0,539000,-4.28321
0,539500,5.62678
0,540000,6.50035
0,540500,0.530737
0,541000,5.10414
0,541500,-2.12996
0,542000,-4.4053
0,542500,14.2649
0,543000,-0.0411936
0,543500,-0.914429
0,544000,11.9697
0,544500,8.56821
0,545000,-7.25318
0,545500,-12.1466
0,546000,-11.9817
0,546500,-8.70932
0,547000,-9.16413
0,547500,9.01985
0,548000,-16.2854
0,548500,-15.3073
0,549000,-11.5232
0,549500,2.30981
0,550000,-17.8333
0,550500,-12.4273
0,551000,-12.5665
0,551500,-9.05525
0,552000,-23.265
0,552500,-10.913
0,553000,-10.622
0,553500,-7.90973
0,554000,-0.626423
0,554500,-14.9397
0,555000,-17.2806
0,555500,-8.64761
0,556000,-3.71473
0,556500,-11.6072
0,557000,-28.3904
0,557500,-19.2202
0,558000,-14.9253
0,558500,-9.05943
0,559000,-13.6297
0,559500,-6.69723
0,560000,-6.47283
0,560500,-11.8359
0,561000,-4.87347
0,561500,-31.92
0,562000,-11.3203
0,562500,-35.9973
0,563000,-10.7366
0,563500,-9.84354
0,564000,-10.2223
0,564500,-22.1895
0,565000,-11.6051
0,565500,-28.6243
0,566000,-20.1679
0,566500,-14.6201
0,567000,-22.5517
0,567500,-28.9171
0,568000,-21.1995
0,568500,-19.7948
0,569000,-5.8195
0,569500,-16.3669
0,570000,-28.486
0,570500,-17.7401
0,571000,-28.8994
0,571500,-21.1519
