time,время_Q_in,Q_in
0,1.85624e+06,8079.18
0,1.85626e+06,8083.72
0,1.85627e+06,8033.79
0,1.85629e+06,8065.56
0,1.8563e+06,8097.33
0,1.85632e+06,8061.02
0,1.85633e+06,7997.48
0,1.85635e+06,7970.25
0,1.85636e+06,8006.56
0,1.85638e+06,8070.1
0,1.85639e+06,8061.02
0,1.85641e+06,8042.87
0,1.85642e+06,8051.94
0,1.85644e+06,8061.02
0,1.85645e+06,8042.87
0,1.85647e+06,8083.72
0,1.85648e+06,8038.33
0,1.8565e+06,8088.26
0,1.85652e+06,8038.33
0,1.85653e+06,8015.63
0,1.85654e+06,8042.87
0,1.85656e+06,8020.17
0,1.85661e+06,8029.25
0,1.85662e+06,8083.72
0,1.85664e+06,8047.41
0,1.85665e+06,8051.94
0,1.85667e+06,8042.87
0,1.85668e+06,8088.26
0,1.8567e+06,8070.1
0,1.85671e+06,8015.63
0,1.85673e+06,8024.71
0,1.85674e+06,8074.64
0,1.85676e+06,8015.63
0,1.85678e+06,8033.79
0,1.85679e+06,8042.87
0,1.8568e+06,7997.48
0,1.85682e+06,8042.87
0,1.85684e+06,8015.63
0,1.85685e+06,8070.1
0,1.85687e+06,8047.41
0,1.85688e+06,8024.71
0,1.8569e+06,8047.41
0,1.85691e+06,8042.87
0,1.85693e+06,8070.1
0,1.85694e+06,8056.48
0,1.85696e+06,8024.71
0,1.85697e+06,8101.87
0,1.85699e+06,8020.17
0,1.857e+06,8065.56
0,1.85702e+06,8056.48
0,1.85703e+06,8051.94
0,1.85705e+06,8074.64
0,1.85706e+06,8092.79
0,1.85708e+06,8020.17
0,1.8571e+06,8070.1
0,1.85711e+06,8079.18
0,1.85712e+06,8061.02
0,1.85714e+06,8033.79
0,1.85716e+06,8056.48
0,1.85717e+06,8061.02
0,1.85719e+06,8079.18
0,1.8572e+06,8006.56
0,1.85722e+06,8011.09
0,1.85723e+06,8051.94
0,1.85725e+06,8056.48
0,1.85726e+06,8065.56
0,1.85728e+06,8020.17
0,1.85729e+06,8029.25
0,1.85731e+06,8056.48
0,1.85732e+06,8038.33
0,1.85736e+06,8051.94
0,1.85737e+06,8024.71
0,1.85738e+06,8047.41
0,1.8574e+06,8038.33
0,1.85742e+06,8056.48
0,1.85743e+06,8033.79
0,1.85745e+06,8024.71
0,1.85746e+06,8047.41
0,1.85748e+06,8070.1
0,1.85749e+06,8038.33
0,1.85751e+06,8074.64
0,1.85752e+06,8015.63
0,1.85754e+06,8065.56
0,1.85755e+06,8056.48
0,1.85758e+06,8033.79
0,1.8576e+06,8061.02
0,1.85761e+06,8020.17
0,1.85763e+06,8061.02
0,1.85764e+06,8074.64
0,1.85766e+06,8042.87
0,1.85769e+06,8079.18
0,1.8577e+06,8070.1
0,1.85772e+06,8042.87
0,1.85774e+06,8070.1
0,1.85775e+06,8097.33
0,1.85776e+06,8088.26
0,1.85778e+06,8038.33
0,1.8578e+06,8024.71
0,1.85781e+06,8047.41
0,1.85783e+06,8042.87
0,1.85786e+06,8015.63
0,1.85787e+06,8056.48
0,1.85789e+06,8024.71
0,1.8579e+06,8047.41
0,1.85792e+06,8056.48
0,1.85793e+06,8051.94
0,1.85795e+06,8074.64
0,1.85796e+06,8042.87
0,1.858e+06,8061.02
0,1.85801e+06,8038.33
0,1.85802e+06,8047.41
0,1.85804e+06,8101.87
0,1.85806e+06,8079.18
0,1.85807e+06,8015.63
0,1.85809e+06,8042.87
0,1.8581e+06,8056.48
0,1.85812e+06,8024.71
0,1.85813e+06,8038.33
0,1.85815e+06,8092.79
0,1.85816e+06,8020.17
0,1.85818e+06,8070.1
0,1.85819e+06,8033.79
0,1.85821e+06,8047.41
0,1.85822e+06,8074.64
0,1.85824e+06,8051.94
0,1.85825e+06,8011.09
0,1.85827e+06,8079.18
0,1.85829e+06,8042.87
0,1.8583e+06,8029.25
0,1.85832e+06,8002.02
0,1.85833e+06,8065.56
0,1.85835e+06,8051.94
0,1.85836e+06,8015.63
0,1.85839e+06,8065.56
0,1.85841e+06,8042.87
0,1.85842e+06,8056.48
0,1.85844e+06,8042.87
0,1.85845e+06,8056.48
0,1.85848e+06,8033.79
0,1.8585e+06,8047.41
0,1.85851e+06,8029.25
0,1.85853e+06,8092.79
0,1.85854e+06,8020.17
0,1.85856e+06,8083.72
0,1.85858e+06,8038.33
0,1.85859e+06,8092.79
0,1.85861e+06,8051.94
0,1.85862e+06,7997.48
0,1.85864e+06,8079.18
0,1.85865e+06,8051.94
0,1.85866e+06,8070.1
0,1.85868e+06,8051.94
0,1.85871e+06,8038.33
0,1.85873e+06,8070.1
0,1.85874e+06,8002.02
0,1.85876e+06,8020.17
0,1.85877e+06,8092.79
0,1.85879e+06,8074.64
0,1.8588e+06,8029.25
0,1.85882e+06,8061.02
0,1.85883e+06,8033.79
0,1.85885e+06,8020.17
0,1.85886e+06,8042.87
0,1.85888e+06,8038.33
0,1.85889e+06,8029.25
0,1.85891e+06,8038.33
0,1.85892e+06,8033.79
0,1.85894e+06,8020.17
0,1.85895e+06,8029.25
0,1.85897e+06,8042.87
0,1.85899e+06,8047.41
0,1.85902e+06,8061.02
0,1.85903e+06,8065.56
0,1.85905e+06,8056.48
0,1.85906e+06,8015.63
0,1.85908e+06,7992.94
0,1.85909e+06,8024.71
0,1.85911e+06,8042.87
0,1.85912e+06,8033.79
0,1.85914e+06,8015.63
0,1.85915e+06,8065.56
0,1.85917e+06,8056.48
0,1.85918e+06,8047.41
0,1.85922e+06,8015.63
0,1.85923e+06,8024.71
0,1.85924e+06,8033.79
0,1.85926e+06,8020.17
0,1.85928e+06,8051.94
0,1.85929e+06,8042.87
0,1.85931e+06,8029.25
0,1.85932e+06,8011.09
0,1.85934e+06,7997.48
0,1.85935e+06,8074.64
0,1.85937e+06,8024.71
0,1.85938e+06,8074.64
0,1.8594e+06,8038.33
0,1.85941e+06,8015.63
0,1.85943e+06,7997.48
0,1.85944e+06,8029.25
0,1.85946e+06,8070.1
0,1.85947e+06,8011.09
0,1.85949e+06,8047.41
0,1.8595e+06,8061.02
0,1.85953e+06,8006.56
0,1.85955e+06,8011.09
0,1.85956e+06,8042.87
0,1.85958e+06,8070.1
0,1.8596e+06,7997.48
0,1.85961e+06,8015.63
0,1.85963e+06,8011.09
0,1.85964e+06,8015.63
0,1.85967e+06,8061.02
0,1.85969e+06,8024.71
0,1.8597e+06,8011.09
0,1.85972e+06,8042.87
0,1.85973e+06,8051.94
0,1.85975e+06,8033.79
0,1.85976e+06,8015.63
0,1.85978e+06,8038.33
0,1.85979e+06,8033.79
0,1.85981e+06,8065.56
0,1.85982e+06,8038.33
0,1.85984e+06,8056.48
0,1.85986e+06,8011.09
0,1.85987e+06,8002.02
0,1.85988e+06,8079.18
0,1.8599e+06,8070.1
0,1.85992e+06,8029.25
0,1.85993e+06,8061.02
0,1.85994e+06,8002.02
0,1.85996e+06,8088.26
0,1.85998e+06,8024.71
0,1.85999e+06,8070.1
0,1.86001e+06,8029.25
0,1.86002e+06,8092.79
0,1.86004e+06,8038.33
0,1.86005e+06,8024.71
0,1.86007e+06,8029.25
0,1.86008e+06,8042.87
0,1.8601e+06,8051.94
0,1.86011e+06,8015.63
0,1.86013e+06,8092.79
0,1.86016e+06,8065.56
0,1.86017e+06,8038.33
0,1.8602e+06,8015.63
0,1.86022e+06,8061.02
0,1.86024e+06,8033.79
0,1.86025e+06,8020.17
0,1.86026e+06,8088.26
0,1.86028e+06,8038.33
0,1.8603e+06,8042.87
0,1.86031e+06,8015.63
0,1.86034e+06,8056.48
0,1.86036e+06,8051.94
0,1.86037e+06,8065.56
0,1.86039e+06,7992.94
0,1.8604e+06,8051.94
0,1.86042e+06,8015.63
0,1.86043e+06,8042.87
0,1.86045e+06,8056.48
0,1.86046e+06,8097.33
0,1.86048e+06,8056.48
0,1.8605e+06,8033.79
0,1.86051e+06,8020.17
0,1.86053e+06,8038.33
0,1.86054e+06,8056.48
0,1.86056e+06,8083.72
0,1.86057e+06,8051.94
0,1.86059e+06,8038.33
0,1.8606e+06,8065.56
0,1.86062e+06,8029.25
0,1.86063e+06,8047.41
0,1.86065e+06,8042.87
0,1.86066e+06,8020.17
0,1.86068e+06,8002.02
0,1.86069e+06,8042.87
0,1.86071e+06,8047.41
0,1.86072e+06,8051.94
0,1.86074e+06,8024.71
0,1.86075e+06,8033.79
0,1.86077e+06,8015.63
0,1.86078e+06,8042.87
0,1.8608e+06,8047.41
0,1.86082e+06,8061.02
0,1.86083e+06,8047.41
0,1.86084e+06,8051.94
0,1.86086e+06,8033.79
0,1.86088e+06,7983.86
0,1.86089e+06,8051.94
0,1.86091e+06,8038.33
0,1.86092e+06,8033.79
0,1.86094e+06,8074.64
0,1.86095e+06,8029.25
0,1.86097e+06,8070.1
0,1.86098e+06,8020.17
0,1.861e+06,8038.33
0,1.86101e+06,8011.09
0,1.86103e+06,8083.72
0,1.86104e+06,8042.87
0,1.86106e+06,8070.1
0,1.86108e+06,8015.63
0,1.86109e+06,8047.41
0,1.8611e+06,8011.09
0,1.86112e+06,8051.94
0,1.86114e+06,8038.33
0,1.86115e+06,8029.25
0,1.86116e+06,8042.87
0,1.8612e+06,8051.94
0,1.86121e+06,8029.25
0,1.86123e+06,8065.56
0,1.86124e+06,8056.48
0,1.86126e+06,8051.94
0,1.86127e+06,8024.71
0,1.86129e+06,8029.25
0,1.8613e+06,8092.79
0,1.86132e+06,8020.17
0,1.86133e+06,8033.79
0,1.86135e+06,8024.71
0,1.86136e+06,8056.48
0,1.86138e+06,8020.17
0,1.8614e+06,8011.09
0,1.86141e+06,8101.87
0,1.86142e+06,8061.02
0,1.86144e+06,8029.25
0,1.86145e+06,8051.94
0,1.86147e+06,8011.09
0,1.86149e+06,8056.48
0,1.8615e+06,7992.94
0,1.86152e+06,8015.63
0,1.86153e+06,8047.41
0,1.86155e+06,8024.71
0,1.86156e+06,8042.87
0,1.86158e+06,8061.02
0,1.86159e+06,8047.41
0,1.86161e+06,8020.17
0,1.86162e+06,8056.48
0,1.86164e+06,8051.94
0,1.86165e+06,8020.17
0,1.86167e+06,8070.1
0,1.86168e+06,8033.79
0,1.8617e+06,8070.1
0,1.86172e+06,8047.41
0,1.86173e+06,8015.63
0,1.86174e+06,8038.33
0,1.86176e+06,8024.71
0,1.86178e+06,8006.56
0,1.86179e+06,8051.94
0,1.86181e+06,8020.17
0,1.86182e+06,8061.02
0,1.86184e+06,8038.33
0,1.86185e+06,8056.48
0,1.86187e+06,8038.33
0,1.8619e+06,8042.87
0,1.86193e+06,8011.09
0,1.86194e+06,8038.33
0,1.86198e+06,8088.26
0,1.86199e+06,8074.64
0,1.862e+06,8056.48
0,1.86202e+06,8033.79
0,1.86204e+06,8047.41
0,1.86205e+06,8038.33
0,1.86206e+06,8042.87
0,1.86208e+06,8033.79
0,1.8621e+06,8020.17
0,1.86211e+06,8024.71
0,1.86213e+06,8033.79
0,1.86214e+06,8020.17
0,1.86216e+06,8015.63
0,1.86217e+06,8042.87
0,1.86219e+06,8061.02
0,1.8622e+06,8015.63
0,1.86222e+06,8006.56
0,1.86223e+06,8024.71
0,1.86225e+06,8070.1
0,1.86226e+06,7992.94
0,1.86228e+06,8020.17
0,1.8623e+06,8038.33
0,1.86231e+06,8033.79
0,1.86233e+06,8047.41
0,1.86234e+06,8042.87
0,1.86236e+06,8047.41
0,1.86237e+06,8051.94
0,1.86242e+06,8015.63
0,1.86243e+06,8056.48
0,1.86245e+06,8047.41
0,1.86246e+06,8061.02
0,1.86248e+06,8029.25
0,1.86249e+06,8056.48
0,1.86251e+06,8033.79
0,1.86252e+06,8024.71
0,1.86254e+06,8065.56
0,1.86256e+06,8002.02
0,1.86257e+06,8074.64
0,1.86258e+06,8051.94
0,1.8626e+06,7997.48
0,1.86262e+06,8029.25
0,1.86263e+06,8056.48
0,1.86264e+06,7997.48
0,1.86266e+06,8056.48
0,1.86268e+06,8020.17
0,1.86269e+06,8011.09
0,1.86271e+06,8024.71
0,1.86272e+06,8061.02
0,1.86275e+06,8006.56
0,1.86277e+06,8065.56
0,1.86278e+06,8051.94
0,1.8628e+06,8020.17
0,1.86281e+06,7988.4
0,1.86283e+06,8038.33
0,1.86284e+06,8074.64
0,1.86286e+06,8038.33
0,1.86288e+06,8079.18
0,1.86289e+06,8020.17
0,1.8629e+06,8065.56
0,1.86292e+06,7992.94
0,1.86294e+06,8006.56
0,1.86295e+06,8038.33
0,1.86296e+06,8033.79
0,1.86298e+06,8020.17
0,1.863e+06,8042.87
0,1.86301e+06,8079.18
0,1.86303e+06,8024.71
0,1.86304e+06,8020.17
0,1.86307e+06,8033.79
0,1.86309e+06,8061.02
0,1.8631e+06,8006.56
0,1.86312e+06,8029.25
0,1.86313e+06,8024.71
0,1.86315e+06,8074.64
0,1.86316e+06,8038.33
0,1.86319e+06,8002.02
0,1.86321e+06,8033.79
0,1.86322e+06,8024.71
0,1.86324e+06,8101.87
0,1.86326e+06,8061.02
0,1.86327e+06,8074.64
0,1.86329e+06,8020.17
0,1.8633e+06,8061.02
0,1.86332e+06,8002.02
0,1.86333e+06,8056.48
0,1.86335e+06,8038.33
0,1.86336e+06,8051.94
0,1.86338e+06,8002.02
0,1.86339e+06,8015.63
0,1.86341e+06,8024.71
0,1.86342e+06,8056.48
0,1.86344e+06,8002.02
0,1.86345e+06,8020.17
0,1.86347e+06,8033.79
0,1.86348e+06,8079.18
0,1.8635e+06,8015.63
0,1.86351e+06,8088.26
0,1.86353e+06,8033.79
0,1.86354e+06,8088.26
0,1.86356e+06,8042.87
0,1.86358e+06,8015.63
0,1.86359e+06,8047.41
0,1.86361e+06,8042.87
0,1.86362e+06,8061.02
0,1.86364e+06,8047.41
0,1.86367e+06,8083.72
0,1.86368e+06,8051.94
0,1.8637e+06,8002.02
0,1.86371e+06,8070.1
0,1.86373e+06,8051.94
0,1.86374e+06,8074.64
0,1.86376e+06,8020.17
0,1.86377e+06,8042.87
0,1.8638e+06,8083.72
0,1.86382e+06,8056.48
0,1.86384e+06,8047.41
0,1.86385e+06,8020.17
0,1.86386e+06,8079.18
0,1.86388e+06,8047.41
0,1.8639e+06,8061.02
0,1.86391e+06,8033.79
0,1.86393e+06,8097.33
0,1.86394e+06,8074.64
0,1.86396e+06,8061.02
0,1.86397e+06,8088.26
0,1.86399e+06,8047.41
0,1.864e+06,8061.02
0,1.86402e+06,7997.48
0,1.86403e+06,8024.71
0,1.86405e+06,8033.79
0,1.86406e+06,8024.71
0,1.86408e+06,8047.41
0,1.86409e+06,8015.63
0,1.86411e+06,8051.94
0,1.86412e+06,8061.02
0,1.86414e+06,8074.64
0,1.86415e+06,8033.79
0,1.86417e+06,8011.09
0,1.86418e+06,8042.87
0,1.8642e+06,8056.48
0,1.86422e+06,8074.64
0,1.86423e+06,8029.25
0,1.86424e+06,8020.17
0,1.86426e+06,8038.33
0,1.86428e+06,8065.56
0,1.86429e+06,8002.02
0,1.86431e+06,8020.17
0,1.86432e+06,8042.87
0,1.86434e+06,8020.17
0,1.86435e+06,8074.64
0,1.86437e+06,8011.09
0,1.86438e+06,8070.1
0,1.8644e+06,8020.17
0,1.86441e+06,8033.79
0,1.86443e+06,8047.41
0,1.86444e+06,8079.18
0,1.86446e+06,8083.72
0,1.86447e+06,8065.56
0,1.86449e+06,8056.48
0,1.8645e+06,8110.95
0,1.86452e+06,7702.45
0,1.86454e+06,6576.43
0,1.86455e+06,6692.77
0,1.86457e+06,6827.15
0,1.86458e+06,6939.09
0,1.8646e+06,7037.29
0,1.86461e+06,7041.73
0,1.86463e+06,7064.05
0,1.86464e+06,6854
0,1.86466e+06,6889.68
0,1.86467e+06,6898.67
0,1.86469e+06,6947.87
0,1.8647e+06,6934.52
0,1.86472e+06,6934.45
0,1.86474e+06,6916.52
0,1.86475e+06,6912.12
0,1.86476e+06,6965.86
0,1.86478e+06,6943.39
0,1.8648e+06,6934.41
0,1.86481e+06,6947.83
0,1.86482e+06,6925.44
0,1.86484e+06,6992.58
0,1.86487e+06,6974.66
0,1.86489e+06,7006
0,1.8649e+06,6983.71
0,1.86492e+06,6997.02
0,1.86493e+06,7032.82
0,1.86495e+06,7006
0,1.86496e+06,7014.94
0,1.86498e+06,6979.2
0,1.86499e+06,6988.08
0,1.86501e+06,7010.5
0,1.86502e+06,7068.55
0,1.86504e+06,7010.47
0,1.86505e+06,7023.92
0,1.86507e+06,7055.18
0,1.86508e+06,7050.74
0,1.8651e+06,7046.17
0,1.86512e+06,7023.92
0,1.86513e+06,7037.29
0,1.86514e+06,7077.45
0,1.86516e+06,7081.99
0,1.86518e+06,7041.76
0,1.86519e+06,7046.27
0,1.86522e+06,7064.15
0,1.86524e+06,7095.44
0,1.86525e+06,7068.59
0,1.86527e+06,7077.52
0,1.86528e+06,7073.06
0,1.8653e+06,7095.51
0,1.86531e+06,7059.58
0,1.86533e+06,7081.92
0,1.86534e+06,7064.19
0,1.86536e+06,7082.06
0,1.86538e+06,7099.91
0,1.86539e+06,7086.46
0,1.8654e+06,7090.97
0,1.86542e+06,7135.62
0,1.86544e+06,7126.65
0,1.86545e+06,7059.65
0,1.86546e+06,7113.35
0,1.86548e+06,7059.58
0,1.8655e+06,7104.34
0,1.86551e+06,7064.01
0,1.86553e+06,7095.4
0,1.86554e+06,7140.06
0,1.86556e+06,7099.84
0,1.86557e+06,7126.72
0,1.86559e+06,7073.02
0,1.8656e+06,7108.81
0,1.86562e+06,7122.25
0,1.86563e+06,7068.59
0,1.86565e+06,7086.43
0,1.86566e+06,7077.52
0,1.86568e+06,7126.69
0,1.86569e+06,7099.87
0,1.86571e+06,7135.52
0,1.86572e+06,7108.81
0,1.86574e+06,7126.76
0,1.86576e+06,7108.81
0,1.86577e+06,7077.56
0,1.86579e+06,7122.22
0,1.86582e+06,7108.81
0,1.86583e+06,7157.93
0,1.86585e+06,7126.69
0,1.86586e+06,7108.78
0,1.86588e+06,7104.34
0,1.86589e+06,7090.9
0,1.86591e+06,7117.78
0,1.86592e+06,7149.03
0,1.86594e+06,7113.21
0,1.86595e+06,7117.75
0,1.86597e+06,7126.72
0,1.86598e+06,7108.78
0,1.866e+06,7117.85
0,1.86601e+06,7135.69
0,1.86603e+06,7158.04
0,1.86604e+06,7104.38
0,1.86606e+06,7122.18
0,1.86608e+06,7122.25
0,1.86609e+06,7135.66
0,1.8661e+06,7113.28
0,1.86612e+06,7135.55
0,1.86614e+06,7113.28
0,1.86615e+06,7135.62
0,1.86617e+06,7073.09
0,1.86618e+06,7073.06
0,1.8662e+06,7135.59
0,1.86621e+06,7135.62
0,1.86623e+06,7117.75
0,1.86624e+06,7144.53
0,1.86626e+06,7144.56
0,1.86627e+06,7135.59
0,1.86629e+06,7135.69
0,1.8663e+06,7166.9
0,1.86632e+06,7149.06
0,1.86633e+06,7086.36
0,1.86635e+06,7144.56
0,1.86636e+06,7162.43
0,1.86638e+06,7117.68
0,1.8664e+06,7135.62
0,1.86642e+06,7140.06
0,1.86644e+06,7144.53
0,1.86646e+06,7099.87
0,1.86647e+06,7212.25
0,1.86649e+06,7131.05
0,1.8665e+06,7153.5
0,1.86652e+06,7140.16
0,1.86653e+06,7153.5
0,1.86655e+06,7162.4
0,1.86656e+06,7148.99
0,1.86658e+06,7175.94
0,1.8666e+06,7135.59
0,1.86661e+06,7175.94
0,1.86662e+06,7117.71
0,1.86664e+06,7122.18
0,1.86666e+06,7135.66
0,1.86667e+06,7157.89
0,1.86668e+06,7126.62
0,1.8667e+06,7162.43
0,1.86672e+06,7180.48
0,1.86673e+06,7153.53
0,1.86674e+06,7194.1
0,1.86676e+06,7148.96
0,1.86678e+06,7157.97
0,1.86679e+06,7175.94
0,1.86681e+06,7144.56
0,1.86682e+06,7166.87
0,1.86684e+06,7148.99
0,1.86685e+06,7162.47
0,1.86687e+06,7135.66
0,1.86688e+06,7144.6
0,1.8669e+06,7126.65
0,1.86691e+06,7166.87
0,1.86693e+06,7108.81
0,1.86694e+06,7131.15
0,1.86696e+06,7135.55
0,1.86697e+06,7135.62
0,1.86699e+06,7175.94
0,1.867e+06,7104.31
0,1.86702e+06,7117.61
0,1.86704e+06,7140.06
0,1.86705e+06,7149.06
0,1.86707e+06,7157.97
0,1.86708e+06,7175.94
0,1.8671e+06,7207.72
0,1.86711e+06,7135.59
0,1.86713e+06,7198.64
0,1.86714e+06,7171.4
0,1.86716e+06,7166.87
0,1.86717e+06,7185.02
0,1.86719e+06,7171.4
0,1.8672e+06,7144.6
0,1.86722e+06,7166.87
0,1.86723e+06,7153.46
0,1.86725e+06,7185.02
0,1.86726e+06,7095.47
0,1.86728e+06,7148.99
0,1.8673e+06,7140.13
0,1.86731e+06,7158.04
0,1.86733e+06,7185.02
0,1.86734e+06,7158
0,1.86736e+06,7144.56
0,1.86737e+06,7148.96
0,1.86739e+06,7180.48
0,1.8674e+06,7149.06
0,1.86742e+06,7162.43
0,1.86743e+06,7162.47
0,1.86745e+06,7149.03
0,1.86746e+06,7171.4
0,1.86748e+06,7126.62
0,1.86749e+06,7180.48
0,1.86751e+06,7140.06
0,1.86752e+06,7180.48
0,1.86754e+06,7158
0,1.86755e+06,7126.58
0,1.86757e+06,7175.94
0,1.86758e+06,7171.4
0,1.8676e+06,7203.18
0,1.86762e+06,7162.4
0,1.86763e+06,7171.4
0,1.86765e+06,7180.48
0,1.86766e+06,7158.04
0,1.86768e+06,7126.72
0,1.86769e+06,7175.94
0,1.86772e+06,7185.02
0,1.86774e+06,7171.44
0,1.86775e+06,7162.47
0,1.86777e+06,7144.53
0,1.86778e+06,7153.5
0,1.8678e+06,7117.71
0,1.86781e+06,7180.48
0,1.86783e+06,7166.94
0,1.86784e+06,7189.56
0,1.86786e+06,7180.48
0,1.86787e+06,7153.46
0,1.86789e+06,7108.81
0,1.8679e+06,7153.46
0,1.86792e+06,7198.64
0,1.86793e+06,7144.53
0,1.86795e+06,7180.48
0,1.86798e+06,7175.94
0,1.868e+06,7144.53
0,1.86801e+06,7180.48
0,1.86802e+06,7131.12
0,1.86804e+06,7175.94
0,1.86806e+06,7149.06
0,1.86807e+06,7166.94
0,1.86809e+06,7171.4
0,1.8681e+06,7104.31
0,1.86812e+06,7153.53
0,1.86813e+06,7189.56
0,1.86815e+06,7166.9
0,1.86816e+06,7194.1
0,1.86818e+06,7153.53
0,1.8682e+06,7162.47
0,1.86821e+06,7180.48
0,1.86822e+06,7140.09
0,1.86824e+06,7162.4
0,1.86827e+06,7194.1
0,1.86829e+06,7180.48
0,1.8683e+06,7135.66
0,1.86832e+06,7122.22
0,1.86833e+06,7153.5
0,1.86835e+06,7207.72
0,1.86836e+06,7162.54
0,1.86838e+06,7198.64
0,1.86839e+06,7166.9
0,1.86842e+06,7144.6
0,1.86844e+06,7158
0,1.86845e+06,7185.02
0,1.86848e+06,7216.79
0,1.8685e+06,7166.94
0,1.86851e+06,7203.18
0,1.86853e+06,7166.87
0,1.86854e+06,7207.72
0,1.86856e+06,7171.4
0,1.86858e+06,7148.99
0,1.86859e+06,7180.48
0,1.86861e+06,7194.1
0,1.86862e+06,7185.02
0,1.86864e+06,7166.9
0,1.86865e+06,7207.72
0,1.86867e+06,7175.94
0,1.86868e+06,7153.46
0,1.8687e+06,7162.43
0,1.86871e+06,7149.06
0,1.86873e+06,7189.56
0,1.86874e+06,7166.94
0,1.86876e+06,7166.9
0,1.86877e+06,7198.64
0,1.86879e+06,7162.4
0,1.8688e+06,7162.47
0,1.86882e+06,7162.4
0,1.86884e+06,7180.48
0,1.86885e+06,7131.15
0,1.86886e+06,7225.87
0,1.86888e+06,7153.46
0,1.8689e+06,7203.18
0,1.86891e+06,7166.9
0,1.86893e+06,7185.02
0,1.86894e+06,7162.47
0,1.86896e+06,7203.18
0,1.86897e+06,7171.48
0,1.86899e+06,7194.1
0,1.869e+06,7175.94
0,1.86902e+06,7153.46
0,1.86903e+06,7162.47
0,1.86905e+06,7153.53
0,1.86906e+06,7144.6
0,1.86908e+06,7162.43
0,1.86909e+06,7153.5
0,1.86911e+06,7185.02
0,1.86912e+06,7207.72
0,1.86914e+06,7230.41
0,1.86916e+06,7180.48
0,1.86917e+06,7171.48
0,1.86918e+06,7189.56
0,1.8692e+06,7157.93
0,1.86922e+06,7194.1
0,1.86923e+06,7157.93
0,1.86925e+06,7185.02
0,1.86928e+06,7189.56
0,1.86929e+06,7149.06
0,1.86931e+06,7135.66
0,1.86932e+06,7140.09
0,1.86934e+06,7175.94
0,1.86935e+06,7185.02
0,1.86937e+06,7162.47
0,1.86938e+06,7171.4
0,1.8694e+06,7212.25
0,1.86941e+06,7171.4
0,1.86943e+06,7149.06
0,1.86944e+06,7135.73
0,1.86946e+06,7157.93
0,1.86948e+06,7175.94
0,1.86949e+06,7166.87
0,1.8695e+06,7166.94
0,1.86952e+06,7153.57
0,1.86954e+06,7185.02
0,1.86955e+06,7175.94
0,1.86957e+06,7126.65
0,1.86958e+06,7189.56
0,1.8696e+06,7221.33
0,1.86961e+06,7185.02
0,1.86963e+06,7175.94
0,1.86964e+06,7162.43
0,1.86966e+06,7162.47
0,1.86967e+06,7212.25
0,1.86969e+06,7135.62
0,1.8697e+06,7157.89
0,1.86972e+06,7148.99
0,1.86973e+06,7180.48
0,1.86975e+06,7144.63
0,1.86976e+06,7148.99
0,1.86978e+06,7104.38
0,1.8698e+06,7148.99
0,1.86981e+06,7180.48
0,1.86982e+06,7185.02
0,1.86984e+06,7198.64
0,1.86986e+06,7180.48
0,1.86987e+06,7171.4
0,1.86989e+06,7198.64
0,1.8699e+06,7175.94
0,1.86992e+06,7198.64
0,1.86993e+06,7171.4
0,1.86995e+06,7166.9
0,1.86998e+06,7171.4
0,1.86999e+06,7144.6
0,1.87001e+06,7140.06
0,1.87002e+06,7180.48
0,1.87004e+06,7171.4
0,1.87005e+06,7140.02
0,1.87007e+06,7171.4
0,1.87008e+06,7198.64
0,1.8701e+06,7189.56
0,1.87011e+06,7175.94
0,1.87013e+06,7140.13
0,1.87014e+06,7203.18
0,1.87016e+06,7162.4
0,1.87018e+06,7158
0,1.87019e+06,7131.15
0,1.87021e+06,7175.94
0,1.87022e+06,7171.4
0,1.87024e+06,7157.89
0,1.87025e+06,7166.87
0,1.87027e+06,7162.43
0,1.87028e+06,7157.93
0,1.8703e+06,7171.4
0,1.87031e+06,7180.48
0,1.87033e+06,7144.53
0,1.87034e+06,7189.56
0,1.87036e+06,7166.97
0,1.87037e+06,7175.94
0,1.87039e+06,7180.48
0,1.87042e+06,7158
0,1.87044e+06,7194.1
0,1.87045e+06,7126.62
0,1.87046e+06,7153.46
0,1.87048e+06,7171.4
0,1.8705e+06,7162.4
0,1.87051e+06,7131.15
0,1.87053e+06,7162.4
0,1.87054e+06,7185.02
0,1.87057e+06,7198.64
0,1.87058e+06,7166.87
0,1.8706e+06,7171.4
0,1.87062e+06,7185.02
0,1.87063e+06,7157.97
0,1.87065e+06,7180.48
0,1.87066e+06,7131.19
0,1.87068e+06,7157.82
0,1.87069e+06,7189.56
0,1.87071e+06,7180.48
0,1.87072e+06,7185.02
0,1.87074e+06,7189.56
0,1.87076e+06,7175.94
0,1.87077e+06,7149.03
0,1.87079e+06,7162.4
0,1.8708e+06,7153.46
0,1.87081e+06,7166.87
0,1.87083e+06,7185.02
0,1.87085e+06,7171.48
0,1.87086e+06,7117.78
0,1.87088e+06,7171.4
0,1.87089e+06,7175.94
0,1.87091e+06,7171.4
0,1.87092e+06,7126.76
0,1.87094e+06,7185.02
0,1.87095e+06,7171.4
0,1.87097e+06,7153.53
0,1.87098e+06,7144.56
0,1.871e+06,7198.64
0,1.87101e+06,7171.44
0,1.87103e+06,7198.64
0,1.87104e+06,7153.57
0,1.87106e+06,7131.12
0,1.87108e+06,7162.5
0,1.87109e+06,7144.56
