time,время_Q_in,Q_in
0,775109,5629.2
0,775123,5665.19
0,775138,5660.66
0,775155,5611.18
0,775169,5624.62
0,775185,5620.21
0,775200,5624.65
0,775214,5629.18
0,775231,5611.26
0,775246,5633.67
0,775261,5624.71
0,775276,5615.65
0,775291,5633.65
0,775307,5647.22
0,775322,5638.2
0,775337,5593.21
0,775352,5611.15
0,775366,5593.21
0,775383,5620.18
0,775398,5611.21
0,775412,5629.2
0,775428,5597.66
0,775443,5638.14
0,775459,5615.71
0,775475,5611.21
0,775489,5611.15
0,775504,5606.65
0,775520,5638.14
0,775535,5606.74
0,775550,5588.69
0,775565,5629.18
0,775580,5611.21
0,775595,5620.21
0,775611,5615.65
0,775627,5570.72
0,775642,5606.6
0,775656,5642.7
0,775673,5611.18
0,775688,5656.19
0,775703,5660.66
0,775720,5665.16
0,775734,5620.18
0,775749,5597.63
0,775764,5629.15
0,775780,5620.21
0,775795,5629.2
0,775811,5651.67
0,775825,5665.22
0,775840,5638.17
0,775857,5597.68
0,775872,5593.16
0,775887,5647.17
0,775901,5606.74
0,775917,5593.13
0,775933,5611.18
0,775947,5615.65
0,775963,5593.19
0,775978,5660.72
0,775993,5584.19
0,776009,5611.21
0,776024,5629.09
0,776038,5561.69
0,776054,5647.2
0,776068,5579.69
0,776085,5642.73
0,776101,5678.74
0,776115,5629.12
0,776130,5606.65
0,776146,5606.68
0,776161,5575.19
0,776176,5606.74
0,776191,5633.73
0,776206,5615.71
0,776221,5611.13
0,776236,5570.69
0,776252,5620.15
0,776267,5633.7
0,776281,5615.71
0,776297,5669.69
0,776314,5606.71
0,776328,5647.17
0,776344,5602.18
0,776358,5602.16
0,776373,5638.2
0,776390,5606.65
0,776404,5629.2
0,776419,5638.17
0,776435,5638.12
0,776449,5647.11
0,776465,5620.15
0,776480,5597.63
0,776495,5647.17
0,776510,5606.63
0,776525,5615.74
0,776542,5611.18
0,776557,5611.24
0,776571,5633.65
0,776587,5597.66
0,776602,5624.68
0,776617,5629.15
0,776633,5624.73
0,776647,5615.68
0,776662,5606.68
0,776678,5638.14
0,776693,5606.68
0,776708,5597.71
0,776723,5620.18
0,776739,5647.14
0,776754,5597.71
0,776770,5633.73
0,776785,5615.74
0,776801,5642.64
0,776815,5651.72
0,776832,5615.62
0,776846,5665.13
0,776861,5629.26
0,776877,5611.21
0,776891,5656.22
0,776906,5606.71
0,776922,5620.12
0,776936,5557.19
0,776951,5638.17
0,776968,5620.18
0,776984,5620.21
0,776998,5647.25
0,777015,5602.1
0,777030,5615.62
0,777045,5665.22
0,777060,5633.62
0,777076,5629.18
0,777091,5611.24
0,777105,5651.69
0,777121,5638.2
0,777137,5660.61
0,777151,5584.13
0,777167,5611.18
0,777181,5615.62
0,777197,5597.66
0,777214,5606.68
0,777228,5629.18
0,777243,5611.21
0,777259,5656.16
0,777273,5633.7
0,777289,5611.24
0,777304,5624.62
0,777319,5620.18
0,777334,5665.19
0,777349,5611.21
0,777365,5624.68
0,777380,5597.68
0,777394,5633.65
0,777410,5624.65
0,777425,5629.2
0,777440,5620.15
0,777456,5629.2
0,777472,5584.19
0,777486,5602.18
0,777502,5597.68
0,777518,5633.7
0,777532,5606.65
0,777547,5602.21
0,777563,5597.68
0,777577,5651.64
0,777593,5606.65
0,777609,5602.18
0,777623,5656.16
0,777638,5615.68
0,777653,5620.21
0,777670,5638.17
0,777685,5647.25
0,777700,5629.2
0,777715,5633.67
0,777730,5606.74
0,777746,5602.18
0,777761,5588.66
0,777775,5651.67
0,777790,5629.18
0,777806,5615.68
0,777821,5638.17
0,777836,5638.26
0,777852,5620.18
0,777866,5593.24
0,777882,5624.65
0,777898,5633.7
0,777913,5593.1
0,777928,5611.18
0,777944,5593.21
0,777959,5615.68
0,777975,5611.15
0,777990,5656.16
0,778005,5638.23
0,778020,5575.16
0,778034,5624.65
0,778051,5642.7
0,778066,5611.15
0,778080,5611.13
0,778096,5593.16
0,778112,5633.7
0,778127,5615.68
0,778143,5647.22
0,778157,5624.71
0,778172,5620.23
0,778189,5566.16
0,778204,5629.12
0,778218,5633.73
0,778233,5642.7
0,778249,5602.21
0,778264,5597.68
0,778280,5588.69
0,778295,5620.15
0,778310,5638.2
0,778324,5615.68
0,778340,5606.68
0,778356,5588.66
0,778371,5642.64
0,778387,5624.68
0,778402,5629.15
0,778416,5593.21
0,778432,5624.68
0,778448,5611.18
0,778462,5575.27
0,778478,5606.71
0,778492,5638.14
0,778507,5611.15
0,778524,5606.6
0,778538,5642.67
0,778553,5624.68
0,778568,5602.21
0,778584,5620.15
0,778600,5651.61
0,778615,5633.67
0,778630,5611.21
0,778645,5620.15
0,778660,5633.67
0,778676,5575.22
0,778690,5597.71
0,778706,5597.66
0,778721,5584.16
0,778735,5602.21
0,778752,5629.26
0,778767,5611.18
0,778781,5606.71
0,778798,5597.71
0,778812,5606.63
0,778827,5638.17
0,778844,5620.21
0,778859,5647.22
0,778874,5633.7
0,778889,5651.67
0,778904,5638.17
0,778920,5620.23
0,778934,5597.71
0,778950,5620.12
0,778965,5651.72
0,778980,5660.69
0,778996,5611.21
0,779011,5597.71
0,779026,5570.72
0,779041,5597.68
0,779056,5615.62
0,779072,5665.16
0,779087,5624.71
0,779102,5633.62
0,779117,5606.68
0,779131,5615.68
0,779148,5602.18
0,779163,5629.12
0,779178,5611.15
0,779194,5602.21
0,779209,5629.18
0,779224,5602.21
0,779240,5629.15
0,779255,5624.68
0,779269,5633.65
0,779285,5584.19
0,779301,5602.18
0,779315,5642.67
0,779330,5615.71
0,779346,5615.68
0,779361,5606.71
0,779376,5615.68
0,779391,5615.65
0,779406,5611.21
0,779422,5602.21
0,779438,5629.23
0,779453,5620.18
0,779469,5615.65
0,779484,5611.18
0,779499,5620.18
0,779515,5629.18
0,779530,5620.15
0,779545,5629.12
0,779559,5633.62
0,779575,5615.74
0,779591,5611.24
0,779605,5633.67
0,779620,5624.71
0,779636,5611.24
0,779650,5624.65
0,779665,5624.73
0,779682,5570.72
0,779697,5633.67
0,779712,5597.71
0,779727,5638.2
0,779743,5642.73
0,779758,5615.65
0,779773,5633.67
0,779788,5620.21
0,779803,5629.18
0,779818,5597.66
0,779834,5624.73
0,779849,5638.12
0,779863,5624.62
0,779879,5602.21
0,779894,5656.19
0,779909,5584.21
0,779926,5620.18
0,779940,5642.64
0,779955,5624.73
0,779972,5638.14
0,779986,5611.15
0,780001,5647.17
0,780016,5629.18
0,780032,5656.19
0,780048,5647.11
0,780062,5633.65
0,780078,5611.18
0,780093,5629.12
0,780108,5611.21
0,780125,5615.68
0,780140,5597.74
0,780154,5624.65
0,780170,5606.68
0,780199,5629.15
0,780216,5633.7
0,780230,5593.21
0,780245,5638.23
0,780261,5620.21
0,780275,5638.12
0,780291,5593.1
0,780307,5633.7
0,780321,5629.2
0,780336,5656.16
0,780352,5638.14
0,780367,5579.69
0,780382,5593.21
0,780398,5624.71
0,780413,5606.74
0,780428,5633.7
0,780443,5606.6
0,780459,5602.13
0,780474,5602.18
0,780504,5620.23
0,780519,5638.17
0,780534,5611.21
0,780550,5588.66
0,780565,5615.65
0,780579,5642.7
0,780596,5629.15
0,780610,5593.16
0,780627,5606.65
0,780644,5642.64
0,780658,5602.18
0,780673,5651.67
0,780687,5633.62
0,780704,5624.71
0,780719,5624.65
0,780734,5642.7
0,780750,5570.74
0,780765,5620.18
0,780779,5606.65
0,780795,5633.67
0,780811,5647.08
0,780825,5624.65
0,780841,5602.18
0,780855,5611.21
0,780870,5624.71
0,780887,5593.19
0,780902,5624.65
0,780917,5633.67
0,780933,5597.71
0,780947,5629.2
0,780962,5584.16
0,780977,5579.71
0,780993,5593.1
0,781008,5602.24
0,781022,5620.15
0,781038,5656.14
0,781054,5624.65
0,781068,5629.18
0,781084,5624.71
0,781099,5642.67
0,781114,5638.2
0,781131,5579.66
0,781145,5642.64
0,781160,5615.71
0,781176,5656.11
0,781190,5597.68
0,781206,5629.23
0,781222,5647.14
0,781236,5638.12
0,781251,5629.23
0,781266,5606.71
0,781282,5624.68
0,781297,5638.23
0,781311,5633.7
0,781327,5633.65
0,781343,5588.69
0,781358,5611.15
0,781374,5629.2
0,781388,5611.15
0,781403,5593.13
0,781419,5602.18
0,781434,5642.7
0,781449,5620.21
0,781466,5615.68
0,781480,5611.18
0,781495,5606.71
0,781511,5620.18
0,781526,5597.66
0,781542,5629.23
0,781557,5602.18
0,781572,5615.68
0,781588,5647.22
0,781603,5615.68
0,781618,5593.16
0,781633,5620.15
0,781647,5638.17
0,781664,5651.72
0,781679,5656.16
0,781694,5620.15
0,781710,5638.2
0,781725,5624.71
0,781740,5651.67
0,781756,5642.61
0,781770,5642.67
0,781786,5647.17
0,781802,5611.24
0,781817,5611.18
0,781833,5593.21
0,781847,5629.26
0,781862,5606.68
0,781877,5593.19
0,781894,5651.64
0,781908,5624.54
0,781923,5620.21
0,781938,5575.19
0,781954,5611.18
0,781970,5620.18
0,781984,5633.67
0,782000,5642.64
0,782015,5566.13
0,782030,5624.68
0,782047,5638.2
0,782061,5615.68
0,782076,5611.18
0,782092,5611.1
0,782106,5651.81
0,782122,5624.59
0,782137,5570.72
0,782152,5620.15
0,782167,5602.18
0,782182,5624.65
0,782198,5602.18
0,782212,5611.18
0,782228,5624.73
0,782244,5615.65
0,782258,5588.66
0,782274,5606.63
0,782290,5615.74
0,782304,5611.15
0,782319,5642.61
0,782335,5656.14
0,782350,5633.65
0,782365,5611.21
0,782380,5642.7
0,782395,5593.13
0,782410,5602.21
0,782426,5615.65
0,782441,5606.77
0,782455,5597.74
0,782473,5629.15
0,782489,5606.74
0,782503,5638.12
0,782519,5615.68
0,782534,5597.63
0,782549,5611.15
0,782565,5642.67
0,782579,5660.66
0,782594,5624.73
0,782610,5606.74
0,782625,5642.67
0,782640,5629.2
0,782656,5638.2
0,782670,5597.71
0,782685,5633.7
0,782717,5629.15
0,782732,5575.19
0,782747,5629.12
0,782762,5606.71
0,782777,5656.14
0,782792,5638.12
0,782808,5606.65
0,782822,5620.18
0,782838,5629.12
0,782854,5615.68
0,782868,5629.2
0,782883,5638.17
0,782898,5656.16
0,782915,5660.66
0,782930,5629.2
0,782945,5611.24
0,782960,5615.68
0,782975,5606.68
0,782992,5597.63
0,783006,5615.68
0,783021,5633.7
0,783037,5629.15
0,783052,5687.65
0,783067,5615.62
0,783083,5629.15
0,783099,5620.18
0,783113,5638.14
0,783128,5624.65
0,783145,5629.2
0,783159,5606.68
0,783176,5620.21
0,783190,5638.2
0,783205,5620.15
0,783221,5593.16
0,783236,5629.18
0,783251,5597.63
0,783266,5611.13
0,783281,5602.18
0,783297,5647.2
0,783312,5660.63
0,783327,5633.62
0,783342,5647.25
0,783358,5638.14
0,783374,5638.17
0,783388,5633.67
0,783404,5647.25
0,783419,5620.18
0,783450,5624.71
0,783465,5611.18
0,783481,5647.2
0,783494,5638.17
0,783510,5593.16
0,783527,5647.17
0,783541,5633.65
0,783556,5606.65
0,783571,5597.68
0,783586,5624.68
0,783602,5656.22
0,783617,5624.68
0,783633,5602.13
0,783648,5611.21
0,783663,5602.16
0,783679,5570.72
0,783693,5624.62
0,783709,5593.19
0,783724,5624.71
0,783738,5606.71
0,783755,5651.72
0,783770,5620.18
0,783784,5588.63
0,783800,5624.71
0,783814,5588.6
0,783830,5575.19
0,783846,5620.21
0,783860,5638.14
0,783876,5611.15
0,783891,5633.65
0,783907,5611.18
0,783922,5638.17
0,783937,5633.67
0,783952,5642.67
0,783967,5647.14
0,783983,5647.17
0,783998,5633.65
0,784013,5611.15
0,784028,5633.59
0,784043,5624.73
0,784057,5651.67
0,784074,5660.69
0,784089,5620.21
0,784103,5624.68
0,784119,5633.67
0,784135,5597.66
0,784150,5629.23
0,784166,5602.18
0,784180,5615.71
0,784195,5597.63
0,784211,5615.68
0,784241,5615.65
0,784257,5615.68
0,784271,5629.2
0,784286,5642.67
0,784301,5656.28
0,784318,5584.19
0,784333,5615.71
0,784348,5638.2
0,784364,5620.15
0,784380,5602.21
0,784395,5651.67
0,784410,5642.61
0,784424,5647.17
0,784441,5597.68
0,784455,5602.16
0,784471,5651.64
0,784487,5642.64
0,784501,5602.16
0,784516,5629.2
0,784531,5647.2
0,784548,5602.21
0,784563,5620.26
0,784578,5611.24
0,784593,5638.14
0,784608,5642.61
0,784623,5620.18
0,784639,5633.73
0,784654,5620.15
0,784684,5638.14
0,784699,5620.21
0,784715,5624.68
0,784730,5620.21
0,784745,5606.65
0,784759,5606.71
0,784775,5633.59
0,784791,5611.18
0,784806,5611.15
0,784822,5624.71
0,784837,5638.17
0,784851,5620.12
0,784867,5615.68
0,784883,5602.16
0,784897,5602.13
0,784912,5588.66
0,784927,5611.1
0,784943,5642.64
0,784958,5633.65
0,784973,5602.18
0,784988,5656.16
0,785003,5629.12
0,785018,5629.18
0,785035,5633.7
0,785050,5602.16
0,785065,5647.11
0,785080,5615.71
0,785094,5647.2
0,785111,5611.18
0,785126,5584.16
0,785140,5606.68
0,785156,5633.67
0,785171,5629.18
0,785186,5579.71
0,785202,5606.63
0,785218,5611.18
0,785231,5629.12
0,785247,5620.15
0,785264,5593.16
0,785279,5638.2
0,785295,5656.25
0,785309,5620.21
0,785324,5620.15
0,785339,5629.2
0,785355,5633.7
0,785370,5624.71
0,785385,5638.2
0,785400,5624.65
0,785416,5647.11
0,785431,5642.67
0,785446,5656.19
0,785461,5660.66
0,785476,5629.2
0,785493,5593.16
0,785508,5597.63
0,785522,5624.73
0,785538,5638.12
0,785553,5575.13
0,785568,5633.62
0,785584,5638.2
0,785599,5656.19
0,785613,5642.67
0,785629,5633.65
0,785643,5606.65
0,785660,5633.7
0,785676,5638.14
0,785690,5588.71
0,785704,5647.17
0,785721,5647.14
0,785736,5638.17
0,785751,5624.68
0,785768,5611.21
0,785782,5642.64
0,785797,5615.71
0,785813,5611.13
0,785828,5642.59
0,785843,5647.17
0,785858,5611.18
0,785873,5588.66
0,785889,5629.2
0,785904,5647.22
0,785919,5615.68
0,785934,5642.67
0,785949,5656.19
0,785965,5629.15
0,785979,5615.74
0,785994,5633.67
0,786011,5615.62
0,786025,5615.68
0,786041,5584.19
0,786057,5620.15
0,786071,5629.18
0,786086,5615.65
0,786102,5597.66
0,786117,5588.77
0,786132,5624.68
0,786147,5633.73
0,786162,5647.17
0,786177,5611.15
0,786193,5633.67
0,786208,5602.16
0,786223,5615.74
0,786239,5624.68
0,786254,5669.63
0,786269,5620.21
0,786285,5642.73
0,786300,5615.68
0,786314,5611.1
0,786330,5588.66
0,786346,5620.18
0,786376,5588.69
0,786390,5624.68
0,786405,5611.18
0,786436,5593.19
0,786451,5611.24
0,786466,5665.22
0,786481,5602.18
0,786498,5629.18
0,786513,5638.17
0,786528,5620.18
0,786543,5615.71
0,786557,5656.16
0,786575,5638.12
0,786590,5638.23
0,786604,5620.12
0,786620,5665.1
0,786635,5633.7
0,786650,5665.08
0,786666,5611.21
0,786681,5642.67
0,786695,5638.14
0,786711,5642.67
0,786726,5660.66
0,786742,5629.18
0,786758,5674.16
0,786772,5620.15
0,786787,5629.2
0,786804,5656.19
0,786818,5629.18
0,786833,5584.16
0,786847,5638.14
0,786864,5620.09
0,786879,5647.2
0,786893,5638.23
0,786909,5647.14
0,786924,5651.61
0,786938,5638.2
0,786955,5597.6
0,786971,5620.23
0,786985,5611.13
0,787001,5570.72
0,787017,5629.2
0,787032,5570.6
0,787048,5593.16
0,787063,5611.18
0,787077,5642.67
0,787092,5611.21
0,787108,5638.2
0,787123,5620.18
0,787137,5647.2
0,787153,5597.71
0,787168,5647.17
0,787183,5633.73
0,787200,5629.18
0,787215,5620.15
0,787229,5638.14
0,787245,5620.21
0,787261,5602.16
0,787275,5633.62
0,787291,5570.6
0,787305,5611.15
0,787320,5629.2
0,787337,5638.17
0,787351,5606.68
0,787366,5642.7
0,787382,5638.14
0,787396,5611.13
0,787411,5642.64
0,787428,5584.13
0,787443,5593.13
0,787458,5620.21
0,787473,5629.12
0,787488,5602.13
0,787503,5642.59
0,787519,5629.18
0,787534,5611.21
0,787548,5620.15
0,787564,5620.18
0,787581,5656.11
0,787595,5593.19
0,787611,5624.65
0,787626,5629.2
0,787641,5593.21
0,787657,5602.18
0,787673,5615.68
0,787687,5642.73
0,787702,5638.17
0,787717,5615.65
0,787733,5638.17
0,787748,5597.66
0,787763,5660.69
0,787778,5620.21
0,787792,5647.2
0,787809,5620.23
0,787824,5669.71
0,787838,5597.63
0,787855,5633.7
0,787870,5656.19
0,787885,5629.2
0,787901,5615.74
0,787915,5642.7
0,787930,5620.15
0,787946,5651.72
0,787961,5606.68
0,787976,5624.71
0,787992,5651.64
0,788006,5606.74
0,788021,5651.61
0,788038,5647.22
0,788052,5593.19
0,788067,5620.18
0,788083,5638.14
0,788097,5615.71
0,788114,5624.71
0,788128,5660.63
0,788143,5620.18
0,788159,5647.14
0,788175,5597.6
0,788191,5579.71
0,788206,5660.63
0,788220,5611.15
0,788236,5615.68
0,788251,5575.16
0,788266,5620.12
0,788282,5611.15
0,788296,5660.72
0,788311,5620.18
0,788327,5602.13
0,788342,5629.18
0,788357,5651.67
0,788373,5629.18
0,788387,5624.71
0,788403,5620.21
0,788419,5620.15
0,788434,5638.17
0,788449,5593.13
0,788464,5651.69
0,788479,5602.18
0,788496,5629.12
0,788511,5647.2
0,788526,5620.26
0,788541,5575.24
0,788555,5611.15
0,788571,5624.62
0,788587,5615.62
0,788601,5642.7
0,788616,5624.68
0,788633,5615.68
0,788648,5606.65
0,788663,5602.16
0,788678,5611.15
0,788693,5633.7
0,788708,5629.2
0,788725,5611.15
0,788739,5633.65
0,788755,5642.7
0,788770,5620.15
0,788785,5611.18
0,788801,5633.7
0,788816,5611.18
0,788830,5624.73
0,788846,5615.68
0,788861,5647.17
0,788877,5656.25
0,788893,5642.7
0,788908,5633.67
0,788922,5615.71
0,788937,5611.18
0,788954,5602.24
0,788968,5615.62
0,788983,5638.14
0,788999,5647.17
0,789013,5602.18
0,789029,5611.18
0,789044,5638.23
0,789059,5593.19
0,789074,5615.71
0,789088,5656.16
0,789106,5638.14
0,789121,5642.64
0,789135,5624.68
0,789151,5602.18
0,789166,5624.73
0,789181,5584.21
0,789197,5660.63
0,789212,5611.15
0,789227,5624.73
0,789242,5624.62
0,789257,5633.67
0,789273,5665.1
0,789288,5620.15
0,789303,5624.71
0,789318,5624.68
0,789335,5647.17
0,789350,5611.15
0,789365,5647.11
0,789380,5579.63
0,789396,5647.17
0,789411,5597.66
0,789425,5593.19
0,789442,5602.16
0,789457,5611.26
0,789471,5611.21
0,789487,5579.69
0,789502,5606.71
0,789517,5629.12
0,789534,5615.71
0,789548,5651.64
0,789563,5624.71
0,789580,5615.62
0,789594,5575.16
0,789609,5638.17
0,789625,5615.68
0,789639,5633.65
0,789655,5633.67
0,789669,5629.18
0,789685,5588.69
0,789700,5651.64
0,789714,5615.62
0,789731,5624.68
0,789746,5633.67
0,789761,5629.18
0,789777,5602.18
0,789792,5651.64
0,789807,5660.66
0,789823,5615.71
0,789837,5647.2
0,789852,5629.18
0,789869,5615.74
0,789883,5647.25
0,789898,5606.71
0,789913,5647.17
0,789928,5593.24
0,789943,5638.23
0,789958,5647.11
0,789975,5611.18
0,789990,5651.64
0,790004,5593.19
0,790021,5588.71
0,790036,5615.71
0,790050,5620.18
0,790066,5579.69
0,790080,5638.12
0,790096,5620.15
0,790111,5597.63
0,790126,5611.21
0,790141,5665.19
0,790157,5624.71
0,790172,5629.2
0,790187,5629.18
0,790202,5642.73
0,790218,5620.18
0,790234,5633.67
0,790248,5656.22
0,790264,5629.15
0,790279,5593.27
0,790293,5597.68
0,790309,5620.18
0,790325,5629.2
0,790340,5656.25
0,790354,5651.67
0,790370,5620.23
0,790384,5593.13
0,790400,5642.73
0,790415,5669.66
0,790430,5624.65
0,790445,5656.19
0,790461,5615.71
0,790477,5669.69
0,790491,5606.63
0,790507,5620.21
0,790522,5633.67
0,790536,5656.25
0,790553,5629.15
0,790568,5588.71
0,790583,5624.68
0,790599,5642.73
0,790615,5606.68
0,790629,5647.17
0,790645,5611.15
0,790660,5620.12
0,790674,5660.69
0,790692,5611.18
0,790707,5615.65
0,790722,5620.15
0,790736,5665.16
0,790751,5633.7
0,790766,5638.14
0,790782,5606.68
0,790797,5602.16
0,790812,5620.18
0,790826,5633.7
0,790842,5588.69
0,790858,5633.62
0,790872,5606.71
0,790888,5620.21
0,790903,5597.6
0,790919,5588.71
0,790935,5629.23
0,790949,5606.68
0,790964,5615.65
0,790981,5606.65
0,790996,5647.2
0,791011,5575.16
0,791027,5638.17
0,791041,5611.18
0,791056,5620.18
0,791072,5629.2
0,791087,5638.17
0,791102,5638.12
0,791117,5606.68
0,791132,5597.71
0,791148,5665.13
0,791164,5629.15
0,791179,5611.15
0,791193,5597.66
0,791209,5620.21
0,791224,5633.65
0,791239,5660.66
0,791255,5620.15
0,791269,5624.62
0,791284,5638.12
0,791301,5588.63
0,791315,5629.18
0,791330,5615.71
0,791345,5633.7
0,791360,5579.63
0,791377,5633.65
0,791392,5633.7
0,791407,5615.65
0,791437,5620.18
0,791453,5638.23
0,791468,5602.21
0,791483,5602.16
0,791498,5647.2
0,791513,5611.13
0,791529,5593.19
0,791544,5687.68
0,791558,5624.73
0,791574,5615.71
0,791589,5633.73
0,791603,5624.71
0,791620,5638.17
0,791635,5611.13
0,791649,5606.71
0,791666,5597.63
0,791680,5624.73
0,791696,5602.29
0,791712,5620.15
0,791726,5611.15
0,791742,5615.71
0,791758,5570.63
0,791773,5584.21
0,791788,5651.67
0,791802,5624.71
0,791818,5651.64
0,791834,5642.67
0,791848,5647.14
0,791864,5593.19
0,791879,5606.68
0,791894,5660.69
0,791911,5579.69
0,791926,5647.17
0,791941,5638.14
0,791957,5642.7
0,791971,5660.66
0,791986,5615.65
0,792002,5638.17
0,792017,5629.23
0,792032,5615.65
0,792047,5647.2
0,792062,5611.21
0,792077,5624.71
0,792093,5638.2
0,792109,5579.66
0,792124,5611.21
0,792138,5629.2
0,792154,5606.71
0,792170,5642.73
0,792184,5615.71
0,792201,5633.67
0,792216,5633.62
0,792230,5615.68
0,792262,5620.18
0,792276,5629.15
0,792291,5620.18
0,792308,5638.2
0,792338,5633.67
0,792353,5642.64
0,792368,5656.16
0,792384,5611.21
0,792399,5597.71
0,792414,5633.7
0,792428,5620.18
0,792460,5606.65
0,792474,5656.11
0,792489,5665.22
0,792505,5615.71
0,792520,5620.18
0,792536,5665.16
0,792551,5620.12
0,792566,5606.65
0,792581,5629.12
0,792596,5633.7
0,792611,5620.18
0,792627,5660.75
0,792642,5602.18
0,792657,5647.2
0,792672,5642.67
0,792687,5611.18
0,792703,5633.67
0,792717,5584.19
0,792733,5651.69
0,792749,5629.2
0,792764,5647.17
0,792779,5606.65
0,792795,5615.71
0,792809,5629.18
0,792824,5633.7
0,792841,5602.18
0,792855,5629.18
0,792870,5602.18
0,792886,5638.17
0,792900,5651.67
0,792915,5647.2
0,792931,5620.18
0,792946,5606.74
0,792961,5611.18
0,792976,5611.15
0,792993,5611.24
0,793008,5642.64
0,793022,5651.67
0,793038,5593.19
0,793054,5624.71
0,793068,5629.15
0,793085,5588.74
0,793100,5624.65
0,793114,5638.17
0,793131,5638.2
0,793145,5642.64
0,793159,5611.1
0,793177,5642.75
0,793190,5629.2
0,793205,5593.19
0,793222,5615.65
0,793236,5629.12
0,793252,5633.76
0,793267,5624.56
0,793282,5642.61
0,793298,5615.71
0,793313,5593.16
0,793329,5602.16
0,793344,5642.67
0,793359,5629.2
0,793374,5624.68
0,793389,5611.15
0,793405,5602.16
0,793420,5602.13
0,793435,5651.72
0,793449,5597.71
0,793466,5606.57
0,793482,5593.19
0,793496,5615.65
0,793512,5602.21
0,793526,5579.69
0,793541,5633.67
0,793558,5620.15
0,793572,5656.16
0,793587,5656.19
0,793602,5611.18
0,793617,5624.65
0,793633,5611.18
0,793648,5606.68
0,793663,5629.18
0,793679,5620.18
0,793693,5629.12
0,793710,5620.21
0,793725,5629.15
0,793739,5624.68
0,793755,5615.62
0,793770,5606.63
0,793785,5602.21
0,793801,5597.71
0,793816,5629.2
0,793830,5588.71
0,793845,5642.7
0,793861,5692.12
0,793876,5606.68
0,793891,5629.15
0,793907,5642.67
0,793922,5638.2
0,793938,5624.65
0,793954,5620.15
0,793968,5597.68
0,793983,5629.15
0,793998,5602.18
0,794014,5656.19
0,794029,5638.17
0,794043,5633.67
0,794059,5597.71
0,794075,5620.21
0,794089,5638.14
0,794105,5615.65
0,794119,5633.65
0,794135,5642.7
0,794151,5624.76
0,794166,5624.68
0,794181,5606.6
0,794197,5597.68
0,794211,5602.18
0,794227,5642.67
0,794241,5647.14
0,794257,5615.71
0,794273,5606.68
0,794287,5620.26
0,794303,5669.66
0,794319,5624.71
0,794333,5633.73
0,794349,5602.13
0,794365,5593.19
0,794380,5624.62
0,794395,5647.2
0,794410,5620.15
0,794426,5642.67
0,794441,5620.21
0,794455,5629.23
0,794472,5620.18
0,794487,5651.69
0,794502,5620.21
0,794517,5602.18
0,794531,5602.16
0,794548,5579.71
0,794563,5629.18
0,794578,5651.67
0,794594,5620.18
0,794609,5606.6
0,794624,5629.18
0,794640,5642.64
0,794655,5624.68
0,794669,5593.19
0,794685,5651.64
0,794701,5615.65
0,794715,5615.68
0,794731,5602.13
0,794745,5629.18
0,794760,5602.18
0,794776,5602.16
0,794791,5615.62
0,794807,5606.65
0,794822,5615.68
0,794837,5638.23
0,794852,5638.17
0,794868,5606.65
0,794883,5615.65
0,794898,5629.15
0,794913,5633.65
0,794928,5647.17
0,794944,5629.26
0,794959,5606.65
0,794973,5606.68
0,794989,5611.18
0,795003,5606.71
0,795019,5638.12
0,795036,5615.65
0,795051,5638.14
0,795065,5566.16
0,795081,5602.16
0,795096,5624.68
0,795112,5584.13
0,795127,5597.68
0,795142,5633.67
0,795158,5611.18
0,795173,5593.16
0,795188,5633.67
0,795203,5629.2
0,795218,5633.65
0,795234,5647.2
0,795249,5588.71
0,795264,5660.72
0,795280,5647.14
0,795295,5615.71
0,795309,5633.7
0,795326,5629.15
0,795340,5620.15
0,795355,5615.65
0,795371,5629.2
0,795386,5620.12
0,795401,5602.18
0,795417,5642.67
0,795431,5611.15
0,795462,5624.68
0,795477,5606.74
0,795493,5611.24
0,795508,5629.15
0,795523,5584.16
0,795539,5611.18
0,795553,5629.15
0,795568,5629.12
0,795584,5642.7
0,795598,5593.13
0,795614,5633.65
0,795631,5615.62
0,795645,5633.65
0,795660,5624.73
0,795674,5647.2
0,795691,5651.69
0,795707,5624.68
0,795722,5593.19
0,795737,5638.2
0,795753,5611.21
0,795768,5647.17
0,795782,5606.68
0,795797,5624.62
0,795813,5611.18
0,795829,5579.6
0,795843,5620.15
0,795858,5624.79
0,795874,5611.21
0,795888,5597.74
0,795904,5629.18
0,795918,5642.61
0,795935,5584.21
0,795950,5611.15
0,795966,5602.21
0,795983,5624.65
0,795998,5620.21
0,796012,5620.12
0,796027,5611.21
0,796044,5629.18
0,796058,5615.74
0,796073,5629.2
0,796088,5575.22
0,796103,5615.74
0,796119,5584.13
0,796134,5611.18
0,796150,5656.19
0,796165,5611.24
0,796179,5665.19
0,796196,5593.16
0,796211,5624.68
0,796225,5620.18
0,796240,5588.63
0,796256,5597.71
0,796271,5651.64
0,796286,5660.66
0,796302,5624.71
0,796316,5579.66
0,796331,5615.71
0,796347,5611.18
0,796363,5593.13
0,796378,5584.1
0,796393,5593.16
0,796408,5593.21
0,796424,5615.68
0,796438,5647.17
0,796453,5584.19
0,796469,5593.16
0,796483,5615.68
0,796499,5647.11
0,796515,5629.26
0,796529,5575.16
0,796544,5606.65
0,796560,5638.2
0,796576,5638.23
0,796591,5593.16
0,796606,5615.68
