time,время_rho_in,rho_in
0,2.28962e+06,858.838
0,2.28971e+06,858.736
0,2.29008e+06,858.634
0,2.29053e+06,858.532
0,2.29096e+06,858.43
0,2.29196e+06,858.328
0,2.29331e+06,858.226
0,2.29486e+06,858.328
0,2.2952e+06,858.43
0,2.29538e+06,858.535
0,2.29553e+06,858.637
0,2.29569e+06,858.745
0,2.29593e+06,858.851
0,2.29645e+06,858.742
0,2.29664e+06,858.631
0,2.29681e+06,858.526
0,2.29703e+06,858.421
0,2.29732e+06,858.318
0,2.29776e+06,858.217
0,2.30073e+06,858.318
0,2.3044e+06,858.42
0,2.30474e+06,858.526
0,2.3049e+06,858.634
0,2.30502e+06,858.739
0,2.30515e+06,858.854
0,2.30528e+06,858.956
0,2.30542e+06,859.058
0,2.30559e+06,859.163
0,2.30583e+06,859.278
0,2.30626e+06,859.383
0,2.30804e+06,859.485
0,2.30838e+06,859.587
0,2.30885e+06,859.689
0,2.30928e+06,859.798
0,2.30961e+06,859.9
0,2.31002e+06,860.011
0,2.31033e+06,860.113
0,2.31073e+06,860.218
0,2.31114e+06,860.321
0,2.31153e+06,860.423
0,2.31201e+06,860.525
0,2.313e+06,860.627
0,2.31492e+06,860.522
0,2.31554e+06,860.416
0,2.31602e+06,860.314
0,2.31631e+06,860.439
0,2.31635e+06,860.557
0,2.3164e+06,860.666
0,2.31643e+06,860.836
0,2.31644e+06,860.979
0,2.31646e+06,861.145
0,2.31647e+06,861.321
0,2.31649e+06,861.458
0,2.31652e+06,861.567
0,2.31657e+06,861.819
0,2.31658e+06,862.083
0,2.3166e+06,862.406
0,2.31661e+06,862.83
0,2.31663e+06,863.324
0,2.31664e+06,863.825
0,2.31667e+06,864.39
0,2.31672e+06,863.835
0,2.31673e+06,863.488
0,2.31675e+06,863.147
0,2.31676e+06,862.802
0,2.31678e+06,862.451
0,2.3168e+06,862.161
0,2.31681e+06,861.986
0,2.31683e+06,861.864
0,2.31689e+06,861.753
0,2.31692e+06,861.615
0,2.31693e+06,861.781
0,2.31695e+06,862.027
0,2.31696e+06,862.157
0,2.31702e+06,861.982
0,2.31718e+06,861.864
0,2.31722e+06,861.756
0,2.31725e+06,861.628
0,2.31728e+06,861.523
0,2.31731e+06,861.379
0,2.31734e+06,861.223
0,2.31737e+06,861.086
0,2.3174e+06,860.958
0,2.31743e+06,860.846
0,2.31746e+06,860.738
0,2.31751e+06,860.607
0,2.31754e+06,860.473
0,2.3176e+06,860.361
0,2.31766e+06,860.243
0,2.31772e+06,860.141
0,2.31782e+06,860.019
0,2.31791e+06,859.898
0,2.31801e+06,859.793
0,2.31817e+06,859.687
0,2.31829e+06,859.585
0,2.31843e+06,859.483
0,2.31852e+06,859.375
0,2.31867e+06,859.272
0,2.31888e+06,859.17
0,2.31925e+06,859.065
0,2.31961e+06,858.963
0,2.32013e+06,858.861
0,2.32175e+06,858.759
0,2.32493e+06,858.654
0,2.32632e+06,858.552
0,2.32733e+06,858.45
0,2.32882e+06,858.342
0,2.32993e+06,858.231
0,2.33103e+06,858.129
0,2.33179e+06,858.027
0,2.33292e+06,857.915
0,2.33429e+06,857.814
0,2.33792e+06,857.711
0,2.33981e+06,857.817
0,2.34008e+06,857.928
0,2.34028e+06,858.034
0,2.3405e+06,858.142
0,2.3408e+06,858.251
0,2.34152e+06,858.358
0,2.34349e+06,858.461
0,2.34403e+06,858.563
0,2.34434e+06,858.684
0,2.34457e+06,858.792
0,2.34483e+06,858.894
0,2.34513e+06,858.996
0,2.34542e+06,859.098
0,2.34574e+06,859.21
0,2.34626e+06,859.312
0,2.34771e+06,859.207
0,2.34867e+06,859.104
0,2.34954e+06,859.002
0,2.35042e+06,858.9
0,2.35227e+06,859.005
0,2.35246e+06,859.123
0,2.35263e+06,859.225
0,2.35286e+06,859.33
0,2.35306e+06,859.438
0,2.35348e+06,859.541
0,2.35371e+06,859.607
0,2.35417e+06,859.71
0,2.35455e+06,859.811
0,2.35501e+06,859.913
0,2.35622e+06,860.015
0,2.3575e+06,859.976
0,2.36291e+06,860.085
0,2.36346e+06,860.187
0,2.36452e+06,860.082
0,2.3648e+06,859.974
0,2.36509e+06,859.872
0,2.36539e+06,859.763
0,2.36582e+06,859.661
0,2.36664e+06,859.559
0,2.36785e+06,859.661
0,2.36977e+06,859.552
0,2.37103e+06,859.66
0,2.37236e+06,859.551
0,2.37259e+06,859.45
0,2.37285e+06,859.344
0,2.37318e+06,859.236
0,2.37358e+06,859.131
0,2.37416e+06,859.029
0,2.3749e+06,858.927
0,2.37578e+06,858.825
0,2.3763e+06,858.719
0,2.38018e+06,858.639
0,2.38171e+06,858.537
0,2.382e+06,858.435
0,2.3822e+06,858.328
0,2.38241e+06,858.216
0,2.38257e+06,858.114
0,2.3828e+06,858.009
0,2.38302e+06,857.907
0,2.38328e+06,857.805
0,2.38366e+06,857.702
0,2.38436e+06,857.601
0,2.38704e+06,857.706
0,2.38786e+06,857.808
0,2.38991e+06,857.916
0,2.39037e+06,858.018
0,2.39066e+06,858.12
0,2.39085e+06,858.235
0,2.39108e+06,858.346
0,2.39119e+06,858.467
0,2.39125e+06,858.576
0,2.39133e+06,858.678
0,2.39142e+06,858.799
0,2.39152e+06,858.904
0,2.39163e+06,859.009
0,2.39177e+06,859.124
0,2.39192e+06,859.226
0,2.3921e+06,859.334
0,2.39236e+06,859.443
0,2.39374e+06,859.334
0,2.39409e+06,859.229
0,2.39453e+06,859.128
0,2.39516e+06,859.026
0,2.39593e+06,858.924
0,2.3966e+06,858.818
0,2.39999e+06,858.758
0,2.40104e+06,858.86
0,2.40156e+06,858.962
0,2.40208e+06,859.064
0,2.40285e+06,859.166
0,2.40313e+06,859.267
0,2.40337e+06,859.376
0,2.40384e+06,859.274
0,2.40404e+06,859.172
0,2.40432e+06,859.07
0,2.4047e+06,858.968
0,2.40502e+06,858.866
0,2.40534e+06,858.758
0,2.40574e+06,858.652
0,2.40618e+06,858.547
0,2.40672e+06,858.442
0,2.40749e+06,858.34
0,2.41133e+06,858.442
0,2.41173e+06,858.547
0,2.41208e+06,858.649
0,2.41242e+06,858.751
0,2.41277e+06,858.853
0,2.41347e+06,858.964
0,2.41542e+06,859.067
0,2.41583e+06,859.172
0,2.41608e+06,859.277
0,2.41626e+06,859.392
0,2.41642e+06,859.5
0,2.41658e+06,859.602
0,2.41678e+06,859.704
0,2.41748e+06,859.602
0,2.41761e+06,859.488
0,2.41775e+06,859.373
0,2.41787e+06,859.261
0,2.41798e+06,859.156
0,2.4181e+06,859.054
0,2.41822e+06,858.939
0,2.41835e+06,858.831
0,2.41848e+06,858.722
0,2.41864e+06,858.604
0,2.4188e+06,858.496
0,2.41899e+06,858.394
0,2.41917e+06,858.29
0,2.41929e+06,858.17
0,2.41946e+06,858.062
0,2.4197e+06,857.948
0,2.42001e+06,857.846
0,2.42036e+06,857.74
0,2.42076e+06,857.635
0,2.42117e+06,857.527
0,2.42148e+06,857.425
0,2.4217e+06,857.313
0,2.42198e+06,857.199
0,2.42323e+06,857.304
0,2.42364e+06,857.406
0,2.42509e+06,857.298
0,2.42722e+06,857.19
0,2.42745e+06,857.085
0,2.42762e+06,856.973
0,2.42779e+06,856.858
0,2.42794e+06,856.756
0,2.42806e+06,856.655
0,2.42823e+06,856.552
0,2.4284e+06,856.447
0,2.42863e+06,856.345
0,2.42896e+06,856.24
0,2.43094e+06,856.345
0,2.43158e+06,856.45
0,2.43236e+06,856.552
0,2.43645e+06,856.653
0,2.43695e+06,856.758
0,2.43744e+06,856.86
0,2.43811e+06,856.965
0,2.43884e+06,857.07
0,2.4395e+06,857.175
0,2.43985e+06,857.277
0,2.44006e+06,857.385
0,2.44026e+06,857.503
0,2.44046e+06,857.621
0,2.44066e+06,857.733
0,2.44088e+06,857.834
0,2.44113e+06,857.94
0,2.44156e+06,858.051
0,2.44284e+06,857.949
0,2.44336e+06,857.843
0,2.44378e+06,857.742
0,2.44421e+06,857.633
0,2.44608e+06,857.735
0,2.44648e+06,857.84
0,2.4468e+06,857.913
0,2.44731e+06,858.015
0,2.44828e+06,857.91
0,2.44848e+06,857.799
0,2.44863e+06,857.697
0,2.44875e+06,857.588
0,2.44886e+06,857.47
0,2.44897e+06,857.356
0,2.44907e+06,857.244
0,2.44917e+06,857.142
0,2.44926e+06,857.037
0,2.44935e+06,856.922
0,2.44946e+06,856.805
0,2.44956e+06,856.687
0,2.44967e+06,856.582
0,2.44976e+06,856.476
0,2.44988e+06,856.368
0,2.45e+06,856.266
0,2.45012e+06,856.164
0,2.45045e+06,855.935
0,2.45077e+06,855.731
0,2.45121e+06,855.524
0,2.45241e+06,855.307
0,2.45449e+06,855.514
0,2.45479e+06,855.727
0,2.45502e+06,855.957
0,2.4552e+06,856.183
0,2.4553e+06,856.288
0,2.45539e+06,856.406
0,2.45548e+06,856.52
0,2.45556e+06,856.622
0,2.45563e+06,856.724
0,2.45572e+06,856.839
0,2.4558e+06,856.944
0,2.45591e+06,857.059
0,2.456e+06,857.164
0,2.4561e+06,857.272
0,2.45621e+06,857.38
0,2.45635e+06,857.501
0,2.45648e+06,857.617
0,2.45665e+06,857.718
0,2.45684e+06,857.82
0,2.45705e+06,857.935
0,2.45728e+06,858.037
0,2.45749e+06,858.154
0,2.45764e+06,858.266
0,2.45775e+06,858.371
0,2.45786e+06,858.48
0,2.45796e+06,858.601
0,2.45806e+06,858.703
0,2.45816e+06,858.811
0,2.45828e+06,858.929
0,2.4584e+06,859.031
0,2.45862e+06,859.133
0,2.45911e+06,859.238
0,2.46007e+06,859.136
0,2.4606e+06,859.034
0,2.46252e+06,858.929
0,2.4642e+06,858.821
0,2.46841e+06,858.763
0,2.46882e+06,858.661
0,2.46906e+06,858.553
0,2.46931e+06,858.442
0,2.46957e+06,858.336
0,2.47067e+06,858.438
0,2.47114e+06,858.546
0,2.47188e+06,858.651
0,2.4729e+06,858.753
0,2.47416e+06,858.86
0,2.47545e+06,858.758
0,2.4774e+06,858.86
0,2.47794e+06,858.972
0,2.47922e+06,859.074
0,2.4799e+06,859.179
0,2.48384e+06,859.281
0,2.49244e+06,859.18
0,2.49434e+06,859.197
0,2.49617e+06,859.305
0,2.49706e+06,859.407
0,2.5005e+06,859.305
0,2.50149e+06,859.417
0,2.50198e+06,859.519
0,2.50337e+06,859.628
0,2.50478e+06,859.551
0,2.50532e+06,859.657
0,2.5057e+06,859.762
0,2.5061e+06,859.867
0,2.50675e+06,859.969
0,2.50924e+06,860.071
0,2.5104e+06,860.18
0,2.51148e+06,860.282
0,2.51242e+06,860.387
0,2.51474e+06,860.489
0,2.5164e+06,860.592
0,2.51695e+06,860.703
0,2.52049e+06,860.827
0,2.52081e+06,860.874
0,2.52252e+06,860.773
0,2.52532e+06,860.668
0,2.52608e+06,860.562
0,2.52665e+06,860.46
0,2.52729e+06,860.352
0,2.52814e+06,862.23
0,2.52816e+06,861.504
0,2.52817e+06,860.526
0,2.52819e+06,860.397
0,2.52824e+06,860.291
0,2.5288e+06,860.184
0,2.52991e+06,860.069
0,2.53211e+06,859.963
0,2.53397e+06,859.861
0,2.53464e+06,859.963
0,2.53805e+06,859.863
0,2.53897e+06,859.758
0,2.54188e+06,859.865
0,2.54225e+06,859.968
0,2.54268e+06,860.07
0,2.54359e+06,860.172
0,2.54574e+06,860.274
0,2.5476e+06,860.172
0,2.54804e+06,860.07
0,2.54872e+06,859.969
0,2.55369e+06,860.071
0,2.5544e+06,860.176
0,2.55548e+06,860.278
0,2.55934e+06,860.386
0,2.56068e+06,860.489
0,2.56178e+06,860.593
0,2.56284e+06,860.696
0,2.56409e+06,860.797
0,2.56563e+06,860.904
0,2.5675e+06,861.005
0,2.57051e+06,861.107
0,2.57168e+06,860.992
0,2.572e+06,860.887
0,2.57235e+06,860.782
0,2.57282e+06,860.677
0,2.57401e+06,860.572
0,2.57589e+06,860.688
0,2.57621e+06,860.789
0,2.57651e+06,860.891
0,2.57691e+06,860.994
0,2.57699e+06,861.013
0,2.57839e+06,860.906
0,2.58286e+06,861.014
0,2.58328e+06,861.116
0,2.5837e+06,861.225
0,2.58409e+06,861.33
0,2.58444e+06,861.432
0,2.58473e+06,861.546
0,2.58499e+06,861.649
0,2.58522e+06,861.754
0,2.58556e+06,861.856
0,2.5893e+06,861.956
0,2.59049e+06,862.059
0,2.59176e+06,862.167
0,2.59333e+06,862.062
0,2.5941e+06,861.96
0,2.59493e+06,861.852
0,2.59546e+06,861.75
0,2.59592e+06,861.648
0,2.59633e+06,861.54
0,2.59674e+06,861.438
0,2.59728e+06,861.332
0,2.59781e+06,861.23
0,2.59834e+06,861.128
0,2.59909e+06,861.026
0,2.60135e+06,860.921
0,2.60232e+06,860.819
0,2.6031e+06,860.717
0,2.60384e+06,860.612
0,2.60476e+06,860.51
0,2.60705e+06,860.618
0,2.60711e+06,860.73
0,2.60999e+06,860.629
0,2.61072e+06,860.527
0,2.61432e+06,860.629
0,2.61777e+06,860.521
0,2.62069e+06,860.419
0,2.6211e+06,860.317
0,2.62162e+06,860.215
0,2.624e+06,860.321
0,2.62473e+06,860.422
0,2.6251e+06,860.524
0,2.62542e+06,860.635
0,2.62568e+06,860.737
0,2.62598e+06,860.839
0,2.62637e+06,860.948
0,2.62778e+06,860.844
0,2.62838e+06,860.743
0,2.63289e+06,860.845
0,2.63339e+06,860.947
0,2.63374e+06,861.049
0,2.63416e+06,861.158
0,2.63426e+06,861.261
0,2.63481e+06,861.364
0,2.63524e+06,861.466
0,2.63568e+06,861.572
0,2.63643e+06,861.674
0,2.63845e+06,861.778
0,2.64078e+06,861.879
0,2.64213e+06,861.985
0,2.6422e+06,861.972
0,2.64327e+06,862.074
0,2.64335e+06,862.192
0,2.64738e+06,862.293
0,2.64838e+06,862.191
0,2.649e+06,862.086
0,2.65013e+06,861.984
0,2.65094e+06,861.878
0,2.652e+06,861.776
0,2.65307e+06,861.674
0,2.65388e+06,861.569
0,2.65462e+06,861.492
0,2.65554e+06,861.39
0,2.65706e+06,861.288
0,2.65911e+06,861.395
0,2.66022e+06,861.295
0,2.66049e+06,861.193
0,2.66071e+06,861.091
0,2.66089e+06,860.989
0,2.66107e+06,860.887
0,2.66124e+06,860.784
0,2.66147e+06,860.669
0,2.6617e+06,860.561
0,2.66194e+06,860.456
0,2.66214e+06,860.347
0,2.66237e+06,860.242
0,2.66254e+06,860.136
0,2.6627e+06,860.028
0,2.66284e+06,859.926
0,2.66301e+06,859.815
0,2.66316e+06,859.71
0,2.66334e+06,859.604
0,2.66353e+06,859.499
0,2.66377e+06,859.391
0,2.66487e+06,859.491
0,2.66507e+06,859.567
0,2.6653e+06,859.672
0,2.66556e+06,859.783
0,2.66577e+06,859.886
0,2.66603e+06,859.991
0,2.6663e+06,860.096
0,2.66661e+06,860.211
0,2.66693e+06,860.323
0,2.66726e+06,860.424
0,2.66757e+06,860.555
0,2.66796e+06,860.658
0,2.66858e+06,860.765
0,2.6699e+06,860.867
0,2.67173e+06,860.842
0,2.67277e+06,860.944
0,2.67313e+06,861.049
0,2.6735e+06,861.152
0,2.67374e+06,861.257
0,2.674e+06,861.362
0,2.67426e+06,861.471
0,2.67461e+06,861.572
0,2.67499e+06,861.675
0,2.6765e+06,861.573
0,2.67697e+06,861.471
0,2.67761e+06,861.362
0,2.67821e+06,861.257
