time,время_visc_in,visc_in
0,693129,9.69163
0,693144,9.82134
0,693159,9.92017
0,693174,9.91399
0,693190,10.3124
0,693206,9.86766
0,693221,9.87075
0,693237,9.96958
0,693251,9.9634
0,693266,9.81825
0,693283,9.71943
0,693298,9.71325
0,693312,9.92017
0,693328,9.91708
0,693342,9.92017
0,693358,9.76884
0,693375,9.76266
0,693389,9.76884
0,693404,9.96649
0,693419,9.96958
0,693435,9.76884
0,693452,9.76266
0,693466,10.019
0,693481,9.91708
0,693511,9.76884
0,693527,9.76575
0,693542,9.81825
0,693557,9.82134
0,693572,9.81516
0,693587,9.96958
0,693603,9.95722
0,693617,9.81825
0,693633,9.86766
0,693648,9.86458
0,693663,9.96958
0,693680,9.76884
0,693709,9.96958
0,693725,9.96031
0,693739,9.86766
0,693754,9.92017
0,693770,9.91708
0,693785,9.76884
0,693815,10.019
0,693830,9.82134
0,693845,9.81207
0,693861,9.86766
0,693877,9.80281
0,693891,9.76884
0,693907,9.87075
0,693923,9.86149
0,693937,9.81825
0,693953,9.87075
0,693998,9.86149
0,694013,9.92017
0,694029,9.81825
0,694043,9.81207
0,694058,9.86766
0,694089,9.81825
0,694105,9.92017
0,694120,9.9109
0,694135,9.92017
0,694150,10.019
0,694181,9.81825
0,694197,9.81207
0,694212,9.96958
0,694227,10.019
0,694242,10.0159
0,694258,9.92017
0,694273,9.91708
0,694288,9.86766
0,694318,9.86458
0,694334,9.87075
0,694350,9.86766
0,694364,9.96958
0,694379,9.81825
0,694396,9.81516
0,694410,9.92017
0,694425,9.96958
0,694455,9.92017
0,694472,9.91399
0,694486,9.86766
0,694502,10.2691
0,694516,10.2661
0,694531,10.2691
0,694548,10.2661
0,694563,10.2691
0,694579,10.1178
0,694594,10.1116
0,694608,10.0684
0,694624,10.0035
0,694639,9.96958
0,694655,10.019
0,694670,10.0128
0,694684,9.96958
0,694700,10.0653
0,694730,9.92017
0,694746,9.91708
0,694760,9.92017
0,694775,9.86766
0,694793,9.86458
0,694808,10.0684
0,694823,10.0653
0,694838,9.96649
0,694852,9.86766
0,694869,9.86149
0,694884,10.4205
0,694899,10.0684
0,694929,10.1178
0,694945,10.1116
0,694959,9.96958
0,694975,9.82134
0,694990,9.81825
0,695005,9.86766
0,695036,10.1178
0,695051,9.96958
0,695067,9.9634
0,695081,9.92017
0,695127,9.86766
0,695142,9.86149
0,695157,9.92017
0,695173,10.019
0,695205,9.92017
0,695220,9.91708
0,695234,9.92017
0,695266,9.91399
0,695280,9.86766
0,695296,9.86458
0,695310,10.019
0,695325,10.1209
0,695341,10.1116
0,695356,9.92017
0,695371,10.0684
0,695401,9.92017
0,695416,9.91399
0,695432,9.92017
0,695448,10.1209
0,695463,10.1147
0,695478,10.0684
0,695493,10.0653
0,695508,10.019
0,695524,9.92017
0,695539,9.9109
0,695553,9.92017
0,695569,9.95722
0,695585,10.019
0,695599,10.0159
0,695615,10.0128
0,695629,9.96958
0,695675,10.019
0,695690,10.0128
0,695706,10.019
0,695720,9.91708
0,695737,9.91399
0,695752,9.92017
0,695768,9.91708
0,695782,9.92017
0,695797,10.019
0,695812,10.0128
0,695830,10.0159
0,695845,9.92017
0,695875,9.87075
0,695890,9.86149
0,695906,9.86766
0,695920,10.0684
0,695936,10.0653
0,695950,9.86766
0,695967,9.86458
0,695983,10.1178
0,696013,10.1116
0,696028,10.0684
0,696042,10.0653
0,696058,9.92017
0,696074,10.1178
0,696088,10.1116
0,696104,9.86766
0,696119,9.81825
0,696133,9.82134
0,696150,9.86766
0,696164,9.86458
0,696179,9.96958
0,696195,9.96649
0,696225,9.96958
0,696241,9.96649
0,696256,10.019
0,696286,10.0128
0,696302,10.019
0,696316,9.97884
0,696332,9.92017
0,696347,9.96958
0,696361,9.96031
0,696378,9.87075
0,696392,9.91708
0,696408,9.92017
0,696423,9.87075
0,696437,9.86458
0,696455,9.96958
0,696469,9.87075
0,696484,9.86458
0,696500,10.0684
0,696514,10.0653
0,696530,9.96649
0,696546,9.92017
0,696560,9.9109
0,696575,10.2197
0,696590,10.124
0,696606,10.019
0,696621,9.92017
0,696636,9.91399
0,696651,9.92017
0,696665,9.86766
0,696698,10.2166
0,696712,10.2136
0,696728,9.96958
0,696743,10.0684
0,696757,10.0622
0,696774,9.86766
0,696790,9.86458
0,696804,10.0684
0,696820,10.1178
0,696834,10.1116
0,696850,9.92017
0,696866,9.91708
0,696880,9.92017
0,696895,10.368
0,696911,10.3618
0,696926,9.92017
0,696957,9.91708
0,696972,10.0684
0,696987,10.0653
0,697003,9.96649
0,697018,9.86766
0,697033,9.86458
0,697049,10.019
0,697064,9.98193
0,697078,9.92017
0,697094,9.91708
0,697110,9.91399
0,697124,9.92017
0,697140,10.2197
0,697170,10.1178
0,697186,10.1116
0,697200,9.96958
0,697215,10.0684
0,697231,10.0622
0,697247,10.2197
0,697263,10.2166
0,697277,9.92017
0,697292,9.96958
0,697308,9.9634
0,697322,10.019
0,697338,10.0159
0,697354,10.019
0,697368,9.92017
0,697383,9.91399
0,697399,10.019
0,697414,9.96958
0,697429,9.96649
0,697444,10.1672
0,697459,10.1641
0,697475,10.019
0,697489,10.0684
0,697505,10.0622
0,697521,9.96958
0,697535,9.9634
0,697552,9.92017
0,697566,10.0684
0,697581,10.0622
0,697597,9.92017
0,697611,9.96649
0,697627,9.96958
0,697643,9.87075
0,697657,9.86149
0,697672,10.1703
0,697687,9.92017
0,697718,9.96649
0,697750,10.019
0,697765,9.96958
0,697781,9.9634
0,697796,9.87075
0,697811,9.86766
0,697841,10.1672
0,697855,10.1641
0,697872,10.2197
0,697887,9.92017
0,697917,10.3216
0,697933,10.3186
0,697947,10.019
0,697963,9.96958
0,697977,9.9634
0,697992,9.87075
0,698009,9.86766
0,698024,10.2691
0,698039,9.92017
0,698055,9.91399
0,698069,9.86766
0,698085,9.90781
0,698101,9.96649
0,698115,9.87075
0,698130,9.86458
0,698145,9.82134
0,698160,10.019
0,698191,9.81825
0,698206,9.81516
0,698220,9.96958
0,698236,9.81825
0,698252,9.81516
0,698267,9.86766
0,698298,10.019
0,698312,10.0221
0,698330,10.0128
0,698344,10.019
0,698358,9.96649
0,698375,9.92017
0,698405,9.91399
0,698420,9.82134
0,698435,9.87075
0,698450,9.86766
0,698465,10.019
0,698480,10.0128
0,698496,10.019
0,698511,9.91708
0,698527,9.91399
0,698541,9.81825
0,698557,9.81516
0,698573,9.91708
0,698587,9.87075
0,698603,9.86458
0,698618,9.92017
0,698632,10.2197
0,698649,10.2228
0,698664,9.86766
0,698678,9.86149
0,698694,10.019
0,698708,9.87075
0,698724,9.86766
0,698740,9.96958
0,698754,9.96649
0,698770,9.96958
0,698787,9.92017
0,698802,9.91399
0,698817,9.96958
0,698832,10.0993
0,698847,10.1209
0,698861,9.87075
0,698878,9.86149
0,698893,9.92017
0,698907,10.6212
0,698937,10.1178
0,698954,10.1147
0,698970,10.0684
0,698984,9.82134
0,698999,9.81516
0,699015,9.87075
0,699030,9.86458
0,699045,9.87075
0,699060,10.0684
0,699075,10.0622
0,699090,9.92017
0,699105,10.019
0,699136,9.87075
0,699151,9.86458
0,699167,9.92017
0,699227,9.91708
0,699243,10.0684
0,699257,10.4699
0,699273,10.4668
0,699289,10.3216
0,699303,10.3186
0,699318,10.0684
0,699333,9.92017
0,699350,9.91399
0,699365,9.86766
0,699381,10.2197
0,699410,10.019
0,699427,10.0128
0,699442,10.019
0,699456,9.96958
0,699487,9.92017
0,699502,9.91708
0,699518,10.019
0,699533,10.2691
0,699547,10.263
0,699563,9.96958
0,699578,9.94796
0,699595,9.92017
0,699609,10.1209
0,699625,10.1116
0,699640,9.81825
0,699656,9.76884
0,699671,9.77193
0,699685,10.1209
0,699701,10.1147
0,699717,9.92017
0,699731,9.96649
0,699747,9.9634
0,699762,9.86766
0,699793,10.1703
0,699807,10.019
0,699822,10.0128
0,699838,9.87075
0,699853,10.1086
0,699869,10.1209
0,699884,9.96649
0,699899,9.96031
0,699914,9.82134
0,699929,9.92017
0,699959,9.87075
0,699975,9.86458
0,699990,9.92017
0,700021,9.91399
0,700035,9.96649
0,700067,9.86766
0,700081,10.019
0,700097,10.0128
0,700112,9.92017
0,700127,9.82134
0,700142,9.81825
0,700157,9.96649
0,700173,9.9634
0,700187,9.86766
0,700203,9.91708
0,700233,10.2197
0,700264,10.1178
0,700280,9.86766
0,700296,9.86458
0,700310,9.86766
0,700326,9.86458
0,700342,10.1703
0,700356,10.019
0,700372,10.0128
0,700387,9.87075
0,700401,9.96958
0,700432,10.0221
0,700447,10.0159
0,700463,9.96649
0,700477,9.87075
0,700494,9.86458
0,700509,9.81825
0,700524,9.81516
0,700539,9.92017
0,700570,9.91399
0,700585,9.92017
0,700600,9.96031
0,700615,10.019
0,700629,9.96649
0,700646,9.9634
0,700661,9.96649
0,700675,9.96958
0,700691,9.96649
0,700705,9.86766
0,700721,9.86458
0,700738,9.92017
0,700752,9.96649
0,700767,9.9634
0,700782,9.96958
0,700797,9.96649
0,700814,10.1178
0,700828,10.0684
0,700844,10.0622
0,700859,10.019
0,700873,9.96649
0,700889,9.96958
0,700904,9.92017
0,700920,9.91399
0,700935,9.87075
0,700949,9.92017
0,700965,9.91708
0,700982,10.1703
0,700997,10.1672
0,701012,10.0221
0,701027,9.92017
0,701042,9.91399
0,701058,9.92017
0,701072,9.91708
0,701087,9.87075
0,701104,9.96958
0,701118,9.9634
0,701134,9.87075
0,701149,10.0684
0,701179,9.96649
0,701195,9.96031
0,701210,9.92017
0,701225,9.91708
0,701241,9.92017
0,701256,10.0684
0,701270,10.0653
0,701286,10.1703
0,701301,9.87075
0,701316,9.86458
0,701331,10.019
0,701347,10.0591
0,701362,10.1178
0,701378,10.368
0,701393,10.3587
0,701409,10.1209
0,701423,9.86766
0,701438,9.87075
0,701453,9.86766
0,701469,9.86149
0,701484,10.2691
0,701499,10.0715
0,701514,10.0622
0,701529,9.92017
0,701545,9.91708
0,701560,10.019
0,701575,9.92017
0,701591,9.91399
0,701607,9.92017
0,701621,9.83987
0,701637,9.76884
0,701651,9.92017
0,701666,9.91399
0,701683,9.87075
0,701697,9.96649
0,701728,9.87075
0,701742,9.86458
0,701758,9.96649
0,701773,9.96958
0,701788,9.9634
0,701803,10.0684
0,701817,10.0653
0,701835,9.92017
0,701865,9.91399
0,701880,10.019
0,701926,9.92017
0,701940,9.91399
0,701956,10.019
0,702002,9.92017
0,702016,9.91708
0,702031,10.0684
0,702047,9.87075
0,702063,9.86149
0,702078,10.019
0,702108,9.82134
0,702123,10.019
0,702138,10.0128
0,702154,9.96958
0,702185,9.96649
0,702201,10.0684
0,702215,10.0622
0,702230,9.87075
0,702246,9.91708
0,702276,9.92017
0,702293,9.91708
0,702307,10.2722
0,702322,10.0684
0,702337,10.0622
0,702353,9.96649
0,702399,10.019
0,702413,10.0128
0,702430,9.96958
0,702445,10.019
0,702475,9.87075
0,702490,9.86458
0,702506,9.96649
0,702522,10.019
0,702536,10.0128
0,702551,9.96958
0,702567,9.9634
0,702582,9.92017
0,702597,9.96649
0,702612,9.9634
0,702627,10.1178
0,702642,9.96958
0,702658,9.96649
0,702673,10.019
0,702688,10.0128
0,702702,9.87075
0,702719,9.81825
0,702749,10.019
0,702765,10.0159
0,702779,9.92017
0,702795,9.87075
0,702810,9.86149
0,702825,9.96649
0,702855,9.86766
0,702871,10.019
0,702885,10.0128
0,702901,10.2197
0,702917,10.019
0,702948,10.2691
0,702962,10.2599
0,702977,9.96958
0,702993,10.019
0,703008,10.0159
0,703023,9.96649
0,703039,9.9634
0,703053,9.96649
0,703083,9.9634
0,703099,10.019
0,703114,10.0159
0,703129,9.82134
0,703145,10.1178
0,703160,10.1116
0,703176,9.92017
0,703191,9.86766
0,703205,9.87075
0,703221,9.86766
0,703236,9.86458
0,703251,9.96958
0,703267,9.81825
0,703281,9.81516
0,703296,9.92017
0,703313,9.91708
0,703327,10.0684
0,703342,10.019
0,703358,10.0128
0,703374,10.019
0,703389,10.0437
0,703405,10.0684
0,703420,9.92017
0,703434,9.91399
0,703450,9.82134
0,703465,10.4699
0,703496,10.1672
0,703510,10.1641
0,703526,9.91708
0,703541,9.92017
0,703555,9.91399
0,703572,9.96649
0,703602,9.82134
0,703618,10.019
0,703632,10.0128
0,703648,9.86766
0,703664,10.0561
0,703678,10.1703
0,703693,9.87075
0,703708,9.86149
0,703724,9.86766
0,703739,9.87075
0,703754,9.86766
0,703769,10.0684
0,703783,10.0653
0,703800,10.019
0,703815,9.81825
0,703830,9.81207
0,703846,10.019
0,703861,10.0159
0,703876,9.92017
0,703907,9.9109
0,703921,9.82134
0,703936,9.81825
0,703967,9.86766
0,703982,9.86149
0,703997,10.0684
0,704012,10.0159
0,704045,9.81825
0,704060,9.81516
0,704073,9.92017
0,704090,10.0684
0,704106,10.0622
0,704120,9.96958
0,704135,9.9634
0,704150,9.96958
0,704165,10.0159
0,704182,10.0128
0,704196,9.81825
0,704211,9.91708
0,704241,9.86766
0,704257,9.86149
0,704273,10.019
0,704288,9.86766
0,704318,9.81825
0,704349,9.91708
0,704364,10.2197
0,704379,10.2136
0,704395,10.2691
0,704409,10.1116
0,704425,10.019
0,704440,9.96958
0,704455,9.9634
0,704470,10.0684
0,704515,9.86766
0,704531,9.86149
0,704547,9.87075
0,704561,9.91708
0,704577,9.91399
0,704592,9.86766
0,704623,9.92017
0,704637,9.96649
0,704654,9.96031
0,704669,9.86766
0,704683,10.8219
0,704713,9.96649
0,704730,9.96031
0,704746,9.86766
0,704760,10.1703
0,704776,10.1672
0,704791,9.81825
0,704821,10.1178
0,704837,9.86766
0,704853,9.86149
0,704867,9.87075
0,704882,9.86766
0,704897,9.87075
0,704912,9.86766
0,704928,9.86149
0,704943,9.87075
0,704959,9.81825
0,704990,9.87075
0,705005,9.86149
0,705020,10.019
0,705035,9.96958
0,705051,9.9634
0,705066,10.019
0,705081,10.0159
0,705096,10.0684
0,705111,9.96649
0,705127,9.96031
0,705142,9.86766
0,705157,9.83678
0,705172,9.82134
0,705186,9.86766
0,705203,9.86149
0,705218,9.96649
0,705232,10.1178
0,705248,10.1209
0,705263,9.81825
0,705279,9.81516
0,705295,9.87075
0,705309,9.91708
0,705324,9.91399
0,705340,9.87075
0,705355,9.86458
0,705370,9.92017
0,705385,9.87075
0,705400,9.86458
0,705415,9.81825
0,705431,9.86766
0,705461,9.87075
0,705476,9.86149
0,705491,9.86766
0,705506,9.81825
0,705538,10.0684
0,705553,10.0653
0,705568,9.96958
0,705582,9.86766
0,705599,9.86458
0,705614,9.87075
0,705628,9.86458
0,705644,9.81825
0,705659,9.76884
0,705674,9.76266
0,705690,9.76884
0,705719,9.77193
0,705735,9.76884
0,705751,9.76266
0,705767,10.019
0,705782,9.87075
0,705797,9.86458
0,705812,9.81825
0,705843,9.92017
0,705872,9.91399
0,705888,9.92017
0,705904,9.88928
0,705918,9.86766
0,705934,10.019
0,705948,10.0128
0,705963,9.82134
0,705981,9.81825
0,705996,9.81516
0,706011,9.71943
0,706028,9.71634
0,706042,9.86766
0,706057,9.76884
0,706074,9.76266
0,706088,9.71943
0,706103,9.81207
0,706118,9.96649
0,706133,9.96958
0,706149,9.96031
0,706164,9.76884
0,706179,9.96649
0,706194,9.96958
0,706209,9.92017
0,706225,9.91399
0,706240,9.87075
0,706255,9.76884
0,706271,9.76266
0,706285,9.76884
0,706302,9.76575
0,706317,9.81825
0,706331,9.76884
0,706347,9.76266
0,706362,9.76884
0,706377,9.9634
0,706393,9.96958
0,706422,9.96031
0,706438,9.96958
0,706454,9.87075
0,706469,9.86766
0,706485,9.71943
0,706499,9.71634
0,706514,9.76884
0,706529,9.71943
0,706545,9.71325
0,706560,9.81825
0,706606,9.87075
0,706620,9.86458
0,706636,9.76884
0,706665,9.77193
0,706681,9.92017
0,706697,9.9109
0,706712,9.87075
0,706727,9.81825
0,706742,9.81516
0,706758,9.91708
0,706804,9.71634
0,706819,9.71325
0,706835,9.67001
0,706850,9.77193
0,706864,9.96649
0,706880,9.76884
0,706895,9.76266
0,706910,9.76884
0,706971,9.76266
0,706988,10.1209
0,707002,9.81825
0,707017,9.81516
0,707033,9.87075
0,707047,9.86458
0,707063,9.76884
0,707093,9.76266
0,707108,9.71943
0,707123,9.95414
0,707138,9.96958
0,707154,9.76884
0,707169,9.76266
0,707186,9.96958
0,707200,9.92017
0,707231,9.86766
0,707245,9.86458
0,707262,9.87075
0,707291,9.86149
0,707308,9.81825
0,707323,9.81516
0,707337,9.96649
0,707353,9.76884
0,707367,9.76266
0,707383,9.81825
0,707399,9.76884
0,707429,9.81825
0,707445,9.81207
0,707460,9.76884
0,707475,9.86766
0,707520,9.86458
0,707535,9.76884
0,707551,9.96958
0,707566,9.96031
0,707580,9.86766
0,707596,9.81516
0,707611,9.71943
0,707626,9.81825
0,707642,9.81207
0,707657,9.81825
0,707671,9.86766
0,707718,9.86149
0,707735,9.86766
0,707750,9.71943
0,707764,9.71325
0,707780,9.81825
0,707810,9.82134
0,707825,9.81825
0,707840,9.81516
0,707856,9.66693
0,707871,9.94487
0,707886,9.96958
0,707901,9.81825
0,707916,9.81207
0,707932,9.81825
0,707948,9.71943
0,707978,9.81825
0,707993,9.81516
0,708007,9.81825
0,708039,9.81207
0,708053,10.019
0,708069,10.0159
0,708084,9.92017
0,708099,9.71943
0,708114,9.71325
0,708130,9.92017
0,708144,9.86766
0,708176,9.96649
0,708191,9.9634
0,708206,9.71634
0,708221,10.019
0,708236,10.0159
0,708252,9.71943
0,708267,9.71634
0,708282,9.96649
0,708297,9.81825
0,708311,9.81207
0,708328,9.86766
0,708343,9.83369
0,708357,9.76884
0,708373,9.71634
0,708388,9.71325
0,708404,9.82134
0,708419,9.71943
0,708449,9.71634
0,708465,9.71325
0,708482,9.81825
0,708496,9.71634
0,708511,9.71325
0,708527,9.76884
0,708542,9.76575
0,708558,9.81825
0,708573,9.92017
0,708588,9.91399
0,708603,9.66693
0,708618,9.89546
0,708633,9.91708
0,708649,9.67001
0,708665,9.66384
0,708679,9.66693
0,708695,9.96649
0,708711,9.96958
0,708725,9.71943
0,708741,9.71325
0,708756,9.96649
0,708770,9.86766
0,708786,9.86458
0,708802,9.87075
0,708816,9.86458
0,708831,9.71943
0,708847,9.76884
0,708862,9.76266
0,708878,9.71634
0,708893,9.76884
0,708923,10.0159
0,708938,10.0097
0,708954,9.92017
0,708969,10.0684
0,708983,10.0653
0,708999,9.96649
0,709030,9.96958
0,709045,9.92017
0,709060,9.91399
0,709074,9.96649
0,709090,9.89237
0,709106,9.71634
0,709120,9.92017
0,709135,9.91399
0,709151,9.76884
0,709166,9.86766
0,709182,9.87075
0,709197,9.96649
0,709212,9.96031
0,709227,9.71943
0,709258,9.71634
0,709273,9.66693
0,709303,12.7768
0,709318,15.1826
0,709334,15.1733
0,709349,13.1258
0,709364,12.9035
0,709379,12.1746
0,709394,11.523
0,709411,11.5168
0,709426,11.0227
0,709442,10.5687
0,709471,10.4699
0,709488,10.4637
0,709503,10.1672
0,709516,9.96649
0,709531,9.9634
0,709548,10.1672
0,709578,9.92017
0,709608,9.91399
0,709623,9.91708
0,709640,10.158
0,709654,10.1672
0,709670,10.1178
0,709685,10.1116
0,709700,10.1178
0,709715,10.019
0,709747,9.87075
0,709762,9.86458
0,709776,10.0684
0,709808,10.0591
0,709823,9.82134
0,709837,9.81825
0,709853,10.3124
0,709899,9.96958
0,709914,9.96649
0,709946,10.0684
0,709961,10.0622
0,709976,9.92017
0,709991,9.91708
0,710006,9.91399
0,710022,9.96958
0,710036,9.96649
0,710052,9.91708
0,710067,9.76884
0,710081,9.76266
0,710098,9.96649
0,710113,9.92634
0,710127,9.92017
0,710142,10.0684
0,710159,10.0622
0,710174,9.76884
0,710189,9.71943
0,710205,9.71634
0,710219,9.92017
0,710234,9.91399
0,710251,9.71634
0,710265,10.019
0,710280,10.0128
0,710294,9.92017
0,710310,9.91708
0,710326,9.76884
0,710340,9.86766
0,710356,9.86149
0,710372,9.92017
0,710386,9.87075
0,710418,9.86766
0,710433,9.86458
0,710447,9.92017
0,710463,9.82134
0,710479,9.81516
0,710493,9.81825
0,710508,9.81516
0,710524,9.86766
0,710538,10.0159
0,710554,10.0128
0,710569,9.76884
0,710584,9.79046
0,710599,9.87075
0,710614,9.96649
0,710630,9.96031
0,710646,9.81825
0,710706,9.81207
0,710722,9.76884
0,710751,9.76266
0,710767,9.82134
0,710782,9.81516
0,710797,9.76884
0,710813,9.81825
0,710828,9.81516
0,710842,9.81825
0,710858,9.90164
0,710874,9.92017
0,710904,9.91399
0,710919,9.76884
0,710934,9.92017
0,710965,9.76884
0,710981,9.76575
0,710997,9.81825
0,711010,9.86766
0,711028,9.86149
0,711043,9.81825
0,711057,9.81516
0,711073,9.81825
0,711089,9.96958
0,711103,9.9634
0,711119,9.71943
0,711135,9.87075
0,711164,9.96958
0,711181,9.96031
0,711195,9.92017
0,711210,9.86766
0,711225,9.86458
0,711240,9.86766
0,711256,9.86458
0,711271,9.87075
0,711286,9.71943
0,711301,9.71325
0,711316,9.82134
0,711332,9.81516
0,711348,9.81825
0,711363,9.71943
0,711377,9.71325
0,711393,9.96649
0,711409,9.76884
0,711438,9.86766
0,711454,9.86149
0,711468,9.86766
0,711500,9.86149
0,711514,9.92017
0,711530,9.91708
0,711546,9.82134
0,711561,9.92017
0,711576,9.9109
0,711592,9.82134
0,711606,9.7781
0,711621,9.76884
0,711652,9.75957
0,711667,9.87075
0,711682,9.86766
0,711712,10.019
0,711728,10.0128
0,711742,10.2166
0,711758,9.87075
0,711773,9.86458
0,711788,9.76884
0,711805,9.76575
0,711819,9.81825
0,711834,9.96649
0,711849,9.9634
0,711865,9.81825
0,711880,10.019
0,711909,9.96649
0,711925,9.9634
0,711940,9.87075
0,711957,9.76884
0,711987,9.92017
0,712003,9.91708
0,712017,9.92017
0,712033,9.82134
0,712049,9.81207
0,712063,9.82134
0,712078,9.84605
0,712094,9.96958
0,712108,10.1672
0,712124,10.1641
0,712140,9.96649
0,712154,10.019
0,712169,10.0159
0,712185,9.82134
0,712200,9.81207
0,712216,9.81825
0,712231,9.76884
0,712247,9.76266
0,712262,9.76884
0,712278,9.76575
0,712293,9.81825
0,712308,9.82134
0,712323,9.81207
0,712337,9.71943
0,712354,9.87384
0,712369,9.92017
0,712383,10.0684
0,712399,10.0591
0,712414,9.96958
0,712429,10.0684
0,712460,10.1178
0,712475,10.1147
0,712490,9.82134
0,712507,9.86766
0,712521,9.86149
0,712536,9.87075
0,712550,9.86458
0,712566,9.81825
0,712582,9.86766
0,712596,9.86458
0,712612,9.96649
0,712627,9.81825
0,712658,9.82134
0,712675,9.81207
0,712690,9.96649
0,712704,9.91708
0,712765,10.1178
0,712780,9.96649
0,712795,9.9634
0,712811,9.96649
0,712826,9.95722
0,712840,9.92017
0,712855,9.91708
0,712872,9.9109
0,712887,9.76884
0,712902,9.86766
0,712917,9.87075
0,712947,9.86149
0,712962,9.91708
0,712979,9.81825
0,712994,9.81516
0,713008,9.96649
0,713023,9.9634
0,713039,9.86766
0,713054,9.76884
0,713069,9.76266
0,713084,10.0684
0,713100,9.91399
0,713114,9.86766
0,713146,9.86149
0,713161,10.019
0,713177,9.92017
0,713192,9.91708
0,713207,10.0684
0,713223,10.0622
0,713238,9.96958
0,713252,9.76884
0,713267,9.76266
0,713283,9.96649
0,713329,9.96958
0,713343,9.96031
0,713358,9.81825
0,713375,9.92017
0,713405,9.81825
0,713420,9.81207
0,713435,9.96958
0,713452,9.76884
0,713467,9.76575
0,713481,9.96649
0,713496,9.9634
0,713511,9.86766
0,713527,10.1178
0,713543,10.1116
0,713558,9.76884
0,713572,9.78119
0,713588,9.86766
0,713604,10.2197
0,713619,10.2105
0,713634,10.019
0,713650,10.1178
0,713680,10.019
0,713696,10.0097
0,713711,9.81825
0,713725,9.91708
0,713741,9.91399
0,713756,10.019
0,713771,10.0159
0,713786,9.82134
0,713801,9.96649
0,713817,9.9634
0,713831,9.96649
0,713847,9.89237
0,713862,9.86766
0,713878,9.91708
0,713893,9.91399
0,713908,10.1672
0,713924,9.87075
0,713968,9.86149
0,713984,9.82134
0,714000,9.96958
0,714014,9.9634
0,714030,9.87075
0,714044,9.86766
0,714060,9.76884
0,714075,9.87075
0,714091,9.86149
0,714106,9.86766
0,714121,10.0313
0,714138,10.0684
0,714152,9.96649
0,714167,9.9634
0,714182,9.81825
0,714196,10.0159
0,714213,10.019
0,714228,9.96958
0,714243,9.9634
0,714258,9.96958
0,714273,9.81825
0,714287,9.81207
0,714304,9.81825
0,714319,9.81516
0,714334,9.76884
0,714349,10.1178
0,714365,10.1116
0,714381,10.0684
0,714395,9.92943
0,714410,9.92017
0,714425,9.81825
0,714440,9.81207
0,714456,9.92017
0,714471,9.87075
0,714486,9.86766
0,714501,9.91708
0,714532,9.86766
0,714548,9.87075
0,714562,9.86149
0,714578,9.81825
0,714608,9.82134
0,714624,10.019
0,714638,10.0128
0,714654,9.92017
0,714686,9.91708
0,714701,9.92017
0,714716,9.9109
0,714732,9.76884
0,714747,9.96958
0,714761,9.9634
0,714778,9.91708
0,714793,9.91399
0,714807,9.86766
0,714823,9.76884
0,714838,9.76266
0,714853,9.81825
0,714869,10.019
0,714884,10.0684
0,714898,10.019
0,714914,10.0097
0,714930,9.91708
0,714944,9.87075
0,714959,9.86766
0,714976,10.3124
0,714990,10.3093
0,715006,9.86766
0,715022,9.81825
0,715036,9.81516
0,715051,9.87075
0,715067,9.86458
0,715081,9.76884
0,715097,9.92017
0,715111,9.9109
0,715127,9.86766
0,715142,9.7781
0,715156,9.76884
0,715173,9.92017
0,715188,9.91399
0,715203,10.0684
0,715218,10.6181
0,715234,10.6212
0,715249,10.9733
0,715264,10.9702
0,715278,10.5687
0,715294,10.5193
0,715309,10.5131
0,715324,10.0684
0,715339,10.0653
0,715356,9.91708
0,715370,10.0653
0,715385,10.0622
0,715402,10.1178
0,715416,9.87075
0,715431,9.86766
0,715461,9.86149
0,715477,9.86766
0,715492,9.96649
0,715522,10.0684
0,715537,10.0653
0,715553,9.96649
0,715569,10.2691
0,715584,10.263
0,715598,9.92017
0,715614,9.91708
0,715644,9.92017
0,715660,9.91399
0,715676,9.92017
0,715690,10.0653
0,715706,10.0684
0,715722,9.86766
0,715736,9.86149
0,715751,10.1209
0,715766,9.81825
0,715782,9.81207
0,715798,9.87075
0,715813,9.86766
0,715828,10.019
0,715844,9.81825
0,715859,9.81207
0,715873,9.86766
0,715890,9.94178
0,715904,10.0684
0,715918,9.96649
0,715935,9.96031
0,715951,9.86766
0,715965,9.91708
0,715981,9.92017
0,716010,9.91708
0,716027,10.1703
0,716043,9.76884
0,716057,9.76266
0,716073,9.96958
0,716088,9.9634
0,716103,9.96649
0,716119,9.86766
0,716133,9.86149
0,716148,10.1178
0,716163,10.0684
0,716194,10.1178
0,716209,10.1116
0,716224,10.019
0,716239,10.0684
0,716269,9.92017
0,716286,9.91708
0,716301,9.81825
0,716315,10.1672
0,716331,10.1611
0,716347,9.96958
0,716361,9.96649
0,716377,9.87075
0,716391,9.81825
0,716406,9.81207
0,716423,10.0653
0,716437,9.86766
0,716467,9.87075
0,716483,9.86149
0,716499,10.019
0,716515,9.81825
0,716530,9.81516
0,716545,9.82134
0,716559,9.81516
0,716576,9.92017
0,716591,9.82134
0,716605,9.81207
0,716621,9.86766
0,716635,9.88619
0,716651,9.92017
0,716666,9.87075
0,716682,9.86149
0,716696,10.019
0,716712,9.86766
0,716743,9.96649
0,716758,9.9634
0,716773,9.86766
0,716805,9.86458
0,716820,10.1672
0,716834,10.1024
0,716850,10.0684
0,716866,9.86766
0,716881,9.86149
0,716895,9.92017
0,716911,9.96649
0,716925,9.96958
0,716941,10.1178
0,716957,10.1147
